"Item_ID";"menu_item_ID";"quantity"
"1330";"1330";"5"
"1331";"1331";"5"
"1332";"1332";"10"
"1333";"1333";"1"
"1334";"1334";"9"
"1335";"1335";"10"
"1336";"1336";"7"
"1337";"1337";"9"
"1338";"1338";"8"
"1339";"1339";"4"
"1340";"1340";"10"
"1341";"1341";"0"
"1342";"1342";"3"
"1343";"1343";"10"
"1344";"1344";"5"
"1345";"1345";"1"
"1346";"1346";"3"
"1347";"1347";"3"
"1348";"1348";"10"
"1349";"1349";"9"
"1350";"1350";"6"
"1351";"1351";"2"
"1352";"1352";"6"
"1353";"1353";"3"
"1354";"1354";"1"
"1355";"1355";"7"
"1356";"1356";"7"
"1357";"1357";"4"
"1358";"1358";"10"
"1359";"1359";"10"
"1360";"1360";"3"
"1361";"1361";"10"
"1362";"1362";"1"
"1363";"1363";"9"
"1364";"1364";"0"
"1365";"1365";"5"
"1366";"1366";"2"
"1367";"1367";"1"
"1368";"1368";"5"
"1369";"1369";"2"
"1370";"1370";"4"
"1371";"1371";"4"
"1372";"1372";"9"
"1373";"1373";"0"
"1374";"1374";"7"
"1375";"1375";"0"
"1376";"1376";"10"
"1377";"1377";"4"
"1378";"1378";"10"
"1379";"1379";"5"
"1380";"1380";"4"
"1381";"1381";"0"
"1382";"1382";"5"
"1383";"1383";"3"
"1384";"1384";"4"
"1385";"1385";"8"
"1386";"1386";"10"
"1387";"1387";"3"
"1388";"1388";"0"
"1389";"1389";"7"
"1390";"1390";"8"
"1391";"1391";"4"
"1392";"1392";"0"
"1393";"1393";"0"
"1394";"1394";"3"
"1395";"1395";"1"
"1396";"1396";"1"
"1397";"1397";"4"
"1398";"1398";"9"
"1399";"1399";"1"
"1400";"1400";"5"
"1401";"1401";"0"
"1402";"1402";"2"
"1403";"1403";"4"
"1404";"1404";"6"
"1405";"1405";"0"
"1406";"1406";"7"
"1407";"1407";"5"
"1408";"1408";"6"
"1409";"1409";"9"
"1410";"1410";"1"
"1411";"1411";"0"
"1412";"1412";"5"
"1413";"1413";"6"
"1414";"1414";"5"
"1415";"1415";"1"
"1416";"1416";"7"
"1417";"1417";"1"
"1418";"1418";"1"
"1419";"1419";"4"
"1420";"1420";"9"
"1421";"1421";"6"
"1422";"1422";"5"
"1423";"1423";"1"
"1424";"1424";"6"
"1425";"1425";"0"
"1426";"1426";"7"
"1427";"1427";"1"
"1428";"1428";"5"
"1429";"1429";"6"
"1430";"1430";"6"
"1431";"1431";"8"
"1432";"1432";"8"
"1433";"1433";"5"
"1434";"1434";"1"
"1435";"1435";"1"
"1436";"1436";"1"
"1437";"1437";"3"
"1438";"1438";"2"
"1439";"1439";"7"
"1440";"1440";"8"
"1441";"1441";"0"
"1442";"1442";"9"
"1443";"1443";"4"
"1444";"1444";"10"
"1445";"1445";"9"
"1446";"1446";"9"
"1447";"1447";"2"
"1448";"1448";"9"
"1449";"1449";"9"
"1450";"1450";"10"
"1451";"1451";"4"
"1452";"1452";"6"
"1453";"1453";"7"
"1454";"1454";"8"
"1455";"1455";"5"
"1456";"1456";"3"
"1457";"1457";"8"
"1458";"1458";"3"
"1459";"1459";"4"
"1460";"1460";"4"
"1461";"1461";"1"
"1462";"1462";"0"
"1463";"1463";"0"
"1464";"1464";"3"
"1465";"1465";"9"
"1466";"1466";"9"
"1467";"1467";"2"
"1468";"1468";"10"
"1469";"1469";"1"
"1470";"1470";"1"
"1471";"1471";"7"
"1472";"1472";"4"
"1473";"1473";"6"
"1474";"1474";"2"
"1475";"1475";"8"
"1476";"1476";"4"
"1477";"1477";"3"
"1478";"1478";"6"
"1479";"1479";"8"
"1480";"1480";"4"
"1481";"1481";"3"
"1482";"1482";"8"
"1483";"1483";"3"
"1484";"1484";"4"
"1485";"1485";"0"
"1486";"1486";"2"
"1487";"1487";"2"
"1488";"1488";"1"
"1489";"1489";"7"
"1490";"1490";"1"
"1491";"1491";"10"
"1492";"1492";"4"
"1493";"1493";"8"
"1494";"1494";"1"
"1495";"1495";"2"
"1496";"1496";"4"
"1497";"1497";"2"
"1498";"1498";"2"
"1499";"1499";"8"
"1500";"1500";"10"
"1501";"1501";"9"
"1502";"1502";"6"
"1503";"1503";"0"
"1504";"1504";"5"
"1505";"1505";"0"
"1506";"1506";"9"
"1507";"1507";"5"
"1508";"1508";"2"
"1509";"1509";"9"
"1510";"1510";"2"
"1511";"1511";"8"
"1512";"1512";"10"
"1513";"1513";"8"
"1514";"1514";"2"
"1515";"1515";"4"
"1516";"1516";"9"
"1517";"1517";"3"
"1518";"1518";"5"
"1519";"1519";"0"
"1520";"1520";"5"
"1521";"1521";"2"
"1522";"1522";"3"
"1523";"1523";"9"
"1524";"1524";"6"
"1525";"1525";"3"
"1526";"1526";"2"
"1527";"1527";"5"
"1528";"1528";"1"
"1529";"1529";"8"
"1530";"1530";"7"
"1531";"1531";"4"
"1532";"1532";"8"
"1533";"1533";"7"
"1534";"1534";"6"
"1535";"1535";"4"
"1536";"1536";"10"
"1537";"1537";"6"
"1538";"1538";"3"
"1539";"1539";"8"
"1540";"1540";"6"
"1541";"1541";"8"
"1542";"1542";"5"
"1543";"1543";"9"
"1544";"1544";"8"
"1545";"1545";"10"
"1546";"1546";"10"
"1547";"1547";"6"
"1548";"1548";"0"
"1549";"1549";"7"
"1550";"1550";"5"
"1551";"1551";"9"
"1552";"1552";"9"
"1553";"1553";"7"
"1554";"1554";"3"
"1555";"1555";"5"
"1556";"1556";"10"
"1557";"1557";"7"
"1558";"1558";"5"
"1559";"1559";"2"
"1560";"1560";"2"
"1561";"1561";"6"
"1562";"1562";"0"
"1563";"1563";"5"
"1564";"1564";"6"
"1565";"1565";"6"
"1566";"1566";"6"
"1567";"1567";"9"
"1568";"1568";"3"
"1569";"1569";"1"
"1570";"1570";"10"
"1571";"1571";"0"
"1572";"1572";"7"
"1573";"1573";"6"
"1574";"1574";"1"
"1575";"1575";"5"
"1576";"1576";"1"
"1577";"1577";"6"
"1578";"1578";"0"
"1579";"1579";"0"
"1580";"1580";"7"
"1581";"1581";"9"
"1582";"1582";"1"
"1583";"1583";"9"
"1584";"1584";"1"
"1585";"1585";"9"
"1586";"1586";"1"
"1587";"1587";"3"
"1588";"1588";"8"
"1589";"1589";"10"
"1590";"1590";"0"
"1591";"1591";"6"
"1592";"1592";"7"
"1593";"1593";"10"
"1594";"1594";"4"
"1595";"1595";"10"
"1596";"1596";"5"
"1597";"1597";"5"
"1598";"1598";"5"
"1599";"1599";"7"
"1600";"1600";"4"
"1601";"1601";"10"
"1602";"1602";"1"
"1603";"1603";"5"
"1604";"1604";"6"
"1605";"1605";"3"
"1606";"1606";"10"
"1607";"1607";"6"
"1608";"1608";"6"
"1609";"1609";"3"
"1610";"1610";"9"
"1611";"1611";"10"
"1612";"1612";"2"
"1613";"1613";"0"
"1614";"1614";"3"
"1615";"1615";"3"
"1616";"1616";"7"
"1617";"1617";"3"
"1618";"1618";"1"
"1619";"1619";"6"
"1620";"1620";"9"
"1621";"1621";"7"
"1622";"1622";"10"
"1623";"1623";"1"
"1624";"1624";"0"
"1625";"1625";"10"
"1626";"1626";"0"
"1627";"1627";"6"
"1628";"1628";"1"
"1629";"1629";"4"
"1630";"1630";"5"
"1631";"1631";"7"
"1632";"1632";"7"
"1633";"1633";"5"
"1634";"1634";"4"
"1635";"1635";"3"
"1636";"1636";"2"
"1637";"1637";"5"
"1638";"1638";"7"
"1639";"1639";"8"
"1640";"1640";"0"
"1641";"1641";"1"
"1642";"1642";"9"
"1643";"1643";"9"
"1644";"1644";"8"
"1645";"1645";"2"
"1646";"1646";"1"
"1647";"1647";"8"
"1648";"1648";"4"
"1649";"1649";"2"
"1650";"1650";"3"
"1651";"1651";"0"
"1652";"1652";"1"
"1653";"1653";"9"
"1654";"1654";"1"
"1655";"1655";"9"
"1656";"1656";"4"
"1657";"1657";"3"
"1658";"1658";"0"
"1659";"1659";"3"
"1660";"1660";"1"
"1661";"1661";"3"
"1662";"1662";"0"
"1663";"1663";"2"
"1664";"1664";"1"
"1665";"1665";"4"
"1666";"1666";"8"
"1667";"1667";"9"
"1668";"1668";"7"
"1669";"1669";"1"
"1670";"1670";"3"
"1671";"1671";"4"
"1672";"1672";"1"
"1673";"1673";"1"
"1674";"1674";"1"
"1675";"1675";"10"
"1676";"1676";"7"
"1677";"1677";"4"
"1678";"1678";"8"
"1679";"1679";"4"
"1680";"1680";"1"
"1681";"1681";"9"
"1682";"1682";"9"
"1683";"1683";"2"
"1684";"1684";"2"
"1685";"1685";"6"
"1686";"1686";"0"
"1687";"1687";"4"
"1688";"1688";"4"
"1689";"1689";"0"
"1690";"1690";"1"
"1691";"1691";"4"
"1692";"1692";"3"
"1693";"1693";"5"
"1694";"1694";"8"
"1695";"1695";"9"
"1696";"1696";"0"
"1697";"1697";"10"
"1698";"1698";"3"
"1699";"1699";"2"
"1700";"1700";"10"
"1701";"1701";"2"
"1702";"1702";"0"
"1703";"1703";"2"
"1704";"1704";"3"
"1705";"1705";"3"
"1706";"1706";"7"
"1707";"1707";"3"
"1708";"1708";"1"
"1709";"1709";"3"
"1710";"1710";"2"
"1711";"1711";"9"
"1712";"1712";"5"
"1713";"1713";"10"
"1714";"1714";"2"
"1715";"1715";"2"
"1716";"1716";"9"
"1717";"1717";"7"
"1718";"1718";"4"
"1719";"1719";"7"
"1720";"1720";"7"
"1721";"1721";"5"
"1722";"1722";"3"
"1723";"1723";"9"
"1724";"1724";"1"
"1725";"1725";"4"
"1726";"1726";"8"
"1727";"1727";"8"
"1728";"1728";"5"
"1729";"1729";"10"
"1730";"1730";"5"
"1731";"1731";"6"
"1732";"1732";"8"
"1733";"1733";"3"
"1734";"1734";"10"
"1735";"1735";"5"
"1736";"1736";"8"
"1737";"1737";"1"
"1738";"1738";"1"
"1739";"1739";"6"
"1740";"1740";"1"
"1741";"1741";"7"
"1742";"1742";"6"
"1743";"1743";"5"
"1744";"1744";"7"
"1745";"1745";"7"
"1746";"1746";"10"
"1747";"1747";"10"
"1748";"1748";"6"
"1749";"1749";"7"
"1750";"1750";"0"
"1751";"1751";"9"
"1752";"1752";"6"
"1753";"1753";"2"
"1754";"1754";"10"
"1755";"1755";"0"
"1756";"1756";"9"
"1757";"1757";"4"
"1758";"1758";"3"
"1759";"1759";"10"
"1760";"1760";"5"
"1761";"1761";"1"
"1762";"1762";"2"
"1763";"1763";"4"
"1764";"1764";"4"
"1765";"1765";"1"
"1766";"1766";"5"
"1767";"1767";"4"
"1768";"1768";"1"
"1769";"1769";"7"
"1770";"1770";"10"
"1771";"1771";"2"
"1772";"1772";"8"
"1773";"1773";"7"
"1774";"1774";"10"
"1775";"1775";"10"
"1776";"1776";"3"
"1777";"1777";"2"
"1778";"1778";"3"
"1779";"1779";"0"
"1780";"1780";"5"
"1781";"1781";"6"
"1782";"1782";"1"
"1783";"1783";"0"
"1784";"1784";"4"
"1785";"1785";"0"
"1786";"1786";"6"
"1787";"1787";"2"
"1788";"1788";"2"
"1789";"1789";"10"
"1790";"1790";"5"
"1791";"1791";"6"
"1792";"1792";"0"
"1793";"1793";"3"
"1794";"1794";"9"
"1795";"1795";"7"
"1796";"1796";"1"
"1797";"1797";"2"
"1798";"1798";"7"
"1799";"1799";"8"
"1800";"1800";"5"
"1801";"1801";"4"
"1802";"1802";"0"
"1803";"1803";"8"
"1804";"1804";"9"
"1805";"1805";"10"
"1806";"1806";"7"
"1807";"1807";"9"
"1808";"1808";"0"
"1809";"1809";"6"
"1810";"1810";"7"
"1811";"1811";"3"
"1812";"1812";"0"
"1813";"1813";"6"
"1814";"1814";"8"
"1815";"1815";"5"
"1816";"1816";"0"
"1817";"1817";"6"
"1818";"1818";"2"
"1819";"1819";"0"
"1820";"1820";"9"
"1821";"1821";"1"
"1822";"1822";"2"
"1823";"1823";"4"
"1824";"1824";"5"
"1825";"1825";"6"
"1826";"1826";"1"
"1827";"1827";"3"
"1828";"1828";"6"
"1829";"1829";"1"
"1830";"1830";"0"
"1831";"1831";"0"
"1832";"1832";"9"
"1833";"1833";"9"
"1834";"1834";"4"
"1835";"1835";"6"
"1836";"1836";"5"
"1837";"1837";"9"
"1838";"1838";"10"
"1839";"1839";"6"
"1840";"1840";"9"
"1841";"1841";"9"
"1842";"1842";"3"
"1843";"1843";"10"
"1844";"1844";"4"
"1845";"1845";"3"
"1846";"1846";"6"
"1847";"1847";"10"
"1848";"1848";"2"
"1849";"1849";"1"
"1850";"1850";"2"
"1851";"1851";"0"
"1852";"1852";"1"
"1853";"1853";"8"
"1854";"1854";"2"
"1855";"1855";"5"
"1856";"1856";"9"
"1857";"1857";"0"
"1858";"1858";"8"
"1859";"1859";"1"
"1860";"1860";"2"
"1861";"1861";"9"
"1862";"1862";"5"
"1863";"1863";"4"
"1864";"1864";"4"
"1865";"1865";"5"
"1866";"1866";"7"
"1867";"1867";"2"
"1868";"1868";"6"
"1869";"1869";"7"
"1870";"1870";"2"
"1871";"1871";"0"
"1872";"1872";"10"
"1873";"1873";"2"
"1874";"1874";"8"
"1875";"1875";"8"
"1876";"1876";"5"
"1877";"1877";"10"
"1878";"1878";"2"
"1879";"1879";"1"
"1880";"1880";"9"
"1881";"1881";"7"
"1882";"1882";"9"
"1883";"1883";"5"
"1884";"1884";"9"
"1885";"1885";"8"
"1886";"1886";"2"
"1887";"1887";"4"
"1888";"1888";"7"
"1889";"1889";"10"
"1890";"1890";"8"
"1891";"1891";"1"
"1892";"1892";"1"
"1893";"1893";"9"
"1894";"1894";"6"
"1895";"1895";"3"
"1896";"1896";"10"
"1897";"1897";"1"
"1898";"1898";"4"
"1899";"1899";"4"
"1900";"1900";"3"
"1901";"1901";"2"
"1902";"1902";"0"
"1903";"1903";"9"
"1904";"1904";"4"
"1905";"1905";"7"
"1906";"1906";"6"
"1907";"1907";"7"
"1908";"1908";"5"
"1909";"1909";"8"
"1910";"1910";"7"
"1911";"1911";"5"
"1912";"1912";"0"
"1913";"1913";"8"
"1914";"1914";"6"
"1915";"1915";"0"
"1916";"1916";"1"
"1917";"1917";"8"
"1918";"1918";"10"
"1919";"1919";"0"
"1920";"1920";"10"
"1921";"1921";"2"
"1922";"1922";"3"
"1923";"1923";"0"
"1924";"1924";"3"
"1925";"1925";"6"
"1926";"1926";"9"
"1927";"1927";"5"
"1928";"1928";"9"
"1929";"1929";"8"
"1930";"1930";"3"
"1931";"1931";"5"
"1932";"1932";"1"
"1933";"1933";"3"
"1934";"1934";"10"
"1935";"1935";"9"
"1936";"1936";"7"
"1937";"1937";"9"
"1938";"1938";"9"
"1939";"1939";"6"
"1940";"1940";"5"
"1941";"1941";"1"
"1942";"1942";"10"
"1943";"1943";"5"
"1944";"1944";"10"
"1945";"1945";"1"
"1946";"1946";"8"
"1947";"1947";"3"
"1948";"1948";"0"
"1949";"1949";"1"
"1950";"1950";"8"
"1951";"1951";"3"
"1952";"1952";"6"
"1953";"1953";"1"
"1954";"1954";"0"
"1955";"1955";"6"
"1956";"1956";"2"
"1957";"1957";"10"
"1958";"1958";"5"
"1959";"1959";"6"
"1960";"1960";"9"
"1961";"1961";"4"
"1962";"1962";"6"
"1963";"1963";"9"
"1964";"1964";"2"
"1965";"1965";"9"
"1966";"1966";"9"
"1967";"1967";"4"
"1968";"1968";"0"
"1969";"1969";"2"
"1970";"1970";"3"
"1971";"1971";"2"
"1972";"1972";"3"
"1973";"1973";"2"
"1974";"1974";"0"
"1975";"1975";"1"
"1976";"1976";"5"
"1977";"1977";"6"
"1978";"1978";"6"
"1979";"1979";"4"
"1980";"1980";"9"
"1981";"1981";"3"
"1982";"1982";"1"
"1983";"1983";"4"
"1984";"1984";"0"
"1985";"1985";"5"
"1986";"1986";"0"
"1987";"1987";"9"
"1988";"1988";"8"
"1989";"1989";"1"
"1990";"1990";"1"
"1991";"1991";"4"
"1992";"1992";"3"
"1993";"1993";"4"
"1994";"1994";"0"
"1995";"1995";"3"
"1996";"1996";"8"
"1997";"1997";"5"
"1998";"1998";"9"
"1999";"1999";"3"
"2000";"2000";"4"
"2001";"2001";"1"
"2002";"2002";"6"
"2003";"2003";"7"
"2004";"2004";"1"
"2005";"2005";"0"
"2006";"2006";"2"
"2007";"2007";"6"
"2008";"2008";"2"
"2009";"2009";"10"
"2010";"2010";"8"
"2011";"2011";"5"
"2012";"2012";"0"
"2013";"2013";"1"
"2014";"2014";"0"
"2015";"2015";"7"
"2016";"2016";"4"
"2017";"2017";"9"
"2018";"2018";"9"
"2019";"2019";"9"
"2020";"2020";"7"
"2021";"2021";"8"
"2022";"2022";"5"
"2023";"2023";"2"
"2024";"2024";"9"
"2025";"2025";"5"
"2026";"2026";"5"
"2027";"2027";"1"
"2028";"2028";"0"
"2029";"2029";"0"
"2030";"2030";"4"
"2031";"2031";"8"
"2032";"2032";"1"
"2033";"2033";"1"
"2034";"2034";"4"
"2035";"2035";"1"
"2036";"2036";"4"
"2037";"2037";"1"
"2038";"2038";"1"
"2039";"2039";"1"
"2040";"2040";"6"
"2041";"2041";"7"
"2042";"2042";"3"
"2043";"2043";"10"
"2044";"2044";"10"
"2045";"2045";"5"
"2046";"2046";"6"
"2047";"2047";"10"
"2048";"2048";"10"
"2049";"2049";"4"
"2050";"2050";"9"
"2051";"2051";"7"
"2052";"2052";"2"
"2053";"2053";"8"
"2054";"2054";"6"
"2055";"2055";"0"
"2056";"2056";"2"
"2057";"2057";"8"
"2058";"2058";"6"
"2059";"2059";"9"
"2060";"2060";"1"
"2061";"2061";"9"
"2062";"2062";"7"
"2063";"2063";"4"
"2064";"2064";"0"
"2065";"2065";"1"
"2066";"2066";"10"
"2067";"2067";"1"
"2068";"2068";"2"
"2069";"2069";"4"
"2070";"2070";"7"
"2071";"2071";"1"
"2072";"2072";"10"
"2073";"2073";"6"
"2074";"2074";"7"
"2075";"2075";"10"
"2076";"2076";"2"
"2077";"2077";"8"
"2078";"2078";"5"
"2079";"2079";"1"
"2080";"2080";"4"
"2081";"2081";"0"
"2082";"2082";"5"
"2083";"2083";"3"
"2084";"2084";"7"
"2085";"2085";"2"
"2086";"2086";"7"
"2087";"2087";"4"
"2088";"2088";"2"
"2089";"2089";"3"
"2090";"2090";"6"
"2091";"2091";"5"
"2092";"2092";"5"
"2093";"2093";"9"
"2094";"2094";"9"
"2095";"2095";"8"
"2096";"2096";"6"
"2097";"2097";"3"
"2098";"2098";"8"
"2099";"2099";"7"
"2100";"2100";"7"
"2101";"2101";"1"
"2102";"2102";"2"
"2103";"2103";"5"
"2104";"2104";"8"
"2105";"2105";"5"
"2106";"2106";"6"
"2107";"2107";"1"
"2108";"2108";"8"
"2109";"2109";"6"
"2110";"2110";"5"
"2111";"2111";"6"
"2112";"2112";"0"
"2113";"2113";"1"
"2114";"2114";"9"
"2115";"2115";"3"
"2116";"2116";"0"
"2117";"2117";"5"
"2118";"2118";"5"
"2119";"2119";"2"
"2120";"2120";"6"
"2121";"2121";"4"
"2122";"2122";"7"
"2123";"2123";"8"
"2124";"2124";"9"
"2125";"2125";"3"
"2126";"2126";"6"
"2127";"2127";"7"
"2128";"2128";"10"
"2129";"2129";"6"
"2130";"2130";"1"
"2131";"2131";"10"
"2132";"2132";"3"
"2133";"2133";"8"
"2134";"2134";"1"
"2135";"2135";"0"
"2136";"2136";"9"
"2137";"2137";"3"
"2138";"2138";"4"
"2139";"2139";"1"
"2140";"2140";"0"
"2141";"2141";"9"
"2142";"2142";"9"
"2143";"2143";"6"
"2144";"2144";"2"
"2145";"2145";"8"
"2146";"2146";"1"
"2147";"2147";"2"
"2148";"2148";"4"
"2149";"2149";"7"
"2150";"2150";"4"
"2151";"2151";"9"
"2152";"2152";"1"
"2153";"2153";"10"
"2154";"2154";"6"
"2155";"2155";"1"
"2156";"2156";"1"
"2157";"2157";"2"
"2158";"2158";"8"
"2159";"2159";"5"
"2160";"2160";"1"
"2161";"2161";"4"
"2162";"2162";"10"
"2163";"2163";"3"
"2164";"2164";"5"
"2165";"2165";"10"
"2166";"2166";"7"
"2167";"2167";"0"
"2168";"2168";"7"
"2169";"2169";"6"
"2170";"2170";"9"
"2171";"2171";"5"
"2172";"2172";"0"
"2173";"2173";"4"
"2174";"2174";"3"
"2175";"2175";"1"
"2176";"2176";"7"
"2177";"2177";"4"
"2178";"2178";"4"
"2179";"2179";"10"
"2180";"2180";"3"
"2181";"2181";"0"
"2182";"2182";"4"
"2183";"2183";"0"
"2184";"2184";"6"
"2185";"2185";"0"
"2186";"2186";"8"
"2187";"2187";"5"
"2188";"2188";"6"
"2189";"2189";"10"
"2190";"2190";"1"
"2191";"2191";"1"
"2192";"2192";"8"
"2193";"2193";"1"
"2194";"2194";"10"
"2195";"2195";"6"
"2196";"2196";"3"
"2197";"2197";"6"
"2198";"2198";"7"
"2199";"2199";"0"
"2200";"2200";"4"
"2201";"2201";"7"
"2202";"2202";"5"
"2203";"2203";"10"
"2204";"2204";"9"
"2205";"2205";"0"
"2206";"2206";"2"
"2207";"2207";"8"
"2208";"2208";"6"
"2209";"2209";"3"
"2210";"2210";"0"
"2211";"2211";"5"
"2212";"2212";"1"
"2213";"2213";"4"
"2214";"2214";"6"
"2215";"2215";"8"
"2216";"2216";"8"
"2217";"2217";"9"
"2218";"2218";"3"
"2219";"2219";"9"
"2220";"2220";"3"
"2221";"2221";"1"
"2222";"2222";"8"
"2223";"2223";"0"
"2224";"2224";"9"
"2225";"2225";"7"
"2226";"2226";"8"
"2227";"2227";"3"
"2228";"2228";"5"
"2229";"2229";"5"
"2230";"2230";"3"
"2231";"2231";"1"
"2232";"2232";"6"
"2233";"2233";"10"
"2234";"2234";"3"
"2235";"2235";"3"
"2236";"2236";"0"
"2237";"2237";"1"
"2238";"2238";"2"
"2239";"2239";"3"
"2240";"2240";"0"
"2241";"2241";"2"
"2242";"2242";"5"
"2243";"2243";"5"
"2244";"2244";"3"
"2245";"2245";"1"
"2246";"2246";"9"
"2247";"2247";"10"
"2248";"2248";"5"
"2249";"2249";"10"
"2250";"2250";"2"
"2251";"2251";"6"
"2252";"2252";"0"
"2253";"2253";"8"
"2254";"2254";"8"
"2255";"2255";"9"
"2256";"2256";"10"
"2257";"2257";"2"
"2258";"2258";"6"
"2259";"2259";"9"
"2260";"2260";"7"
"2261";"2261";"1"
"2262";"2262";"6"
"2263";"2263";"4"
"2264";"2264";"0"
"2265";"2265";"9"
"2266";"2266";"7"
"2267";"2267";"4"
"2268";"2268";"5"
"2269";"2269";"4"
"2270";"2270";"5"
"2271";"2271";"2"
"2272";"2272";"8"
"2273";"2273";"2"
"2274";"2274";"3"
"2275";"2275";"8"
"2276";"2276";"0"
"2277";"2277";"4"
"2278";"2278";"6"
"2279";"2279";"5"
"2280";"2280";"3"
"2281";"2281";"1"
"2282";"2282";"6"
"2283";"2283";"1"
"2284";"2284";"9"
"2285";"2285";"3"
"2286";"2286";"4"
"2287";"2287";"6"
"2288";"2288";"1"
"2289";"2289";"1"
"2290";"2290";"7"
"2291";"2291";"6"
"2292";"2292";"0"
"2293";"2293";"1"
"2294";"2294";"7"
"2295";"2295";"9"
"2296";"2296";"3"
"2297";"2297";"5"
"2298";"2298";"6"
"2299";"2299";"4"
"2300";"2300";"4"
"2301";"2301";"3"
"2302";"2302";"9"
"2303";"2303";"1"
"2304";"2304";"3"
"2305";"2305";"2"
"2306";"2306";"3"
"2307";"2307";"10"
"2308";"2308";"7"
"2309";"2309";"5"
"2310";"2310";"4"
"2311";"2311";"8"
"2312";"2312";"5"
"2313";"2313";"9"
"2314";"2314";"3"
"2315";"2315";"10"
"2316";"2316";"10"
"2317";"2317";"5"
"2318";"2318";"10"
"2319";"2319";"4"
"2320";"2320";"3"
"2321";"2321";"3"
"2322";"2322";"8"
"2323";"2323";"5"
"2324";"2324";"2"
"2325";"2325";"0"
"2326";"2326";"7"
"2327";"2327";"2"
"2328";"2328";"5"
"2329";"2329";"7"
"2330";"2330";"2"
"2331";"2331";"8"
"2332";"2332";"0"
"2333";"2333";"5"
"2334";"2334";"10"
"2335";"2335";"2"
"2336";"2336";"5"
"2337";"2337";"7"
"2338";"2338";"1"
"2339";"2339";"9"
"2340";"2340";"10"
"2341";"2341";"5"
"2342";"2342";"5"
"2343";"2343";"0"
"2344";"2344";"7"
"2345";"2345";"9"
"2346";"2346";"7"
"2347";"2347";"9"
"2348";"2348";"4"
"2349";"2349";"4"
"2350";"2350";"4"
"2351";"2351";"5"
"2352";"2352";"5"
"2353";"2353";"9"
"2354";"2354";"0"
"2355";"2355";"6"
"2356";"2356";"3"
"2357";"2357";"6"
"2358";"2358";"8"
"2359";"2359";"3"
"2360";"2360";"10"
"2361";"2361";"3"
"2362";"2362";"9"
"2363";"2363";"7"
"2364";"2364";"5"
"2365";"2365";"3"
"2366";"2366";"7"
"2367";"2367";"7"
"2368";"2368";"7"
"2369";"2369";"4"
"2370";"2370";"8"
"2371";"2371";"1"
"2372";"2372";"7"
"2373";"2373";"6"
"2374";"2374";"0"
"2375";"2375";"3"
"2376";"2376";"8"
"2377";"2377";"2"
"2378";"2378";"3"
"2379";"2379";"8"
"2380";"2380";"2"
"2381";"2381";"8"
"2382";"2382";"0"
"2383";"2383";"7"
"2384";"2384";"3"
"2385";"2385";"10"
"2386";"2386";"3"
"2387";"2387";"4"
"2388";"2388";"9"
"2389";"2389";"3"
"2390";"2390";"2"
"2391";"2391";"9"
"2392";"2392";"1"
"2393";"2393";"6"
"2394";"2394";"5"
"2395";"2395";"7"
"2396";"2396";"10"
"2397";"2397";"9"
"2398";"2398";"1"
"2399";"2399";"3"
"2400";"2400";"2"
"2401";"2401";"5"
"2402";"2402";"7"
"2403";"2403";"10"
"2404";"2404";"4"
"2405";"2405";"4"
"2406";"2406";"4"
"2407";"2407";"1"
"2408";"2408";"2"
"2409";"2409";"1"
"2410";"2410";"9"
"2411";"2411";"4"
"2412";"2412";"8"
"2413";"2413";"5"
"2414";"2414";"0"
"2415";"2415";"0"
"2416";"2416";"9"
"2417";"2417";"3"
"2418";"2418";"2"
"2419";"2419";"6"
"2420";"2420";"7"
"2421";"2421";"2"
"2422";"2422";"4"
"2423";"2423";"8"
"2424";"2424";"0"
"2425";"2425";"7"
"2426";"2426";"2"
"2427";"2427";"7"
"2428";"2428";"10"
"2429";"2429";"9"
"2430";"2430";"7"
"2431";"2431";"5"
"2432";"2432";"4"
"2433";"2433";"9"
"2434";"2434";"1"
"2435";"2435";"2"
"2436";"2436";"4"
"2437";"2437";"9"
"2438";"2438";"2"
"2439";"2439";"10"
"2440";"2440";"2"
"2441";"2441";"1"
"2442";"2442";"9"
"2443";"2443";"3"
"2444";"2444";"1"
"2445";"2445";"6"
"2446";"2446";"7"
"2447";"2447";"3"
"2448";"2448";"1"
"2449";"2449";"2"
"2450";"2450";"4"
"2451";"2451";"2"
"2452";"2452";"1"
"2453";"2453";"3"
"2454";"2454";"1"
"2455";"2455";"6"
"2456";"2456";"8"
"2457";"2457";"4"
"2458";"2458";"1"
"2459";"2459";"9"
"2460";"2460";"3"
"2461";"2461";"5"
"2462";"2462";"7"
"2463";"2463";"2"
"2464";"2464";"8"
"2465";"2465";"2"
"2466";"2466";"4"
"2467";"2467";"6"
"2468";"2468";"10"
"2469";"2469";"7"
"2470";"2470";"6"
"2471";"2471";"6"
"2472";"2472";"5"
"2473";"2473";"8"
"2474";"2474";"0"
"2475";"2475";"2"
"2476";"2476";"5"
"2477";"2477";"7"
"2478";"2478";"2"
"2479";"2479";"9"
"2480";"2480";"1"
"2481";"2481";"4"
"2482";"2482";"6"
"2483";"2483";"5"
"2484";"2484";"6"
"2485";"2485";"5"
"2486";"2486";"7"
"2487";"2487";"4"
"2488";"2488";"1"
"2489";"2489";"0"
"2490";"2490";"1"
"2491";"2491";"8"
"2492";"2492";"8"
"2493";"2493";"6"
