name;capacity;storage_conditions_ID
1996;1996;6
1997;1997;8
1998;1998;4
1999;1999;4
2000;2000;1
2001;2001;10
2002;2002;4
2003;2003;0
2004;2004;7
2005;2005;10
2006;2006;3
2007;2007;1
2008;2008;7
2009;2009;0
2010;2010;9
2011;2011;10
2012;2012;7
2013;2013;10
2014;2014;2
2015;2015;9
2016;2016;8
2017;2017;0
2018;2018;5
2019;2019;6
2020;2020;9
2021;2021;6
2022;2022;1
2023;2023;5
2024;2024;9
2025;2025;7
2026;2026;1
2027;2027;0
2028;2028;10
2029;2029;5
2030;2030;0
2031;2031;0
2032;2032;3
2033;2033;5
2034;2034;0
2035;2035;7
2036;2036;8
2037;2037;1
2038;2038;3
2039;2039;10
2040;2040;10
2041;2041;7
2042;2042;8
2043;2043;7
2044;2044;9
2045;2045;2
2046;2046;2
2047;2047;0
2048;2048;9
2049;2049;3
2050;2050;0
2051;2051;4
2052;2052;5
2053;2053;2
2054;2054;10
2055;2055;1
2056;2056;7
2057;2057;1
2058;2058;6
2059;2059;10
2060;2060;3
2061;2061;6
2062;2062;0
2063;2063;5
2064;2064;4
2065;2065;3
2066;2066;1
2067;2067;4
2068;2068;9
2069;2069;9
2070;2070;6
2071;2071;0
2072;2072;4
2073;2073;5
2074;2074;10
2075;2075;2
2076;2076;10
2077;2077;1
2078;2078;7
2079;2079;6
2080;2080;6
2081;2081;4
2082;2082;6
2083;2083;0
2084;2084;3
2085;2085;5
2086;2086;2
2087;2087;0
2088;2088;1
2089;2089;8
2090;2090;7
2091;2091;4
2092;2092;8
2093;2093;4
2094;2094;2
2095;2095;2
2096;2096;7
2097;2097;6
2098;2098;4
2099;2099;10
2100;2100;10
2101;2101;7
2102;2102;3
2103;2103;5
2104;2104;5
2105;2105;0
2106;2106;8
2107;2107;8
2108;2108;4
2109;2109;0
2110;2110;2
2111;2111;7
2112;2112;1
2113;2113;4
2114;2114;5
2115;2115;7
2116;2116;10
2117;2117;9
2118;2118;10
2119;2119;2
2120;2120;3
2121;2121;9
2122;2122;3
2123;2123;1
2124;2124;6
2125;2125;9
2126;2126;6
2127;2127;7
2128;2128;4
2129;2129;10
2130;2130;9
2131;2131;5
2132;2132;3
2133;2133;2
2134;2134;6
2135;2135;2
2136;2136;2
2137;2137;9
2138;2138;0
2139;2139;3
2140;2140;7
2141;2141;1
2142;2142;10
2143;2143;6
2144;2144;0
2145;2145;7
2146;2146;7
2147;2147;0
2148;2148;7
2149;2149;4
2150;2150;5
2151;2151;9
2152;2152;7
2153;2153;7
2154;2154;10
2155;2155;5
2156;2156;1
2157;2157;3
2158;2158;7
2159;2159;4
2160;2160;3
2161;2161;5
2162;2162;10
2163;2163;8
2164;2164;4
2165;2165;10
2166;2166;0
2167;2167;5
2168;2168;10
2169;2169;3
2170;2170;4
2171;2171;5
2172;2172;4
2173;2173;2
2174;2174;4
2175;2175;6
2176;2176;8
2177;2177;5
2178;2178;10
2179;2179;0
2180;2180;3
2181;2181;7
2182;2182;1
2183;2183;5
2184;2184;9
2185;2185;10
2186;2186;2
2187;2187;9
2188;2188;0
2189;2189;4
2190;2190;8
2191;2191;2
2192;2192;0
2193;2193;8
2194;2194;3
2195;2195;1
2196;2196;1
2197;2197;0
2198;2198;10
2199;2199;9
2200;2200;10
2201;2201;3
2202;2202;2
2203;2203;7
2204;2204;1
2205;2205;7
2206;2206;1
2207;2207;5
2208;2208;9
2209;2209;2
2210;2210;7
2211;2211;7
2212;2212;9
2213;2213;10
2214;2214;8
2215;2215;2
2216;2216;3
2217;2217;10
2218;2218;5
2219;2219;8
2220;2220;4
2221;2221;2
2222;2222;2
2223;2223;5
2224;2224;10
2225;2225;7
2226;2226;1
2227;2227;10
2228;2228;9
2229;2229;9
2230;2230;3
2231;2231;6
2232;2232;7
2233;2233;4
2234;2234;8
2235;2235;10
2236;2236;6
2237;2237;5
2238;2238;6
2239;2239;4
2240;2240;9
2241;2241;3
2242;2242;2
2243;2243;7
2244;2244;5
2245;2245;6
2246;2246;3
2247;2247;1
2248;2248;5
2249;2249;3
2250;2250;10
2251;2251;7
2252;2252;1
2253;2253;5
2254;2254;2
2255;2255;8
2256;2256;10
2257;2257;4
2258;2258;5
2259;2259;3
2260;2260;8
2261;2261;2
2262;2262;6
2263;2263;9
2264;2264;3
2265;2265;8
2266;2266;6
2267;2267;5
2268;2268;1
2269;2269;8
2270;2270;4
2271;2271;1
2272;2272;7
2273;2273;7
2274;2274;9
2275;2275;2
2276;2276;0
2277;2277;3
2278;2278;10
2279;2279;5
2280;2280;7
2281;2281;8
2282;2282;5
2283;2283;1
2284;2284;10
2285;2285;10
2286;2286;2
2287;2287;9
2288;2288;4
2289;2289;9
2290;2290;9
2291;2291;1
2292;2292;1
2293;2293;3
2294;2294;4
2295;2295;0
2296;2296;10
2297;2297;9
2298;2298;5
2299;2299;2
2300;2300;3
2301;2301;5
2302;2302;3
2303;2303;8
2304;2304;8
2305;2305;7
2306;2306;7
2307;2307;0
2308;2308;1
2309;2309;4
2310;2310;4
2311;2311;2
2312;2312;0
2313;2313;7
2314;2314;7
2315;2315;9
2316;2316;0
2317;2317;10
2318;2318;3
2319;2319;8
2320;2320;1
2321;2321;3
2322;2322;9
2323;2323;3
2324;2324;5
2325;2325;7
2326;2326;0
2327;2327;10
2328;2328;8
2329;2329;9
2330;2330;10
2331;2331;7
2332;2332;7
2333;2333;9
2334;2334;2
2335;2335;9
2336;2336;9
2337;2337;2
2338;2338;7
2339;2339;9
2340;2340;4
2341;2341;1
2342;2342;9
2343;2343;5
2344;2344;3
2345;2345;7
2346;2346;9
2347;2347;5
2348;2348;5
2349;2349;7
2350;2350;7
2351;2351;7
2352;2352;2
2353;2353;9
2354;2354;1
2355;2355;1
2356;2356;4
2357;2357;3
2358;2358;10
2359;2359;8
2360;2360;5
2361;2361;0
2362;2362;9
2363;2363;0
2364;2364;3
2365;2365;5
2366;2366;8
2367;2367;2
2368;2368;0
2369;2369;10
2370;2370;2
2371;2371;4
2372;2372;1
2373;2373;4
2374;2374;7
2375;2375;9
2376;2376;4
2377;2377;3
2378;2378;7
2379;2379;7
2380;2380;1
2381;2381;8
2382;2382;3
2383;2383;0
2384;2384;1
2385;2385;10
2386;2386;2
2387;2387;2
2388;2388;2
2389;2389;6
2390;2390;9
2391;2391;8
2392;2392;8
2393;2393;7
2394;2394;5
2395;2395;0
2396;2396;10
2397;2397;1
2398;2398;6
2399;2399;8
2400;2400;7
2401;2401;4
2402;2402;6
2403;2403;6
2404;2404;6
2405;2405;3
2406;2406;1
2407;2407;8
2408;2408;1
2409;2409;1
2410;2410;8
2411;2411;4
2412;2412;10
2413;2413;5
2414;2414;1
2415;2415;6
2416;2416;9
2417;2417;5
2418;2418;3
2419;2419;7
2420;2420;10
2421;2421;3
2422;2422;9
2423;2423;2
2424;2424;2
2425;2425;6
2426;2426;8
2427;2427;3
2428;2428;10
2429;2429;1
2430;2430;6
2431;2431;0
2432;2432;10
2433;2433;5
2434;2434;5
2435;2435;1
2436;2436;8
2437;2437;8
2438;2438;10
2439;2439;5
2440;2440;2
2441;2441;5
2442;2442;8
2443;2443;8
2444;2444;6
2445;2445;4
2446;2446;0
2447;2447;7
2448;2448;2
2449;2449;2
2450;2450;0
2451;2451;4
2452;2452;8
2453;2453;7
2454;2454;5
2455;2455;8
2456;2456;2
2457;2457;1
2458;2458;1
2459;2459;1
2460;2460;6
2461;2461;6
2462;2462;3
2463;2463;8
2464;2464;5
2465;2465;3
2466;2466;2
2467;2467;8
2468;2468;1
2469;2469;7
2470;2470;9
2471;2471;8
2472;2472;8
2473;2473;6
2474;2474;10
2475;2475;1
2476;2476;5
2477;2477;7
2478;2478;8
2479;2479;1
2480;2480;0
2481;2481;0
2482;2482;8
2483;2483;6
2484;2484;2
2485;2485;4
2486;2486;4
2487;2487;0
2488;2488;3
2489;2489;9
2490;2490;8
2491;2491;0
2492;2492;6
2493;2493;9
2494;2494;5
2495;2495;4
2496;2496;3
2497;2497;4
2498;2498;0
2499;2499;10
2500;2500;9
2501;2501;10
2502;2502;4
2503;2503;4
2504;2504;3
2505;2505;4
2506;2506;4
2507;2507;7
2508;2508;4
2509;2509;10
2510;2510;8
2511;2511;5
2512;2512;2
2513;2513;4
2514;2514;9
2515;2515;6
2516;2516;3
2517;2517;1
2518;2518;5
2519;2519;7
2520;2520;9
2521;2521;10
2522;2522;6
2523;2523;3
2524;2524;8
2525;2525;5
2526;2526;0
2527;2527;0
2528;2528;8
2529;2529;0
2530;2530;9
2531;2531;0
2532;2532;9
2533;2533;5
2534;2534;7
2535;2535;3
2536;2536;1
2537;2537;4
2538;2538;0
2539;2539;10
2540;2540;9
2541;2541;7
2542;2542;0
2543;2543;1
2544;2544;0
2545;2545;1
2546;2546;8
2547;2547;0
2548;2548;7
2549;2549;1
2550;2550;7
2551;2551;9
2552;2552;9
2553;2553;5
2554;2554;5
2555;2555;5
2556;2556;9
2557;2557;4
2558;2558;8
2559;2559;1
2560;2560;10
2561;2561;9
2562;2562;4
2563;2563;6
2564;2564;7
2565;2565;5
2566;2566;8
2567;2567;0
2568;2568;1
2569;2569;6
2570;2570;1
2571;2571;9
2572;2572;0
2573;2573;0
2574;2574;9
2575;2575;8
2576;2576;0
2577;2577;1
2578;2578;3
2579;2579;0
2580;2580;3
2581;2581;0
2582;2582;5
2583;2583;7
2584;2584;6
2585;2585;2
2586;2586;0
2587;2587;2
2588;2588;4
2589;2589;2
2590;2590;0
2591;2591;4
2592;2592;8
2593;2593;10
2594;2594;0
2595;2595;9
2596;2596;2
2597;2597;10
2598;2598;8
2599;2599;5
2600;2600;8
2601;2601;7
2602;2602;0
2603;2603;0
2604;2604;0
2605;2605;9
2606;2606;10
2607;2607;10
2608;2608;9
2609;2609;8
2610;2610;9
2611;2611;7
2612;2612;8
2613;2613;5
2614;2614;1
2615;2615;0
2616;2616;7
2617;2617;5
2618;2618;3
2619;2619;7
2620;2620;10
2621;2621;0
2622;2622;9
2623;2623;5
2624;2624;2
2625;2625;4
2626;2626;3
2627;2627;4
2628;2628;9
2629;2629;3
2630;2630;4
2631;2631;3
2632;2632;8
2633;2633;10
2634;2634;2
2635;2635;6
2636;2636;5
2637;2637;4
2638;2638;7
2639;2639;2
2640;2640;8
2641;2641;0
2642;2642;7
2643;2643;1
2644;2644;8
2645;2645;7
2646;2646;0
2647;2647;5
2648;2648;3
2649;2649;8
2650;2650;2
2651;2651;3
2652;2652;8
2653;2653;6
2654;2654;6
2655;2655;6
2656;2656;10
2657;2657;0
2658;2658;1
2659;2659;4
2660;2660;7
2661;2661;0
2662;2662;1
2663;2663;9
2664;2664;3
2665;2665;4
2666;2666;0
2667;2667;10
2668;2668;1
2669;2669;9
2670;2670;0
2671;2671;0
2672;2672;10
2673;2673;3
2674;2674;8
2675;2675;7
2676;2676;9
2677;2677;2
2678;2678;9
2679;2679;1
2680;2680;6
2681;2681;3
2682;2682;3
2683;2683;4
2684;2684;5
2685;2685;0
2686;2686;3
2687;2687;10
2688;2688;3
2689;2689;8
2690;2690;9
2691;2691;9
2692;2692;1
2693;2693;10
2694;2694;3
2695;2695;7
2696;2696;4
2697;2697;5
2698;2698;9
2699;2699;5
2700;2700;0
2701;2701;0
2702;2702;10
2703;2703;10
2704;2704;10
2705;2705;0
2706;2706;10
2707;2707;1
2708;2708;4
2709;2709;6
2710;2710;9
2711;2711;5
2712;2712;6
2713;2713;7
2714;2714;0
2715;2715;8
2716;2716;0
2717;2717;7
2718;2718;0
2719;2719;5
2720;2720;1
2721;2721;5
2722;2722;9
2723;2723;2
2724;2724;6
2725;2725;5
2726;2726;3
2727;2727;4
2728;2728;1
2729;2729;6
2730;2730;10
2731;2731;3
2732;2732;10
2733;2733;8
2734;2734;3
2735;2735;9
2736;2736;2
2737;2737;4
2738;2738;0
2739;2739;4
2740;2740;9
2741;2741;0
2742;2742;4
2743;2743;5
2744;2744;3
2745;2745;5
2746;2746;6
2747;2747;0
2748;2748;6
2749;2749;2
2750;2750;9
2751;2751;4
2752;2752;8
2753;2753;5
2754;2754;8
2755;2755;1
2756;2756;7
2757;2757;6
2758;2758;7
2759;2759;6
2760;2760;5
2761;2761;6
2762;2762;0
2763;2763;3
2764;2764;5
2765;2765;1
2766;2766;7
2767;2767;9
2768;2768;9
2769;2769;4
2770;2770;3
2771;2771;5
2772;2772;9
2773;2773;6
2774;2774;7
2775;2775;0
2776;2776;5
2777;2777;4
2778;2778;10
2779;2779;2
2780;2780;1
2781;2781;9
2782;2782;7
2783;2783;3
2784;2784;7
2785;2785;6
2786;2786;3
2787;2787;9
2788;2788;3
2789;2789;5
2790;2790;7
2791;2791;10
2792;2792;4
2793;2793;4
2794;2794;3
2795;2795;1
2796;2796;8
2797;2797;5
2798;2798;5
2799;2799;1
2800;2800;8
2801;2801;3
2802;2802;2
2803;2803;10
2804;2804;6
2805;2805;10
2806;2806;10
2807;2807;4
2808;2808;10
2809;2809;4
2810;2810;10
2811;2811;2
2812;2812;7
2813;2813;10
2814;2814;4
2815;2815;7
2816;2816;8
2817;2817;7
2818;2818;3
2819;2819;4
2820;2820;2
2821;2821;5
2822;2822;9
2823;2823;0
2824;2824;7
2825;2825;8
2826;2826;7
2827;2827;9
2828;2828;2
2829;2829;8
2830;2830;7
2831;2831;8
2832;2832;0
2833;2833;0
2834;2834;7
2835;2835;3
2836;2836;6
2837;2837;10
2838;2838;7
2839;2839;5
2840;2840;8
2841;2841;3
2842;2842;10
2843;2843;6
2844;2844;6
2845;2845;5
2846;2846;5
2847;2847;7
2848;2848;0
2849;2849;0
2850;2850;9
2851;2851;8
2852;2852;0
2853;2853;10
2854;2854;2
2855;2855;6
2856;2856;7
2857;2857;3
2858;2858;2
2859;2859;0
2860;2860;10
2861;2861;6
2862;2862;6
2863;2863;5
2864;2864;0
2865;2865;3
2866;2866;1
2867;2867;3
2868;2868;4
2869;2869;8
2870;2870;6
2871;2871;6
2872;2872;1
2873;2873;8
2874;2874;1
2875;2875;6
2876;2876;5
2877;2877;7
2878;2878;2
2879;2879;4
2880;2880;3
2881;2881;6
2882;2882;2
2883;2883;6
2884;2884;6
2885;2885;1
2886;2886;8
2887;2887;7
2888;2888;6
2889;2889;6
2890;2890;7
2891;2891;7
2892;2892;5
2893;2893;8
2894;2894;5
2895;2895;1
2896;2896;10
2897;2897;7
2898;2898;2
2899;2899;2
2900;2900;5
2901;2901;4
2902;2902;5
2903;2903;10
2904;2904;2
2905;2905;2
2906;2906;2
2907;2907;1
2908;2908;10
2909;2909;8
2910;2910;2
2911;2911;4
2912;2912;0
2913;2913;7
2914;2914;1
2915;2915;8
2916;2916;9
2917;2917;3
2918;2918;3
2919;2919;10
2920;2920;8
2921;2921;2
2922;2922;2
2923;2923;8
2924;2924;8
2925;2925;8
2926;2926;6
2927;2927;3
2928;2928;1
2929;2929;10
2930;2930;5
2931;2931;10
2932;2932;8
2933;2933;1
2934;2934;2
2935;2935;10
2936;2936;9
2937;2937;3
2938;2938;3
2939;2939;1
2940;2940;10
2941;2941;3
2942;2942;5
2943;2943;0
2944;2944;5
2945;2945;3
2946;2946;2
2947;2947;0
2948;2948;0
2949;2949;10
2950;2950;10
2951;2951;1
2952;2952;4
2953;2953;0
2954;2954;2
2955;2955;6
2956;2956;5
2957;2957;7
2958;2958;2
2959;2959;0
2960;2960;6
2961;2961;8
2962;2962;1
2963;2963;0
2964;2964;10
2965;2965;4
2966;2966;1
2967;2967;6
2968;2968;4
2969;2969;5
2970;2970;9
2971;2971;8
2972;2972;5
2973;2973;8
2974;2974;1
2975;2975;10
2976;2976;6
2977;2977;5
2978;2978;6
2979;2979;4
2980;2980;5
2981;2981;7
2982;2982;0
2983;2983;1
2984;2984;8
2985;2985;3
2986;2986;5
2987;2987;7
2988;2988;2
2989;2989;9
2990;2990;2
2991;2991;3
2992;2992;8
2993;2993;2
2994;2994;8
2995;2995;6
2996;2996;0
2997;2997;2
2998;2998;8
2999;2999;6
3000;3000;8
3001;3001;4
3002;3002;7
3003;3003;5
3004;3004;5
3005;3005;10
3006;3006;8
3007;3007;3
3008;3008;1
3009;3009;3
3010;3010;4
3011;3011;4
3012;3012;7
3013;3013;2
3014;3014;6
3015;3015;1
3016;3016;2
3017;3017;7
3018;3018;10
3019;3019;0
3020;3020;4
3021;3021;6
3022;3022;0
3023;3023;8
3024;3024;2
3025;3025;5
3026;3026;9
3027;3027;4
3028;3028;7
3029;3029;5
3030;3030;8
3031;3031;6
3032;3032;9
3033;3033;4
3034;3034;8
3035;3035;10
3036;3036;5
3037;3037;7
3038;3038;5
3039;3039;8
3040;3040;8
3041;3041;2
3042;3042;9
3043;3043;7
3044;3044;5
3045;3045;10
3046;3046;2
3047;3047;4
3048;3048;3
3049;3049;9
3050;3050;10
3051;3051;2
3052;3052;6
3053;3053;0
3054;3054;7
3055;3055;8
3056;3056;0
3057;3057;10
3058;3058;10
3059;3059;8
3060;3060;5
3061;3061;1
3062;3062;0
3063;3063;1
3064;3064;8
3065;3065;7
3066;3066;8
3067;3067;7
3068;3068;3
3069;3069;4
3070;3070;0
3071;3071;2
3072;3072;6
3073;3073;10
3074;3074;3
3075;3075;10
3076;3076;9
3077;3077;2
3078;3078;0
3079;3079;4
3080;3080;3
3081;3081;1
3082;3082;9
3083;3083;1
3084;3084;7
3085;3085;10
3086;3086;1
3087;3087;5
3088;3088;3
3089;3089;1
3090;3090;1
3091;3091;8
3092;3092;1
3093;3093;6
3094;3094;4
3095;3095;2
3096;3096;1
3097;3097;4
3098;3098;4
3099;3099;2
3100;3100;6
3101;3101;1
3102;3102;10
3103;3103;1
3104;3104;10
3105;3105;0
3106;3106;6
3107;3107;1
3108;3108;0
3109;3109;10
3110;3110;5
3111;3111;10
3112;3112;0
3113;3113;8
3114;3114;2
3115;3115;3
3116;3116;6
3117;3117;6
3118;3118;8
3119;3119;5
3120;3120;6
3121;3121;9
3122;3122;10
3123;3123;2
3124;3124;1
3125;3125;1
3126;3126;2
3127;3127;0
3128;3128;9
3129;3129;5
3130;3130;1
3131;3131;4
3132;3132;10
3133;3133;2
3134;3134;1
3135;3135;8
3136;3136;4
3137;3137;3
3138;3138;6
3139;3139;1
3140;3140;7
3141;3141;8
3142;3142;10
3143;3143;7
3144;3144;6
3145;3145;9
3146;3146;3
3147;3147;3
3148;3148;4
3149;3149;8
3150;3150;3
3151;3151;0
3152;3152;7
3153;3153;1
3154;3154;2
3155;3155;0
3156;3156;8
3157;3157;6
3158;3158;1
3159;3159;7
3160;3160;10
3161;3161;0
3162;3162;9
3163;3163;1
3164;3164;6
3165;3165;5
3166;3166;0
3167;3167;1
3168;3168;8
3169;3169;6
3170;3170;3
3171;3171;7
3172;3172;4
3173;3173;7
3174;3174;5
3175;3175;10
3176;3176;8
3177;3177;8
3178;3178;6
3179;3179;1
3180;3180;4
3181;3181;3
3182;3182;9
3183;3183;4
3184;3184;1
3185;3185;9
3186;3186;6
3187;3187;1
3188;3188;0
3189;3189;0
3190;3190;7
3191;3191;8
3192;3192;5
3193;3193;7
3194;3194;6
3195;3195;0
3196;3196;8
3197;3197;2
3198;3198;5
3199;3199;2
3200;3200;2
3201;3201;1
3202;3202;3
3203;3203;5
3204;3204;6
3205;3205;6
3206;3206;10
3207;3207;4
3208;3208;5
3209;3209;4
3210;3210;7
3211;3211;9
3212;3212;1
3213;3213;4
3214;3214;0
3215;3215;8
3216;3216;9
3217;3217;9
3218;3218;6
3219;3219;9
3220;3220;0
3221;3221;6
3222;3222;7
3223;3223;0
3224;3224;9
3225;3225;8
3226;3226;4
3227;3227;3
3228;3228;1
3229;3229;7
3230;3230;8
3231;3231;5
3232;3232;6
3233;3233;8
3234;3234;7
3235;3235;8
3236;3236;9
3237;3237;5
3238;3238;3
3239;3239;6
3240;3240;2
3241;3241;5
3242;3242;7
3243;3243;10
3244;3244;2
3245;3245;5
3246;3246;9
3247;3247;6
3248;3248;0
3249;3249;9
3250;3250;1
3251;3251;2
3252;3252;1
3253;3253;8
3254;3254;6
3255;3255;0
3256;3256;7
3257;3257;5
3258;3258;5
3259;3259;8
3260;3260;4
3261;3261;0
3262;3262;4
3263;3263;8
3264;3264;1
3265;3265;5
3266;3266;9
3267;3267;3
3268;3268;7
3269;3269;4
3270;3270;6
3271;3271;8
3272;3272;4
3273;3273;5
3274;3274;1
3275;3275;6
3276;3276;9
3277;3277;4
3278;3278;10
3279;3279;6
3280;3280;10
3281;3281;7
3282;3282;9
3283;3283;4
3284;3284;2
3285;3285;4
3286;3286;9
3287;3287;2
3288;3288;8
3289;3289;5
3290;3290;9
3291;3291;10
3292;3292;5
3293;3293;3
3294;3294;9
3295;3295;2
3296;3296;10
3297;3297;6
3298;3298;9
3299;3299;4
3300;3300;2
3301;3301;0
3302;3302;0
3303;3303;8
3304;3304;0
3305;3305;7
3306;3306;6
3307;3307;8
3308;3308;6
3309;3309;8
3310;3310;3
3311;3311;6
3312;3312;8
3313;3313;2
3314;3314;9
3315;3315;4
3316;3316;0
3317;3317;4
3318;3318;10
3319;3319;8
3320;3320;7
3321;3321;0
3322;3322;8
3323;3323;9
3324;3324;3
3325;3325;7
3326;3326;1
3327;3327;10
3328;3328;9
3329;3329;3
3330;3330;2
3331;3331;3
3332;3332;4
3333;3333;8
3334;3334;2
3335;3335;1
3336;3336;3
3337;3337;0
3338;3338;1
3339;3339;3
3340;3340;9
3341;3341;7
3342;3342;3
3343;3343;0
3344;3344;2
3345;3345;1
3346;3346;5
3347;3347;10
3348;3348;10
3349;3349;8
3350;3350;8
3351;3351;6
3352;3352;9
3353;3353;3
3354;3354;10
3355;3355;10
3356;3356;10
3357;3357;2
3358;3358;9
3359;3359;9
3360;3360;0
3361;3361;3
3362;3362;2
3363;3363;4
3364;3364;7
3365;3365;5
3366;3366;6
3367;3367;1
3368;3368;0
3369;3369;5
3370;3370;2
3371;3371;8
3372;3372;9
3373;3373;10
3374;3374;8
3375;3375;5
3376;3376;0
3377;3377;6
3378;3378;2
3379;3379;8
3380;3380;10
3381;3381;3
3382;3382;4
3383;3383;5
3384;3384;1
3385;3385;0
3386;3386;7
3387;3387;10
3388;3388;8
3389;3389;3
3390;3390;3
3391;3391;4
3392;3392;2
3393;3393;8
3394;3394;7
3395;3395;10
3396;3396;2
3397;3397;6
3398;3398;3
3399;3399;7
3400;3400;10
3401;3401;0
3402;3402;8
3403;3403;2
3404;3404;3
3405;3405;2
3406;3406;1
3407;3407;9
3408;3408;7
3409;3409;5
3410;3410;7
3411;3411;9
3412;3412;9
3413;3413;0
3414;3414;3
3415;3415;3
3416;3416;6
3417;3417;6
3418;3418;1
3419;3419;2
3420;3420;10
3421;3421;6
3422;3422;8
3423;3423;7
3424;3424;5
3425;3425;0
3426;3426;4
3427;3427;10
3428;3428;3
3429;3429;10
3430;3430;5
3431;3431;2
3432;3432;5
3433;3433;9
3434;3434;9
3435;3435;8
3436;3436;8
3437;3437;4
3438;3438;2
3439;3439;4
3440;3440;5
3441;3441;9
3442;3442;8
3443;3443;0
3444;3444;5
3445;3445;0
3446;3446;6
3447;3447;9
3448;3448;10
3449;3449;10
3450;3450;4
3451;3451;9
3452;3452;3
3453;3453;0
3454;3454;7
3455;3455;6
3456;3456;9
3457;3457;0
3458;3458;5
3459;3459;10
3460;3460;7
3461;3461;5
3462;3462;8
3463;3463;6
3464;3464;1
3465;3465;3
3466;3466;9
3467;3467;0
3468;3468;5
3469;3469;7
3470;3470;3
3471;3471;7
3472;3472;3
3473;3473;2
3474;3474;10
3475;3475;0
3476;3476;9
3477;3477;0
3478;3478;4
3479;3479;2
3480;3480;0
3481;3481;0
3482;3482;7
3483;3483;8
3484;3484;9
3485;3485;4
3486;3486;10
3487;3487;4
3488;3488;1
3489;3489;5
3490;3490;0
3491;3491;1
3492;3492;3
3493;3493;8
3494;3494;4
3495;3495;2
3496;3496;0
3497;3497;10
3498;3498;10
3499;3499;10
3500;3500;5
3501;3501;6
3502;3502;2
3503;3503;2
3504;3504;6
3505;3505;1
3506;3506;0
3507;3507;9
3508;3508;4
3509;3509;2
3510;3510;8
3511;3511;6
3512;3512;2
3513;3513;5
3514;3514;0
3515;3515;7
3516;3516;8
3517;3517;10
3518;3518;9
3519;3519;2
3520;3520;5
3521;3521;2
3522;3522;6
3523;3523;2
3524;3524;4
3525;3525;1
3526;3526;9
3527;3527;5
3528;3528;3
3529;3529;8
3530;3530;3
3531;3531;0
3532;3532;0
3533;3533;3
3534;3534;9
3535;3535;8
3536;3536;7
3537;3537;6
3538;3538;3
3539;3539;5
3540;3540;8
3541;3541;1
3542;3542;5
3543;3543;9
3544;3544;5
3545;3545;3
3546;3546;7
3547;3547;7
3548;3548;0
3549;3549;7
3550;3550;8
3551;3551;6
3552;3552;0
3553;3553;7
3554;3554;2
3555;3555;6
3556;3556;1
3557;3557;5
3558;3558;4
3559;3559;0
3560;3560;8
3561;3561;4
3562;3562;10
3563;3563;4
3564;3564;9
3565;3565;0
3566;3566;1
3567;3567;4
3568;3568;7
3569;3569;10
3570;3570;3
3571;3571;3
3572;3572;3
3573;3573;8
3574;3574;8
3575;3575;2
3576;3576;8
3577;3577;8
3578;3578;2
3579;3579;5
3580;3580;7
3581;3581;5
3582;3582;8
3583;3583;2
3584;3584;0
3585;3585;10
3586;3586;0
3587;3587;3
3588;3588;1
3589;3589;4
3590;3590;7
3591;3591;6
3592;3592;6
3593;3593;6
3594;3594;0
3595;3595;0
3596;3596;1
3597;3597;8
3598;3598;2
3599;3599;9
3600;3600;7
3601;3601;9
3602;3602;8
3603;3603;6
3604;3604;9
3605;3605;2
3606;3606;10
3607;3607;2
3608;3608;8
3609;3609;0
3610;3610;9
3611;3611;2
3612;3612;9
3613;3613;9
3614;3614;0
3615;3615;3
3616;3616;9
3617;3617;5
3618;3618;4
3619;3619;6
3620;3620;7
3621;3621;2
3622;3622;1
3623;3623;2
3624;3624;5
3625;3625;5
3626;3626;6
3627;3627;1
3628;3628;0
3629;3629;0
3630;3630;10
3631;3631;6
3632;3632;3
3633;3633;10
3634;3634;10
3635;3635;5
3636;3636;7
3637;3637;7
3638;3638;4
3639;3639;9
3640;3640;9
3641;3641;6
3642;3642;6
3643;3643;5
3644;3644;10
3645;3645;2
3646;3646;8
3647;3647;4
3648;3648;10
3649;3649;8
3650;3650;3
3651;3651;6
3652;3652;9
3653;3653;0
3654;3654;0
3655;3655;10
3656;3656;10
3657;3657;7
3658;3658;5
3659;3659;5
3660;3660;10
3661;3661;6
3662;3662;5
3663;3663;7
3664;3664;10
3665;3665;1
3666;3666;0
3667;3667;10
3668;3668;7
3669;3669;10
3670;3670;6
3671;3671;8
3672;3672;10
3673;3673;10
3674;3674;4
3675;3675;0
3676;3676;3
3677;3677;0
3678;3678;1
3679;3679;2
3680;3680;4
3681;3681;3
3682;3682;3
3683;3683;6
3684;3684;6
3685;3685;5
3686;3686;6
3687;3687;0
3688;3688;4
3689;3689;1
3690;3690;8
3691;3691;4
3692;3692;1
3693;3693;9
3694;3694;8
3695;3695;1
3696;3696;4
3697;3697;0
3698;3698;9
3699;3699;2
3700;3700;3
3701;3701;4
3702;3702;3
3703;3703;8
3704;3704;1
3705;3705;6
3706;3706;8
3707;3707;6
3708;3708;9
3709;3709;7
3710;3710;3
3711;3711;10
3712;3712;1
3713;3713;7
3714;3714;6
3715;3715;7
3716;3716;5
3717;3717;8
3718;3718;1
3719;3719;3
3720;3720;10
3721;3721;0
3722;3722;3
3723;3723;9
3724;3724;8
3725;3725;1
3726;3726;8
3727;3727;9
3728;3728;3
3729;3729;1
3730;3730;5
3731;3731;6
3732;3732;5
3733;3733;10
3734;3734;0
3735;3735;0
3736;3736;4
3737;3737;2
3738;3738;5
3739;3739;8
3740;3740;9
3741;3741;4
3742;3742;10
3743;3743;8
