name;characteristics;volume;price;storage_condititon_ID;shell_life_in_days;supplier;item_type_ID
2165;G;0;22275;5;548;Kreiger, Graham and Shields;8
2166;h;3;77846;2;220;Becker Group;0
2167;K;22;36676;2;371;Raynor and Sons;5
2168;);22;82280;3;324;Medhurst - Schmeler;1
2169;q;25;18877;1;265;Nitzsche Group;1
2170;U;18;52735;0;228;Schultz LLC;7
2171;W;24;64837;4;594;Wisoky, Hand and Luettgen;1
2172;Z;6;73980;0;762;Quitzon, Grimes and Monahan;9
2173;*;28;42317;1;564;Parisian Group;7
2174;f;11;47520;7;622;Nicolas - McCullough;5
2175;n;0;40783;7;492;Stamm Inc;3
2176;E;27;90014;3;964;Williamson LLC;4
2177;);11;13693;7;26;Sawayn and Sons;5
2178;i;13;94714;10;238;Dicki - Crist;8
2179;G;21;63469;4;760;Kshlerin - Osinski;0
2180;e;6;81002;7;421;Kirlin and Sons;4
2181;V;23;11122;8;118;O'Kon - Price;10
2182;a;1;55761;0;918;Batz - Beier;0
2183;w;5;65533;6;681;Runolfsdottir Group;2
2184;);10;20387;6;390;Cummerata Inc;7
2185;o;29;79623;9;752;Kuhic, Muller and Leuschke;10
2186;9;19;24928;8;413;Ferry, Treutel and Luettgen;8
2187;X;2;20785;8;111;McGlynn Inc;2
2188;r;27;4000;3;642;Turcotte and Sons;2
2189;9;19;97052;0;447;Schaefer, Quigley and Romaguera;1
2190;M;13;23893;3;97;Runte - Murray;3
2191;E;28;45093;3;768;Koss - Hodkiewicz;8
2192;s;12;81571;5;603;Feeney Inc;1
2193;(;10;55126;6;403;Kohler, Champlin and Thompson;7
2194;r;8;90671;0;520;O'Keefe, Gibson and Wilkinson;2
2195;(;14;8782;6;97;Denesik, Wisozk and Tromp;7
2196;!;4;69079;9;129;Mayer - Yost;2
2197;d;7;18945;3;811;Schiller - Kunde;4
2198;$;28;11240;0;951;Ankunding, Hessel and Lehner;4
2199;5;17;7817;5;601;Dibbert, Grant and Schneider;2
2200;%;10;86816;8;497;Stark LLC;5
2201;J;13;44143;3;780;Watsica, Reinger and Little;1
2202;y;18;26619;9;403;Reynolds, Nolan and Prohaska;4
2203;C;23;79773;3;568;Schoen and Sons;7
2204;i;8;26632;8;438;Johns Group;3
2205;v;23;24789;6;367;Marvin, Russel and Lynch;7
2206;N;4;884;7;505;Kutch - Balistreri;6
2207;m;20;96194;9;844;Nader, McKenzie and Wilderman;3
2208;#;11;71534;5;848;Sipes - Spinka;9
2209;7;28;86371;3;309;Hammes LLC;3
2210;T;6;49173;1;3;Doyle and Sons;3
2211;n;8;62400;5;851;Smitham - Lesch;9
2212;%;3;60072;4;26;Ondricka, Cartwright and Green;7
2213;s;7;53936;0;305;Adams, Greenholt and Senger;8
2214;9;9;25456;0;832;Pagac - Emmerich;2
2215;r;15;97292;5;409;Jerde - Shields;9
2216;B;23;67104;4;321;Wyman - Hauck;3
2217;S;10;24808;2;286;Kohler - Funk;10
2218;l;20;52048;6;639;Mraz Group;2
2219;S;22;71756;2;488;Hagenes - Larkin;3
2220;^;17;26128;9;194;Kihn, Ritchie and Sporer;7
2221;b;27;77750;7;166;Boyer, Satterfield and Hamill;0
2222;i;8;97837;10;147;D'Amore Inc;6
2223;W;10;27364;1;619;Ferry Group;0
2224;7;30;54519;5;254;Gulgowski - Jast;5
2225;s;12;13601;6;235;Howe Inc;1
2226;*;17;58501;9;246;Denesik, Renner and Feest;3
2227;i;27;11309;10;98;Lubowitz, Emard and Hilll;0
2228;U;6;41593;8;500;Goldner, Schneider and Berge;10
2229;k;8;12907;9;715;Casper - Zboncak;7
2230;c;20;25432;4;793;Douglas and Sons;6
2231;0;25;49250;10;927;Lebsack - Okuneva;0
2232;Q;1;89017;5;857;Berge Inc;2
2233;O;30;22960;2;183;Fritsch, Rempel and Hermann;8
2234;x;25;77460;9;579;Gislason, Robel and Hane;5
2235;l;22;14428;7;173;Quitzon LLC;1
2236;1;6;49339;3;481;Klocko Group;1
2237;I;7;93488;10;150;Renner - Stanton;7
2238;T;3;24839;8;231;Rosenbaum Group;3
2239;4;19;34184;6;442;Volkman and Sons;8
2240;$;7;58594;8;435;Schroeder Group;8
2241;C;17;14119;10;561;Stehr, Schowalter and Balistreri;6
2242;Z;15;14383;6;444;Schuppe Inc;10
2243;T;0;67020;0;858;Lebsack - Connelly;4
2244;b;19;30803;5;475;Denesik, Botsford and Kuhlman;8
2245;H;24;53842;9;516;Emard - Goodwin;2
2246;D;26;91176;8;102;Stracke Inc;10
2247;X;13;12098;8;521;Howe, Ebert and Russel;4
2248;@;24;11836;7;678;Ondricka LLC;5
2249;r;29;46155;2;480;Volkman Group;10
2250;3;12;49526;3;191;Cole, Cassin and Skiles;9
2251;9;19;32203;6;116;Berge Inc;10
2252;8;30;9896;10;290;Spinka - Kovacek;7
2253;V;3;92401;3;236;Ortiz - Becker;4
2254;1;9;61145;4;335;Legros, Kuhn and Hahn;5
2255;5;21;27759;2;97;Russel - Renner;3
2256;F;17;49460;7;518;Turcotte - Schulist;5
2257;k;30;86106;9;535;Leuschke, McGlynn and Cummings;0
2258;!;10;92452;2;371;Kunze - Ferry;8
2259;j;28;4021;7;82;Hansen, Ritchie and Lindgren;4
2260;l;17;824;6;545;Beer - Corkery;4
2261;8;18;86353;9;854;Wisoky - Kautzer;9
2262;2;30;79988;4;272;Smitham, Jakubowski and Wehner;4
2263;E;18;87372;2;934;Klein and Sons;6
2264;H;25;12276;4;613;Moen - Legros;0
2265;e;20;85173;10;210;Predovic and Sons;5
2266;J;1;16376;5;321;Kihn, Glover and Fay;0
2267;d;16;95507;3;394;Dickinson LLC;8
2268;9;13;35049;5;367;Larson, Hansen and Schuster;3
2269;&;17;46311;2;572;Gislason Inc;3
2270;3;28;92869;4;662;Welch, Lubowitz and Corkery;2
2271;y;3;14157;4;960;Haag, Emmerich and Grady;9
2272;f;15;73602;4;42;Balistreri Inc;10
2273;c;18;68424;9;513;Bartell, O'Reilly and Tromp;9
2274;N;18;34419;4;45;Rau Inc;2
2275;j;4;99920;7;670;Breitenberg Inc;3
2276;$;17;93079;9;584;Block Group;1
2277;L;6;99154;10;523;Gislason - Rath;8
2278;q;3;3087;8;715;Barton, Lesch and Bruen;10
2279;J;14;53642;7;197;Abbott - Koss;9
2280;m;16;74738;6;553;Kuhlman - Ritchie;2
2281;$;13;84840;10;152;Jacobson, Goodwin and Klein;10
2282;X;2;67867;0;47;Goyette, Mueller and Hane;7
2283;6;10;56285;0;255;Renner Group;8
2284;%;15;34975;4;207;McDermott, Keeling and Davis;7
2285;3;26;68425;1;568;Osinski Group;7
2286;w;23;83814;9;118;Rogahn, Hartmann and Schroeder;4
2287;1;30;78086;10;304;Daniel LLC;0
2288;5;25;96855;5;718;Armstrong - Carroll;4
2289;4;13;82280;4;226;McLaughlin Group;2
2290;E;14;94733;10;349;Olson, Huel and Herman;0
2291;1;26;38892;4;542;Paucek LLC;2
2292;t;12;78092;5;136;Jerde, Reinger and Rogahn;2
2293;X;28;6511;7;323;Bailey Inc;5
2294;n;15;9025;3;263;Johns, Koss and Beier;4
2295;Z;12;14447;5;24;Crist, Tremblay and Parker;4
2296;U;1;49000;4;529;King LLC;9
2297;4;10;67228;7;626;Parisian, Larson and Mertz;5
2298;^;18;60865;3;403;Hand, Williamson and Bashirian;7
2299;T;8;28478;3;841;Grady - Watsica;5
2300;#;10;66048;8;653;Krajcik LLC;2
2301;9;19;51406;8;252;Von, Dietrich and Von;0
2302;j;4;35822;4;553;Metz Inc;0
2303;$;8;12522;9;171;Parker, Bergstrom and Wolff;1
2304;m;24;5722;2;62;Waelchi Group;3
2305;o;28;28036;1;408;Zboncak and Sons;0
2306;3;20;62998;7;952;Rohan - Graham;1
2307;Z;3;54972;1;432;Zboncak and Sons;4
2308;Y;5;88098;8;306;VonRueden - Barton;6
2309;);6;99288;8;652;Dickinson - DuBuque;8
2310;5;5;66969;3;749;Donnelly Inc;0
2311;L;13;56232;6;598;McCullough Group;2
2312;$;28;32087;5;616;Nienow, Predovic and Goldner;0
2313;*;11;21382;1;677;Ortiz, Lindgren and Corkery;1
2314;*;11;37357;9;867;Nicolas Inc;9
2315;R;13;87416;4;867;Boyer, Moen and Greenfelder;3
2316;F;25;65223;1;436;Bruen Inc;9
2317;1;0;40028;0;171;Tremblay - Kovacek;6
2318;h;23;40739;6;675;Greenholt, Pfannerstill and Murray;10
2319;j;3;56613;8;599;Mueller, McKenzie and Lynch;9
2320;&;23;12403;8;805;Zulauf LLC;2
2321;8;3;75963;6;907;Lowe Group;4
2322;R;29;27556;7;115;Toy, Runolfsson and Schulist;2
2323;G;17;76961;10;495;Gibson - Mertz;6
2324;a;11;46245;8;692;Abernathy LLC;6
2325;N;3;93200;1;524;Haley - Cormier;7
2326;l;28;12852;5;724;Lynch Inc;0
2327;S;12;46749;7;481;Jones, Stiedemann and Rau;5
2328;p;18;6434;10;533;Kerluke - Bogan;10
2329;G;2;21160;0;493;Ortiz, Bernier and Wyman;0
2330;E;14;73468;5;283;Durgan, Schoen and Ullrich;9
2331;W;4;3305;1;596;Moore - Daugherty;10
2332;Y;17;8488;2;16;Cole, Friesen and Klein;9
2333;v;7;1601;9;287;Daugherty, Boehm and Hermiston;4
2334;e;8;82251;2;362;Breitenberg, Nicolas and Bergstrom;4
2335;X;29;63194;6;563;Roberts, Veum and Huel;8
2336;l;20;52077;2;25;Pouros, Russel and Mann;2
2337;b;11;8099;7;506;Ernser and Sons;5
2338;x;16;26037;3;859;Hodkiewicz - Orn;6
2339;N;17;69651;5;560;Hammes, Hermiston and Hegmann;5
2340;1;16;63673;9;802;Gibson - Langosh;0
2341;9;16;17807;7;84;Bergstrom - Schimmel;7
2342;Y;7;13731;6;979;Okuneva, Hermiston and Daniel;9
2343;y;17;74400;1;691;Wuckert Inc;5
2344;L;2;5562;0;991;Kutch - O'Reilly;1
2345;g;21;84479;9;238;Blanda - Hansen;10
2346;4;21;39208;4;426;West, Beier and Ratke;9
2347;%;5;81572;3;641;Bradtke, Sipes and Koepp;8
2348;Y;14;22246;10;637;Quigley - Quigley;8
2349;k;2;11725;2;215;Schuster, Osinski and Casper;5
2350;3;11;38814;6;765;Beer Group;1
2351;I;3;31008;8;205;Cartwright, Grimes and Dicki;10
2352;Q;23;14385;3;33;Kshlerin, Abernathy and Breitenberg;5
2353;A;3;78249;3;816;Rau, Corkery and Heller;8
2354;Q;13;51735;5;473;Swift, Berge and Baumbach;9
2355;(;0;19531;8;519;Weber, Pouros and Little;9
2356;r;17;45771;3;230;Robel LLC;1
2357;6;0;10729;0;943;D'Amore Inc;9
2358;h;11;80416;5;779;Yost - Weimann;3
2359;v;2;5495;6;457;Prohaska, Witting and Okuneva;8
2360;*;24;89115;5;928;Goldner - Kuhn;2
2361;w;6;47715;2;30;Sawayn - Gerhold;3
2362;E;1;49654;1;481;Brekke, D'Amore and O'Keefe;8
2363;k;13;73640;8;319;Wilderman - Yundt;6
2364;p;8;50898;8;384;O'Conner, Greenfelder and Runolfsdottir;1
2365;G;24;89264;3;765;Dare, McClure and Daugherty;7
2366;(;16;94546;2;799;Schimmel - Carroll;6
2367;z;23;71934;2;287;Collins Group;6
2368;P;26;65387;4;278;Homenick Inc;6
2369;x;10;70755;0;997;Macejkovic - Kunze;10
2370;m;16;63579;5;211;McGlynn - Ernser;4
2371;M;25;32977;2;729;Predovic - Upton;5
2372;S;3;42331;6;361;Buckridge, Bartell and Jones;10
2373;E;21;53451;2;319;Cronin - Fay;10
2374;8;14;2500;0;556;Renner - Macejkovic;5
2375;f;3;3402;6;612;Fay Group;6
2376;q;2;28696;0;427;Blick Group;2
2377;N;21;86763;0;346;Quitzon - Runolfsdottir;5
2378;%;13;99206;10;384;Fahey - Oberbrunner;0
2379;l;4;16176;2;763;Harris - Rohan;1
2380;t;11;68599;0;661;Dicki LLC;1
2381;g;28;72482;1;712;Boehm - Turcotte;1
2382;@;19;99237;2;288;Hirthe, Gutkowski and Kub;9
2383;P;13;8506;7;569;Franey - Legros;6
2384;y;28;98123;8;879;Johns Group;3
2385;r;13;93733;10;536;Ledner - Schneider;2
2386;2;21;83363;2;544;Goodwin, Hegmann and Funk;5
2387;i;23;60294;6;46;Dickinson - Roberts;6
2388;x;23;28779;1;614;Collier, Harvey and Dibbert;0
2389;1;24;89021;10;31;Barrows and Sons;2
2390;&;17;1009;10;986;Lueilwitz Group;0
2391;P;1;38604;0;705;Heidenreich, Roob and Schiller;2
2392;x;3;69115;8;267;Lang, White and Pfeffer;5
2393;C;12;87027;2;458;Vandervort LLC;6
2394;y;6;64033;5;76;Labadie - Lehner;0
2395;^;12;15490;6;724;Runolfsson and Sons;4
2396;7;20;69004;3;994;Mraz and Sons;4
2397;3;17;42624;6;768;Batz Group;4
2398;7;27;93787;0;490;Donnelly, Hyatt and McClure;4
2399;k;26;88918;6;13;Kilback Inc;5
2400;$;14;7828;8;351;Funk Inc;1
2401;Q;29;29710;0;303;Ryan Group;6
2402;K;8;77040;4;430;Nolan LLC;0
2403;a;23;80621;4;651;Hegmann - VonRueden;9
2404;j;4;48991;6;774;Romaguera, Hane and Dooley;7
2405;a;10;56462;10;910;Kuphal, Kiehn and Nolan;7
2406;B;16;89288;2;893;Hermann and Sons;0
2407;C;19;17231;2;503;Champlin - Beier;2
2408;t;4;29091;6;456;Stamm and Sons;5
2409;L;2;15733;6;127;Windler Group;9
2410;k;5;18343;8;939;Russel, Haag and Barrows;10
2411;x;28;80312;5;827;Brown, Hilpert and McGlynn;9
2412;o;10;31197;4;301;Christiansen, Bogisich and Murazik;8
2413;@;1;45849;4;412;Koss and Sons;1
2414;^;21;99995;4;0;Connelly - Moore;0
2415;y;30;25533;8;458;Lang and Sons;10
2416;c;10;69302;8;303;Runolfsdottir LLC;1
2417;I;9;30103;1;793;Toy - Russel;10
2418;q;13;67990;6;813;Corkery and Sons;4
2419;Z;29;21142;7;931;Adams, Windler and Dickinson;10
2420;c;3;97565;9;366;Lindgren, Hermiston and Auer;8
2421;J;11;64998;5;78;Thompson - Beier;8
2422;d;3;18699;10;270;Gusikowski Group;6
2423;M;16;10958;7;581;Tillman and Sons;10
2424;O;13;44551;7;272;Green - Dietrich;5
2425;y;26;95417;6;733;Shields - O'Kon;7
2426;C;9;74697;3;123;Hessel - Predovic;10
2427;2;8;243;3;134;Hand Group;5
2428;V;22;87876;8;839;Schulist - Williamson;1
2429;E;11;79972;8;292;Hirthe, Willms and Weissnat;0
2430;M;13;78304;9;838;Dach and Sons;2
2431;s;13;28790;10;726;Hagenes, Marvin and Runolfsson;6
2432;z;28;47559;5;381;Watsica - Hermiston;9
2433;3;7;60811;7;918;Hartmann - Goyette;1
2434;Q;27;26255;4;16;Stehr, Marvin and Hahn;2
2435;k;26;13245;6;215;Lebsack, Kuphal and Conroy;5
2436;f;17;68001;7;580;Skiles, Reynolds and Conroy;1
2437;p;17;35659;0;694;Kunde - Green;6
2438;E;27;47574;6;888;Lehner, Abernathy and Veum;4
2439;T;13;87592;3;989;Rohan LLC;3
2440;o;14;61042;0;871;Batz LLC;3
2441;*;18;87842;8;166;Wilderman - Prohaska;2
2442;c;1;31897;7;210;Donnelly and Sons;0
2443;4;17;15066;4;720;Renner and Sons;2
2444;k;4;72430;7;975;Ondricka, Corwin and Bayer;6
2445;K;3;13772;5;634;Armstrong Inc;5
2446;G;16;83889;9;622;Bogan LLC;8
2447;$;4;58845;2;184;Hauck - Heathcote;6
2448;H;16;6098;2;597;Nienow, Kuhn and Borer;0
2449;l;22;1666;9;803;Abernathy and Sons;0
2450;d;2;22434;1;839;Kautzer - Braun;3
2451;x;9;51734;6;31;Balistreri and Sons;9
2452;w;12;35929;3;147;Harber, Pouros and Jerde;10
2453;k;26;72308;7;650;Lowe - Schumm;8
2454;y;30;67642;8;477;Lehner - Cartwright;7
2455;&;14;46445;2;130;Corkery LLC;5
2456;k;4;70589;7;465;Howe LLC;0
2457;t;24;39973;5;225;Gleason - Hilll;5
2458;b;5;14870;4;579;Lynch Group;3
2459;R;29;11215;3;494;West LLC;4
2460;@;27;86513;4;564;Cummerata LLC;2
2461;s;18;72253;0;549;McGlynn LLC;2
2462;d;30;85215;5;681;Osinski - Kerluke;6
2463;h;8;91773;8;284;Rice, Mann and Beatty;8
2464;!;30;2957;4;3;Pacocha - Nolan;0
2465;r;3;75265;1;441;Corwin - Wilkinson;6
2466;#;1;39144;7;60;D'Amore, Schuster and Rice;4
2467;2;26;58425;4;279;Dicki Inc;6
2468;s;9;82712;2;312;Lang, Conroy and Lang;3
2469;K;28;5476;3;155;Bernier, Sipes and Mayert;8
2470;S;16;47601;1;983;Stracke, Rempel and Bruen;9
2471;N;5;39322;0;823;Johnston, Bogan and Trantow;6
2472;O;1;19071;9;725;Wunsch, Tremblay and Morar;3
2473;i;28;6467;2;559;Thiel - Stiedemann;7
2474;N;30;97200;1;797;Harber, Medhurst and Bode;3
2475;0;29;92126;6;814;Reynolds - Lowe;10
2476;d;12;95424;2;72;Effertz, Feeney and Tromp;8
2477;5;24;50189;8;36;Gutmann LLC;7
2478;C;24;44705;7;916;Strosin, Collins and Bogisich;4
2479;B;18;39346;6;292;Durgan, Krajcik and Schowalter;5
2480;);5;55478;5;852;Kuhic, Schoen and Rolfson;9
2481;*;19;57575;10;291;Goodwin Inc;7
2482;q;7;26607;4;736;Thompson Group;7
2483;M;14;59109;6;736;Sporer, Grant and Kautzer;10
2484;W;0;53664;6;524;Hilll, Kuhlman and Upton;5
2485;c;29;75432;4;517;Volkman, Oberbrunner and Watsica;1
2486;v;2;79849;8;480;Effertz LLC;9
2487;!;18;47999;3;990;Jones, Kuvalis and Ondricka;0
2488;(;11;41900;0;890;Harris Group;0
2489;R;6;96697;9;484;Schultz, DuBuque and Graham;1
2490;9;29;83760;7;16;Schowalter Inc;10
2491;U;28;30460;6;517;Bins, O'Hara and Bashirian;7
2492;e;18;75704;6;690;Walsh - Wilkinson;5
2493;N;27;19110;0;830;Morissette Group;6
2494;Z;19;94201;1;53;Wilkinson, Hilpert and Schultz;2
2495;u;13;41442;8;263;Ernser, Schowalter and Keebler;4
2496;&;29;92293;4;783;Torphy - Glover;4
2497;^;27;73832;1;605;Rice - Hahn;0
2498;5;16;30439;2;439;Mann - Bernier;0
2499;l;28;23627;0;517;Schuppe, Kuhic and Kuhic;3
2500;E;13;80194;3;839;Bernhard - Stoltenberg;7
2501;E;22;45714;2;581;Douglas LLC;3
2502;H;20;48181;1;10;Balistreri LLC;3
2503;Y;19;69699;1;818;VonRueden - Reynolds;10
2504;y;22;63021;2;931;Hahn LLC;2
2505;u;22;57382;2;738;Bins - Hettinger;9
2506;w;2;56696;10;60;Bradtke and Sons;4
2507;3;22;66427;5;353;Hilll - Streich;4
2508;l;23;62741;6;7;Conn, Boyer and Deckow;10
2509;E;21;74473;1;56;Okuneva Group;10
2510;h;11;90458;1;916;Lockman, Wisoky and Jacobs;1
2511;%;2;90443;1;626;Beier Group;3
2512;L;8;42020;0;57;Kunze - Reichel;0
2513;*;3;49275;5;297;Stehr, Morissette and Kuhn;3
2514;w;11;94652;3;4;Goldner Group;5
2515;N;7;70095;0;974;Volkman, Luettgen and Kulas;0
2516;W;25;59650;8;86;Kuhn, Lind and Will;10
2517;v;27;992;2;780;Romaguera and Sons;10
2518;N;4;52712;9;549;Altenwerth, Feil and Schulist;2
2519;B;25;73448;7;601;Hudson - Raynor;10
2520;K;5;39771;4;64;Herzog, Prosacco and Cormier;2
2521;d;13;33695;1;294;Cartwright Group;0
2522;v;16;42157;5;605;Leuschke, Sporer and Kassulke;1
2523;B;28;87525;5;325;Wunsch and Sons;10
2524;C;24;89732;6;783;Schumm, Dicki and Bogan;0
2525;K;11;33921;5;367;Bosco, Balistreri and Wisoky;2
2526;B;19;10909;5;657;Vandervort, Kohler and Mertz;4
2527;P;14;2102;3;91;Gutmann, Raynor and Leffler;6
2528;b;25;69677;7;865;Langworth, Hauck and Willms;5
2529;P;21;45142;7;879;Pouros, Hermiston and Williamson;5
2530;R;9;84321;8;912;Feeney, Orn and Schuster;3
2531;$;16;7212;4;676;Nikolaus LLC;9
2532;P;6;89487;6;240;Wiegand Group;4
2533;@;10;35366;8;198;Kerluke - Effertz;7
2534;C;9;44290;3;541;Torphy - Weimann;10
2535;a;10;85938;1;314;Walsh, Mraz and Dare;9
2536;V;26;37222;5;556;Nikolaus - Wiegand;4
2537;8;8;66151;4;11;Brakus, Paucek and Jacobi;7
2538;u;11;48864;9;127;Swift and Sons;3
2539;z;9;74686;9;465;Quitzon, Kshlerin and Batz;0
2540;c;11;69213;0;238;Roob Group;9
2541;9;9;1687;1;505;Ledner, Koss and McKenzie;9
2542;p;3;43261;10;393;Tremblay Inc;2
2543;4;26;62803;0;470;Klein LLC;1
2544;m;18;3540;2;297;Hegmann, Macejkovic and Gleichner;5
2545;s;12;82330;5;16;Schneider, Aufderhar and Rolfson;10
2546;%;28;63051;9;764;Rempel LLC;8
2547;g;6;13351;4;40;Nienow - Mills;0
2548;B;1;12540;6;141;Ward, Barton and Pouros;8
2549;H;18;12476;7;837;McGlynn - Zieme;6
2550;#;14;11842;10;216;Heller, Murray and Krajcik;10
2551;h;27;69629;10;309;Lowe and Sons;1
2552;!;20;30128;8;91;Mertz, Hettinger and Gibson;4
2553;B;27;7436;8;880;Considine Group;10
2554;3;24;50750;9;430;Swift - Heller;6
2555;Z;19;83198;2;733;Kutch, Nienow and Schroeder;8
2556;b;13;34781;4;916;Wisoky - Hagenes;5
2557;s;11;21136;1;185;Abbott Group;10
2558;x;27;30790;5;419;Conroy, Harvey and Little;10
2559;4;18;28663;1;992;Bednar - Hyatt;2
2560;F;1;95265;5;703;Legros Inc;5
2561;g;24;79915;3;46;Leannon - Flatley;9
2562;L;12;75760;5;366;Bogisich Inc;6
2563;i;8;41526;4;680;Kuhlman LLC;3
2564;3;29;33753;9;960;Miller Group;6
2565;n;25;41541;5;94;Larson, McDermott and Roob;8
2566;F;19;16465;10;638;Pagac - Koepp;10
2567;r;1;62482;8;832;Dickinson - Davis;5
2568;N;21;59479;1;754;Walsh LLC;3
2569;E;14;88545;4;986;Champlin and Sons;3
2570;T;17;17756;5;351;Beahan, Kohler and Stehr;10
2571;n;0;50293;6;525;Runolfsson - Kiehn;10
2572;G;11;32721;3;444;Kovacek Group;8
2573;a;9;59506;3;321;Graham, Kirlin and Mayer;7
2574;c;5;28510;7;816;Mohr - Ernser;6
2575;i;30;98952;3;749;Schuster - Baumbach;0
2576;d;25;6300;7;209;Braun - Schamberger;6
2577;E;22;67047;10;783;Pollich, Koss and Will;9
2578;U;3;96872;10;774;Beatty - Metz;3
2579;Y;7;8118;3;683;Macejkovic and Sons;0
2580;C;2;88961;10;381;Macejkovic - Grady;5
2581;u;6;8720;1;880;Thompson LLC;0
2582;q;9;83927;4;937;Pfannerstill, Murray and Kiehn;9
2583;w;25;21638;10;743;White, Hamill and Conn;8
2584;B;20;37457;3;984;Mertz Inc;4
2585;P;1;63933;6;482;Hagenes - Hansen;6
2586;Q;26;80791;1;893;Hoeger, Rolfson and Ruecker;9
2587;y;14;51991;3;611;McGlynn, Lehner and Macejkovic;7
2588;J;11;66061;4;722;Emard - Hamill;5
2589;X;22;45112;3;6;Bednar, Bruen and Pouros;6
2590;*;27;39534;9;948;Sauer LLC;9
2591;f;17;58697;0;189;Collier, Barrows and Schmeler;3
2592;0;17;36296;5;559;Cartwright - Maggio;7
2593;^;17;73278;6;940;Heller Group;3
2594;^;28;61209;4;448;Little Inc;1
2595;M;10;40693;5;803;O'Hara, McKenzie and Wunsch;2
2596;E;6;51875;10;458;Wisozk Inc;10
2597;r;23;59728;0;187;Roob - Crona;3
2598;#;15;42264;9;635;Aufderhar Inc;0
2599;%;7;52502;2;762;Watsica, Gibson and Moore;8
2600;^;21;96;3;288;King LLC;8
2601;U;13;25817;0;897;Dicki - Schimmel;1
2602;p;8;45521;4;747;Lebsack - Schultz;6
2603;i;2;1067;4;149;Quitzon, Paucek and Jacobson;2
2604;N;6;91087;0;939;Padberg and Sons;2
2605;n;14;59649;10;754;McCullough and Sons;1
2606;9;14;81557;5;70;Schowalter LLC;6
2607;T;13;64144;6;236;Rogahn - Okuneva;4
2608;h;7;63806;4;177;Franecki Group;1
2609;6;0;7581;6;864;Mueller Group;10
2610;v;9;82601;7;164;Little LLC;1
2611;D;8;89262;9;867;Bode LLC;1
2612;c;13;3525;7;888;Tromp Group;3
2613;M;12;61654;5;994;Parker - O'Connell;0
2614;f;1;34825;4;19;Littel and Sons;3
2615;K;8;83523;8;378;Bechtelar, Zieme and Paucek;6
2616;m;1;22048;3;670;Cruickshank, Predovic and Baumbach;9
2617;K;8;94402;3;50;O'Hara, Fahey and Abernathy;0
2618;V;14;88022;7;882;Stark, Dickinson and Prohaska;6
2619;n;22;72215;0;236;Ondricka, Renner and Witting;7
2620;Z;1;22987;8;594;Shanahan - Conroy;6
2621;$;11;23587;3;391;Cremin, Gulgowski and Jast;5
2622;S;2;77305;5;52;Marks - Marquardt;0
2623;0;10;60018;0;265;Anderson - Nicolas;2
2624;$;1;43912;6;83;Muller, Smitham and Olson;1
2625;2;10;1332;0;355;Turcotte - Price;8
2626;d;20;62730;3;194;Hirthe, Kunde and Nikolaus;10
2627;C;18;99852;6;860;Friesen, Brekke and Thompson;3
2628;w;1;56183;4;704;Buckridge, Maggio and Altenwerth;4
2629;o;17;33851;5;190;Glover, Gulgowski and Braun;9
2630;h;16;46935;4;434;Stamm Inc;2
2631;*;9;67995;6;820;Bahringer - Wolff;6
2632;n;17;4698;1;830;Torphy, Lesch and Kohler;2
2633;u;16;58315;4;810;Cronin Group;1
2634;);7;77891;10;912;Price, Runolfsson and Crona;4
2635;0;15;9431;1;578;Adams Inc;10
2636;G;20;60430;0;959;Hayes, McCullough and Macejkovic;3
2637;T;18;81653;5;618;Rowe Inc;4
2638;v;7;99232;4;110;Johnson LLC;0
2639;M;29;6328;3;226;Schowalter, Beer and Sauer;8
2640;H;17;94183;3;492;Hettinger - Witting;7
2641;w;3;46924;6;547;Hyatt - Prohaska;10
2642;V;22;33361;2;689;Shields, Mueller and Barton;9
2643;g;12;59309;7;199;Hammes - Schamberger;3
2644;^;21;31819;0;207;Hills, Abbott and Rempel;0
2645;Q;14;13528;3;21;Lehner, Anderson and Stroman;1
2646;A;19;2025;1;534;Padberg Inc;5
2647;#;22;19759;3;354;Wintheiser - Roberts;1
2648;e;9;86133;1;89;Crooks - Kunze;7
2649;4;27;21444;1;255;Robel LLC;8
2650;S;1;40218;0;829;Muller LLC;8
2651;I;17;84338;5;300;Senger, Weber and Krajcik;5
2652;3;11;81540;2;36;Trantow, Bartoletti and Ledner;10
2653;1;5;44267;0;157;McKenzie - Pfannerstill;1
2654;Z;5;23102;3;0;Schroeder - Stark;2
2655;B;8;37723;5;976;Luettgen Group;4
2656;);21;42702;1;166;Bins - Harvey;1
2657;L;0;87744;2;620;McLaughlin, Harber and O'Kon;7
2658;R;16;17135;10;95;Feil - Bosco;3
2659;g;2;13430;9;506;Dach, Lubowitz and Kuhic;4
2660;4;15;52966;1;611;Schultz Inc;0
2661;n;12;36273;0;225;Kuphal - Haley;7
2662;V;18;65188;0;538;Nienow - Wolff;1
2663;^;22;88479;3;704;Schuster, Rempel and Bartoletti;6
2664;C;22;47284;7;52;Collins, Kilback and Bins;9
2665;s;28;97514;8;378;Johns - Carroll;5
2666;V;27;43917;4;892;Williamson, Spencer and Reichert;9
2667;0;17;29583;1;34;Crooks Group;9
2668;y;5;23063;4;950;Hermiston, Kilback and Turcotte;2
2669;C;10;3891;5;855;Gerlach and Sons;5
2670;z;9;82521;3;223;Roberts, Braun and Von;0
2671;*;25;3750;5;688;Weber - Kirlin;7
