"order_ID";"menu_item_ID";"quantity"
"2533";"2533";"77"
"2534";"2534";"24"
"2535";"2535";"18"
"2536";"2536";"64"
"2537";"2537";"87"
"2538";"2538";"61"
"2539";"2539";"2"
"2540";"2540";"43"
"2541";"2541";"71"
"2542";"2542";"6"
"2543";"2543";"81"
"2544";"2544";"46"
"2545";"2545";"60"
"2546";"2546";"26"
"2547";"2547";"49"
"2548";"2548";"50"
"2549";"2549";"94"
"2550";"2550";"88"
"2551";"2551";"18"
"2552";"2552";"79"
"2553";"2553";"9"
"2554";"2554";"83"
"2555";"2555";"14"
"2556";"2556";"65"
"2557";"2557";"19"
"2558";"2558";"49"
"2559";"2559";"61"
"2560";"2560";"45"
"2561";"2561";"61"
"2562";"2562";"74"
"2563";"2563";"8"
"2564";"2564";"69"
"2565";"2565";"76"
"2566";"2566";"84"
"2567";"2567";"87"
"2568";"2568";"3"
"2569";"2569";"80"
"2570";"2570";"67"
"2571";"2571";"81"
"2572";"2572";"64"
"2573";"2573";"58"
"2574";"2574";"82"
"2575";"2575";"32"
"2576";"2576";"32"
"2577";"2577";"93"
"2578";"2578";"4"
"2579";"2579";"56"
"2580";"2580";"98"
"2581";"2581";"2"
"2582";"2582";"40"
"2583";"2583";"80"
"2584";"2584";"8"
"2585";"2585";"43"
"2586";"2586";"32"
"2587";"2587";"36"
"2588";"2588";"32"
"2589";"2589";"38"
"2590";"2590";"92"
"2591";"2591";"11"
"2592";"2592";"63"
"2593";"2593";"27"
"2594";"2594";"12"
"2595";"2595";"60"
"2596";"2596";"46"
"2597";"2597";"83"
"2598";"2598";"51"
"2599";"2599";"85"
"2600";"2600";"83"
"2601";"2601";"36"
"2602";"2602";"92"
"2603";"2603";"95"
"2604";"2604";"24"
"2605";"2605";"55"
"2606";"2606";"96"
"2607";"2607";"31"
"2608";"2608";"2"
"2609";"2609";"82"
"2610";"2610";"86"
"2611";"2611";"38"
"2612";"2612";"72"
"2613";"2613";"44"
"2614";"2614";"31"
"2615";"2615";"26"
"2616";"2616";"86"
"2617";"2617";"97"
"2618";"2618";"11"
"2619";"2619";"80"
"2620";"2620";"17"
"2621";"2621";"80"
"2622";"2622";"37"
"2623";"2623";"11"
"2624";"2624";"68"
"2625";"2625";"55"
"2626";"2626";"34"
"2627";"2627";"85"
"2628";"2628";"69"
"2629";"2629";"92"
"2630";"2630";"23"
"2631";"2631";"57"
"2632";"2632";"43"
"2633";"2633";"31"
"2634";"2634";"95"
"2635";"2635";"7"
"2636";"2636";"52"
"2637";"2637";"95"
"2638";"2638";"25"
"2639";"2639";"11"
"2640";"2640";"93"
"2641";"2641";"34"
"2642";"2642";"6"
"2643";"2643";"62"
"2644";"2644";"73"
"2645";"2645";"11"
"2646";"2646";"87"
"2647";"2647";"36"
"2648";"2648";"82"
"2649";"2649";"99"
"2650";"2650";"94"
"2651";"2651";"25"
"2652";"2652";"43"
"2653";"2653";"83"
"2654";"2654";"44"
"2655";"2655";"32"
"2656";"2656";"8"
"2657";"2657";"87"
"2658";"2658";"56"
"2659";"2659";"73"
"2660";"2660";"100"
"2661";"2661";"97"
"2662";"2662";"0"
"2663";"2663";"6"
"2664";"2664";"7"
"2665";"2665";"51"
"2666";"2666";"65"
"2667";"2667";"100"
"2668";"2668";"45"
"2669";"2669";"95"
"2670";"2670";"63"
"2671";"2671";"86"
"2672";"2672";"56"
"2673";"2673";"46"
"2674";"2674";"86"
"2675";"2675";"27"
"2676";"2676";"68"
"2677";"2677";"27"
"2678";"2678";"91"
"2679";"2679";"95"
"2680";"2680";"12"
"2681";"2681";"5"
"2682";"2682";"64"
"2683";"2683";"63"
"2684";"2684";"77"
"2685";"2685";"28"
"2686";"2686";"26"
"2687";"2687";"71"
"2688";"2688";"74"
"2689";"2689";"24"
"2690";"2690";"65"
"2691";"2691";"83"
"2692";"2692";"3"
"2693";"2693";"80"
"2694";"2694";"79"
"2695";"2695";"68"
"2696";"2696";"66"
"2697";"2697";"35"
"2698";"2698";"4"
"2699";"2699";"66"
"2700";"2700";"18"
"2701";"2701";"94"
"2702";"2702";"55"
"2703";"2703";"39"
"2704";"2704";"73"
"2705";"2705";"69"
"2706";"2706";"52"
"2707";"2707";"76"
"2708";"2708";"43"
"2709";"2709";"49"
"2710";"2710";"40"
"2711";"2711";"32"
"2712";"2712";"90"
"2713";"2713";"22"
"2714";"2714";"68"
"2715";"2715";"35"
"2716";"2716";"73"
"2717";"2717";"95"
"2718";"2718";"30"
"2719";"2719";"72"
"2720";"2720";"57"
"2721";"2721";"72"
"2722";"2722";"92"
"2723";"2723";"5"
"2724";"2724";"26"
"2725";"2725";"0"
"2726";"2726";"89"
"2727";"2727";"93"
"2728";"2728";"98"
"2729";"2729";"98"
"2730";"2730";"38"
"2731";"2731";"31"
"2732";"2732";"40"
"2733";"2733";"50"
"2734";"2734";"39"
"2735";"2735";"46"
"2736";"2736";"33"
"2737";"2737";"50"
"2738";"2738";"60"
"2739";"2739";"54"
"2740";"2740";"31"
"2741";"2741";"8"
"2742";"2742";"44"
"2743";"2743";"85"
"2744";"2744";"53"
"2745";"2745";"11"
"2746";"2746";"17"
"2747";"2747";"53"
"2748";"2748";"35"
"2749";"2749";"17"
"2750";"2750";"44"
"2751";"2751";"54"
"2752";"2752";"59"
"2753";"2753";"9"
"2754";"2754";"69"
"2755";"2755";"15"
"2756";"2756";"59"
"2757";"2757";"45"
"2758";"2758";"32"
"2759";"2759";"39"
"2760";"2760";"52"
"2761";"2761";"19"
"2762";"2762";"52"
"2763";"2763";"97"
"2764";"2764";"25"
"2765";"2765";"59"
"2766";"2766";"45"
"2767";"2767";"43"
"2768";"2768";"53"
"2769";"2769";"84"
"2770";"2770";"64"
"2771";"2771";"7"
"2772";"2772";"81"
"2773";"2773";"95"
"2774";"2774";"81"
"2775";"2775";"32"
"2776";"2776";"19"
"2777";"2777";"2"
"2778";"2778";"37"
"2779";"2779";"78"
"2780";"2780";"37"
"2781";"2781";"85"
"2782";"2782";"98"
"2783";"2783";"64"
"2784";"2784";"72"
"2785";"2785";"56"
"2786";"2786";"75"
"2787";"2787";"84"
"2788";"2788";"80"
"2789";"2789";"97"
"2790";"2790";"70"
"2791";"2791";"6"
"2792";"2792";"23"
"2793";"2793";"37"
"2794";"2794";"39"
"2795";"2795";"91"
"2796";"2796";"92"
"2797";"2797";"7"
"2798";"2798";"21"
"2799";"2799";"7"
"2800";"2800";"0"
"2801";"2801";"24"
"2802";"2802";"89"
"2803";"2803";"8"
"2804";"2804";"25"
"2805";"2805";"78"
"2806";"2806";"60"
"2807";"2807";"55"
"2808";"2808";"70"
"2809";"2809";"73"
"2810";"2810";"84"
"2811";"2811";"60"
"2812";"2812";"14"
"2813";"2813";"12"
"2814";"2814";"87"
"2815";"2815";"70"
"2816";"2816";"63"
"2817";"2817";"48"
"2818";"2818";"10"
"2819";"2819";"67"
"2820";"2820";"35"
"2821";"2821";"36"
"2822";"2822";"99"
"2823";"2823";"55"
"2824";"2824";"25"
"2825";"2825";"35"
"2826";"2826";"40"
"2827";"2827";"58"
"2828";"2828";"83"
"2829";"2829";"13"
"2830";"2830";"66"
"2831";"2831";"96"
"2832";"2832";"43"
"2833";"2833";"64"
"2834";"2834";"22"
"2835";"2835";"11"
"2836";"2836";"87"
"2837";"2837";"68"
"2838";"2838";"69"
"2839";"2839";"13"
"2840";"2840";"68"
"2841";"2841";"74"
"2842";"2842";"37"
"2843";"2843";"7"
"2844";"2844";"55"
"2845";"2845";"23"
"2846";"2846";"41"
"2847";"2847";"60"
"2848";"2848";"78"
"2849";"2849";"10"
"2850";"2850";"22"
"2851";"2851";"77"
"2852";"2852";"52"
"2853";"2853";"61"
"2854";"2854";"42"
"2855";"2855";"20"
"2856";"2856";"3"
"2857";"2857";"59"
"2858";"2858";"24"
"2859";"2859";"10"
"2860";"2860";"100"
"2861";"2861";"46"
"2862";"2862";"63"
"2863";"2863";"6"
"2864";"2864";"20"
"2865";"2865";"0"
"2866";"2866";"5"
"2867";"2867";"53"
"2868";"2868";"93"
"2869";"2869";"83"
"2870";"2870";"77"
"2871";"2871";"66"
"2872";"2872";"54"
"2873";"2873";"50"
"2874";"2874";"51"
"2875";"2875";"71"
"2876";"2876";"23"
"2877";"2877";"39"
"2878";"2878";"9"
"2879";"2879";"98"
"2880";"2880";"48"
"2881";"2881";"14"
"2882";"2882";"57"
"2883";"2883";"93"
"2884";"2884";"0"
"2885";"2885";"42"
"2886";"2886";"47"
"2887";"2887";"72"
"2888";"2888";"27"
"2889";"2889";"47"
"2890";"2890";"67"
"2891";"2891";"77"
"2892";"2892";"75"
"2893";"2893";"45"
"2894";"2894";"28"
"2895";"2895";"17"
"2896";"2896";"64"
"2897";"2897";"36"
"2898";"2898";"67"
"2899";"2899";"61"
"2900";"2900";"50"
"2901";"2901";"100"
"2902";"2902";"70"
"2903";"2903";"6"
"2904";"2904";"70"
"2905";"2905";"80"
"2906";"2906";"81"
"2907";"2907";"49"
"2908";"2908";"50"
"2909";"2909";"44"
"2910";"2910";"59"
"2911";"2911";"83"
"2912";"2912";"48"
"2913";"2913";"95"
"2914";"2914";"8"
"2915";"2915";"40"
"2916";"2916";"0"
"2917";"2917";"93"
"2918";"2918";"41"
"2919";"2919";"72"
"2920";"2920";"8"
"2921";"2921";"74"
"2922";"2922";"70"
"2923";"2923";"95"
"2924";"2924";"96"
"2925";"2925";"95"
"2926";"2926";"18"
"2927";"2927";"33"
"2928";"2928";"1"
"2929";"2929";"25"
"2930";"2930";"52"
"2931";"2931";"5"
"2932";"2932";"32"
"2933";"2933";"51"
"2934";"2934";"48"
"2935";"2935";"34"
"2936";"2936";"56"
"2937";"2937";"87"
"2938";"2938";"62"
"2939";"2939";"1"
"2940";"2940";"88"
"2941";"2941";"94"
"2942";"2942";"45"
"2943";"2943";"70"
"2944";"2944";"22"
"2945";"2945";"7"
"2946";"2946";"54"
"2947";"2947";"51"
"2948";"2948";"42"
"2949";"2949";"72"
"2950";"2950";"83"
"2951";"2951";"54"
"2952";"2952";"41"
"2953";"2953";"97"
"2954";"2954";"89"
"2955";"2955";"56"
"2956";"2956";"95"
"2957";"2957";"1"
"2958";"2958";"16"
"2959";"2959";"50"
"2960";"2960";"24"
"2961";"2961";"20"
"2962";"2962";"14"
"2963";"2963";"99"
"2964";"2964";"38"
"2965";"2965";"78"
"2966";"2966";"45"
"2967";"2967";"87"
"2968";"2968";"26"
"2969";"2969";"11"
"2970";"2970";"19"
"2971";"2971";"36"
"2972";"2972";"75"
"2973";"2973";"6"
"2974";"2974";"73"
"2975";"2975";"96"
"2976";"2976";"89"
"2977";"2977";"38"
"2978";"2978";"100"
"2979";"2979";"59"
"2980";"2980";"36"
"2981";"2981";"43"
"2982";"2982";"48"
"2983";"2983";"59"
"2984";"2984";"7"
"2985";"2985";"20"
"2986";"2986";"48"
"2987";"2987";"72"
"2988";"2988";"45"
"2989";"2989";"92"
"2990";"2990";"33"
"2991";"2991";"6"
"2992";"2992";"95"
"2993";"2993";"55"
"2994";"2994";"37"
"2995";"2995";"41"
"2996";"2996";"85"
"2997";"2997";"54"
"2998";"2998";"18"
"2999";"2999";"33"
"3000";"3000";"19"
"3001";"3001";"52"
"3002";"3002";"74"
"3003";"3003";"57"
"3004";"3004";"23"
"3005";"3005";"59"
"3006";"3006";"63"
"3007";"3007";"82"
"3008";"3008";"89"
"3009";"3009";"67"
"3010";"3010";"86"
"3011";"3011";"100"
"3012";"3012";"46"
"3013";"3013";"96"
"3014";"3014";"41"
"3015";"3015";"38"
"3016";"3016";"2"
"3017";"3017";"86"
"3018";"3018";"52"
"3019";"3019";"3"
"3020";"3020";"75"
"3021";"3021";"59"
"3022";"3022";"7"
"3023";"3023";"31"
"3024";"3024";"79"
"3025";"3025";"35"
"3026";"3026";"19"
"3027";"3027";"61"
"3028";"3028";"80"
"3029";"3029";"34"
"3030";"3030";"25"
"3031";"3031";"88"
"3032";"3032";"64"
"3033";"3033";"35"
"3034";"3034";"16"
"3035";"3035";"50"
"3036";"3036";"27"
"3037";"3037";"91"
"3038";"3038";"93"
"3039";"3039";"50"
"3040";"3040";"4"
"3041";"3041";"87"
"3042";"3042";"83"
"3043";"3043";"55"
"3044";"3044";"9"
"3045";"3045";"69"
"3046";"3046";"45"
"3047";"3047";"72"
"3048";"3048";"71"
"3049";"3049";"57"
"3050";"3050";"60"
"3051";"3051";"8"
"3052";"3052";"69"
"3053";"3053";"82"
"3054";"3054";"11"
"3055";"3055";"87"
"3056";"3056";"29"
"3057";"3057";"73"
"3058";"3058";"31"
"3059";"3059";"0"
"3060";"3060";"32"
"3061";"3061";"98"
"3062";"3062";"89"
"3063";"3063";"70"
"3064";"3064";"20"
"3065";"3065";"99"
"3066";"3066";"42"
"3067";"3067";"73"
"3068";"3068";"26"
"3069";"3069";"31"
"3070";"3070";"84"
"3071";"3071";"34"
"3072";"3072";"53"
"3073";"3073";"30"
"3074";"3074";"57"
"3075";"3075";"73"
"3076";"3076";"88"
"3077";"3077";"63"
"3078";"3078";"55"
"3079";"3079";"50"
"3080";"3080";"3"
"3081";"3081";"41"
"3082";"3082";"36"
"3083";"3083";"1"
"3084";"3084";"5"
"3085";"3085";"55"
"3086";"3086";"94"
"3087";"3087";"81"
"3088";"3088";"82"
"3089";"3089";"58"
"3090";"3090";"25"
"3091";"3091";"96"
"3092";"3092";"43"
"3093";"3093";"25"
"3094";"3094";"80"
"3095";"3095";"0"
"3096";"3096";"39"
"3097";"3097";"29"
"3098";"3098";"89"
"3099";"3099";"31"
"3100";"3100";"6"
"3101";"3101";"67"
"3102";"3102";"66"
"3103";"3103";"37"
"3104";"3104";"8"
"3105";"3105";"30"
"3106";"3106";"32"
"3107";"3107";"67"
"3108";"3108";"92"
"3109";"3109";"45"
"3110";"3110";"87"
"3111";"3111";"92"
"3112";"3112";"26"
"3113";"3113";"71"
"3114";"3114";"77"
"3115";"3115";"95"
"3116";"3116";"29"
"3117";"3117";"60"
"3118";"3118";"27"
"3119";"3119";"63"
"3120";"3120";"15"
"3121";"3121";"39"
"3122";"3122";"94"
"3123";"3123";"18"
"3124";"3124";"87"
"3125";"3125";"30"
"3126";"3126";"69"
"3127";"3127";"54"
"3128";"3128";"51"
"3129";"3129";"35"
"3130";"3130";"32"
"3131";"3131";"68"
"3132";"3132";"78"
"3133";"3133";"47"
"3134";"3134";"51"
"3135";"3135";"45"
"3136";"3136";"92"
"3137";"3137";"28"
"3138";"3138";"57"
"3139";"3139";"88"
"3140";"3140";"76"
"3141";"3141";"74"
"3142";"3142";"33"
"3143";"3143";"80"
"3144";"3144";"65"
"3145";"3145";"79"
"3146";"3146";"3"
"3147";"3147";"2"
"3148";"3148";"16"
"3149";"3149";"17"
"3150";"3150";"88"
"3151";"3151";"77"
"3152";"3152";"15"
"3153";"3153";"60"
"3154";"3154";"13"
"3155";"3155";"16"
"3156";"3156";"9"
"3157";"3157";"58"
"3158";"3158";"55"
"3159";"3159";"87"
"3160";"3160";"54"
"3161";"3161";"72"
"3162";"3162";"65"
"3163";"3163";"54"
"3164";"3164";"77"
"3165";"3165";"40"
"3166";"3166";"36"
"3167";"3167";"51"
"3168";"3168";"91"
"3169";"3169";"56"
"3170";"3170";"81"
"3171";"3171";"12"
"3172";"3172";"36"
"3173";"3173";"97"
"3174";"3174";"1"
"3175";"3175";"21"
"3176";"3176";"13"
"3177";"3177";"70"
"3178";"3178";"13"
"3179";"3179";"67"
"3180";"3180";"75"
"3181";"3181";"57"
"3182";"3182";"25"
"3183";"3183";"74"
"3184";"3184";"52"
"3185";"3185";"34"
"3186";"3186";"79"
"3187";"3187";"85"
"3188";"3188";"48"
"3189";"3189";"71"
"3190";"3190";"54"
"3191";"3191";"17"
"3192";"3192";"67"
"3193";"3193";"29"
"3194";"3194";"87"
"3195";"3195";"10"
"3196";"3196";"69"
"3197";"3197";"35"
"3198";"3198";"13"
"3199";"3199";"93"
"3200";"3200";"45"
"3201";"3201";"55"
"3202";"3202";"81"
"3203";"3203";"62"
"3204";"3204";"28"
"3205";"3205";"71"
"3206";"3206";"91"
"3207";"3207";"78"
"3208";"3208";"93"
"3209";"3209";"66"
"3210";"3210";"88"
"3211";"3211";"99"
"3212";"3212";"62"
"3213";"3213";"17"
"3214";"3214";"75"
"3215";"3215";"100"
"3216";"3216";"42"
"3217";"3217";"93"
"3218";"3218";"1"
"3219";"3219";"93"
"3220";"3220";"56"
"3221";"3221";"57"
"3222";"3222";"40"
"3223";"3223";"44"
"3224";"3224";"25"
"3225";"3225";"100"
"3226";"3226";"87"
"3227";"3227";"87"
"3228";"3228";"60"
"3229";"3229";"61"
"3230";"3230";"36"
"3231";"3231";"100"
"3232";"3232";"82"
"3233";"3233";"10"
"3234";"3234";"0"
"3235";"3235";"35"
"3236";"3236";"83"
"3237";"3237";"59"
"3238";"3238";"52"
"3239";"3239";"65"
"3240";"3240";"78"
"3241";"3241";"58"
"3242";"3242";"54"
"3243";"3243";"46"
"3244";"3244";"48"
"3245";"3245";"83"
"3246";"3246";"7"
"3247";"3247";"76"
"3248";"3248";"18"
"3249";"3249";"91"
"3250";"3250";"44"
"3251";"3251";"92"
"3252";"3252";"23"
"3253";"3253";"87"
"3254";"3254";"48"
"3255";"3255";"3"
"3256";"3256";"17"
"3257";"3257";"58"
"3258";"3258";"60"
"3259";"3259";"11"
"3260";"3260";"12"
"3261";"3261";"34"
"3262";"3262";"96"
"3263";"3263";"56"
"3264";"3264";"53"
"3265";"3265";"66"
"3266";"3266";"50"
"3267";"3267";"29"
"3268";"3268";"77"
"3269";"3269";"34"
"3270";"3270";"62"
"3271";"3271";"53"
"3272";"3272";"95"
"3273";"3273";"68"
"3274";"3274";"54"
"3275";"3275";"73"
"3276";"3276";"56"
"3277";"3277";"47"
"3278";"3278";"20"
"3279";"3279";"38"
"3280";"3280";"12"
"3281";"3281";"60"
"3282";"3282";"53"
"3283";"3283";"80"
"3284";"3284";"49"
"3285";"3285";"100"
"3286";"3286";"39"
"3287";"3287";"96"
"3288";"3288";"49"
"3289";"3289";"28"
"3290";"3290";"50"
"3291";"3291";"31"
"3292";"3292";"30"
"3293";"3293";"36"
"3294";"3294";"85"
"3295";"3295";"23"
"3296";"3296";"12"
"3297";"3297";"61"
"3298";"3298";"59"
"3299";"3299";"74"
"3300";"3300";"75"
"3301";"3301";"51"
"3302";"3302";"55"
"3303";"3303";"73"
"3304";"3304";"66"
"3305";"3305";"2"
"3306";"3306";"58"
"3307";"3307";"31"
"3308";"3308";"73"
"3309";"3309";"50"
"3310";"3310";"80"
"3311";"3311";"55"
"3312";"3312";"81"
"3313";"3313";"21"
"3314";"3314";"9"
"3315";"3315";"79"
"3316";"3316";"70"
"3317";"3317";"10"
"3318";"3318";"79"
"3319";"3319";"33"
"3320";"3320";"16"
"3321";"3321";"23"
"3322";"3322";"62"
"3323";"3323";"52"
"3324";"3324";"38"
"3325";"3325";"49"
"3326";"3326";"63"
"3327";"3327";"64"
"3328";"3328";"94"
"3329";"3329";"15"
"3330";"3330";"7"
"3331";"3331";"94"
"3332";"3332";"20"
"3333";"3333";"95"
"3334";"3334";"34"
"3335";"3335";"70"
"3336";"3336";"19"
"3337";"3337";"64"
"3338";"3338";"7"
"3339";"3339";"59"
"3340";"3340";"52"
"3341";"3341";"80"
"3342";"3342";"22"
"3343";"3343";"77"
"3344";"3344";"41"
"3345";"3345";"8"
"3346";"3346";"38"
"3347";"3347";"12"
"3348";"3348";"34"
"3349";"3349";"78"
"3350";"3350";"42"
"3351";"3351";"35"
"3352";"3352";"19"
"3353";"3353";"26"
"3354";"3354";"60"
"3355";"3355";"49"
"3356";"3356";"69"
"3357";"3357";"41"
"3358";"3358";"6"
"3359";"3359";"39"
"3360";"3360";"66"
"3361";"3361";"60"
"3362";"3362";"67"
"3363";"3363";"41"
"3364";"3364";"2"
"3365";"3365";"6"
"3366";"3366";"64"
"3367";"3367";"71"
"3368";"3368";"96"
"3369";"3369";"2"
"3370";"3370";"96"
"3371";"3371";"99"
"3372";"3372";"2"
"3373";"3373";"6"
"3374";"3374";"62"
"3375";"3375";"30"
"3376";"3376";"98"
"3377";"3377";"4"
"3378";"3378";"38"
"3379";"3379";"27"
"3380";"3380";"37"
"3381";"3381";"38"
"3382";"3382";"8"
"3383";"3383";"60"
"3384";"3384";"17"
"3385";"3385";"56"
"3386";"3386";"98"
"3387";"3387";"83"
"3388";"3388";"72"
"3389";"3389";"39"
"3390";"3390";"46"
"3391";"3391";"57"
"3392";"3392";"38"
"3393";"3393";"51"
"3394";"3394";"97"
"3395";"3395";"42"
"3396";"3396";"97"
"3397";"3397";"18"
"3398";"3398";"34"
"3399";"3399";"98"
"3400";"3400";"30"
"3401";"3401";"2"
"3402";"3402";"82"
"3403";"3403";"59"
"3404";"3404";"38"
"3405";"3405";"11"
"3406";"3406";"5"
"3407";"3407";"46"
"3408";"3408";"25"
"3409";"3409";"30"
"3410";"3410";"92"
"3411";"3411";"13"
"3412";"3412";"18"
"3413";"3413";"57"
"3414";"3414";"5"
"3415";"3415";"1"
"3416";"3416";"56"
"3417";"3417";"79"
"3418";"3418";"84"
"3419";"3419";"6"
"3420";"3420";"57"
"3421";"3421";"4"
"3422";"3422";"79"
"3423";"3423";"29"
"3424";"3424";"20"
"3425";"3425";"92"
"3426";"3426";"6"
"3427";"3427";"30"
"3428";"3428";"71"
"3429";"3429";"34"
"3430";"3430";"37"
"3431";"3431";"23"
"3432";"3432";"25"
"3433";"3433";"26"
"3434";"3434";"32"
"3435";"3435";"56"
"3436";"3436";"94"
"3437";"3437";"41"
"3438";"3438";"53"
"3439";"3439";"70"
"3440";"3440";"41"
"3441";"3441";"52"
"3442";"3442";"52"
"3443";"3443";"86"
"3444";"3444";"33"
"3445";"3445";"69"
"3446";"3446";"11"
"3447";"3447";"68"
"3448";"3448";"0"
"3449";"3449";"81"
"3450";"3450";"54"
"3451";"3451";"61"
"3452";"3452";"58"
"3453";"3453";"76"
"3454";"3454";"56"
"3455";"3455";"79"
"3456";"3456";"9"
"3457";"3457";"60"
"3458";"3458";"0"
"3459";"3459";"34"
"3460";"3460";"61"
"3461";"3461";"52"
"3462";"3462";"99"
"3463";"3463";"21"
"3464";"3464";"12"
"3465";"3465";"10"
"3466";"3466";"81"
"3467";"3467";"58"
"3468";"3468";"74"
"3469";"3469";"34"
"3470";"3470";"52"
"3471";"3471";"24"
"3472";"3472";"27"
"3473";"3473";"88"
"3474";"3474";"0"
"3475";"3475";"49"
"3476";"3476";"35"
"3477";"3477";"1"
"3478";"3478";"0"
"3479";"3479";"25"
"3480";"3480";"73"
"3481";"3481";"7"
"3482";"3482";"95"
"3483";"3483";"96"
"3484";"3484";"35"
"3485";"3485";"72"
"3486";"3486";"20"
"3487";"3487";"56"
"3488";"3488";"64"
"3489";"3489";"99"
"3490";"3490";"10"
"3491";"3491";"13"
"3492";"3492";"15"
"3493";"3493";"12"
"3494";"3494";"52"
"3495";"3495";"1"
"3496";"3496";"38"
"3497";"3497";"77"
"3498";"3498";"78"
"3499";"3499";"22"
"3500";"3500";"25"
"3501";"3501";"29"
"3502";"3502";"93"
"3503";"3503";"23"
"3504";"3504";"12"
"3505";"3505";"8"
"3506";"3506";"47"
"3507";"3507";"75"
"3508";"3508";"100"
"3509";"3509";"0"
"3510";"3510";"14"
"3511";"3511";"70"
"3512";"3512";"16"
"3513";"3513";"56"
"3514";"3514";"76"
"3515";"3515";"34"
"3516";"3516";"49"
"3517";"3517";"2"
"3518";"3518";"18"
"3519";"3519";"9"
"3520";"3520";"52"
"3521";"3521";"39"
"3522";"3522";"64"
"3523";"3523";"58"
"3524";"3524";"41"
"3525";"3525";"55"
"3526";"3526";"12"
"3527";"3527";"12"
"3528";"3528";"19"
"3529";"3529";"86"
"3530";"3530";"56"
"3531";"3531";"54"
"3532";"3532";"1"
"3533";"3533";"38"
"3534";"3534";"68"
"3535";"3535";"25"
"3536";"3536";"17"
"3537";"3537";"65"
"3538";"3538";"99"
"3539";"3539";"49"
"3540";"3540";"37"
"3541";"3541";"61"
"3542";"3542";"15"
"3543";"3543";"29"
"3544";"3544";"77"
"3545";"3545";"60"
"3546";"3546";"9"
"3547";"3547";"59"
"3548";"3548";"31"
"3549";"3549";"51"
"3550";"3550";"62"
"3551";"3551";"81"
"3552";"3552";"31"
"3553";"3553";"90"
"3554";"3554";"11"
"3555";"3555";"12"
"3556";"3556";"57"
"3557";"3557";"62"
"3558";"3558";"25"
"3559";"3559";"7"
"3560";"3560";"82"
"3561";"3561";"66"
"3562";"3562";"17"
"3563";"3563";"95"
"3564";"3564";"15"
"3565";"3565";"87"
"3566";"3566";"97"
"3567";"3567";"43"
"3568";"3568";"51"
"3569";"3569";"98"
"3570";"3570";"81"
"3571";"3571";"19"
"3572";"3572";"52"
"3573";"3573";"63"
"3574";"3574";"76"
"3575";"3575";"96"
"3576";"3576";"54"
"3577";"3577";"2"
"3578";"3578";"60"
"3579";"3579";"22"
"3580";"3580";"64"
"3581";"3581";"31"
"3582";"3582";"27"
"3583";"3583";"49"
"3584";"3584";"32"
"3585";"3585";"76"
"3586";"3586";"18"
"3587";"3587";"61"
"3588";"3588";"87"
"3589";"3589";"76"
"3590";"3590";"32"
"3591";"3591";"60"
"3592";"3592";"32"
"3593";"3593";"25"
"3594";"3594";"99"
"3595";"3595";"12"
"3596";"3596";"0"
"3597";"3597";"95"
"3598";"3598";"46"
"3599";"3599";"59"
"3600";"3600";"18"
"3601";"3601";"66"
"3602";"3602";"21"
"3603";"3603";"40"
"3604";"3604";"58"
"3605";"3605";"89"
"3606";"3606";"57"
"3607";"3607";"26"
"3608";"3608";"13"
"3609";"3609";"33"
"3610";"3610";"10"
"3611";"3611";"98"
"3612";"3612";"66"
"3613";"3613";"78"
"3614";"3614";"85"
"3615";"3615";"80"
"3616";"3616";"25"
"3617";"3617";"1"
"3618";"3618";"4"
"3619";"3619";"42"
"3620";"3620";"16"
"3621";"3621";"92"
"3622";"3622";"56"
"3623";"3623";"9"
"3624";"3624";"6"
"3625";"3625";"52"
"3626";"3626";"0"
"3627";"3627";"47"
"3628";"3628";"82"
"3629";"3629";"15"
"3630";"3630";"43"
"3631";"3631";"54"
"3632";"3632";"8"
"3633";"3633";"52"
"3634";"3634";"46"
"3635";"3635";"66"
"3636";"3636";"72"
"3637";"3637";"37"
"3638";"3638";"96"
"3639";"3639";"33"
"3640";"3640";"99"
"3641";"3641";"0"
"3642";"3642";"80"
"3643";"3643";"95"
"3644";"3644";"17"
"3645";"3645";"18"
"3646";"3646";"52"
"3647";"3647";"6"
"3648";"3648";"80"
"3649";"3649";"69"
"3650";"3650";"90"
"3651";"3651";"94"
"3652";"3652";"72"
"3653";"3653";"73"
"3654";"3654";"16"
"3655";"3655";"41"
"3656";"3656";"14"
"3657";"3657";"39"
"3658";"3658";"63"
"3659";"3659";"67"
"3660";"3660";"84"
"3661";"3661";"35"
"3662";"3662";"30"
"3663";"3663";"69"
"3664";"3664";"43"
"3665";"3665";"41"
"3666";"3666";"73"
"3667";"3667";"56"
"3668";"3668";"80"
"3669";"3669";"11"
"3670";"3670";"35"
"3671";"3671";"35"
"3672";"3672";"46"
"3673";"3673";"37"
"3674";"3674";"70"
"3675";"3675";"59"
"3676";"3676";"13"
"3677";"3677";"80"
"3678";"3678";"66"
"3679";"3679";"51"
"3680";"3680";"32"
"3681";"3681";"13"
"3682";"3682";"3"
"3683";"3683";"56"
"3684";"3684";"42"
"3685";"3685";"38"
"3686";"3686";"66"
"3687";"3687";"64"
"3688";"3688";"21"
"3689";"3689";"11"
"3690";"3690";"88"
"3691";"3691";"41"
"3692";"3692";"90"
"3693";"3693";"34"
"3694";"3694";"75"
"3695";"3695";"12"
"3696";"3696";"17"
