money_spent;client_ID;lvl_ID
249700;1871;3
249701;1872;4
249702;1873;5
249703;1874;6
249704;1875;1
249705;1876;2
249706;1877;3
249707;1878;4
249708;1879;5
249709;1880;6
249710;1881;1
249711;1882;2
249712;1883;1
249713;1884;2
249714;1885;3
249715;1886;4
249716;1887;5
249717;1888;6
249718;1889;1
249719;1890;2
249720;1891;3
249721;1892;4
249722;1893;5
249723;1894;6
249724;1895;1
249725;1896;2
249726;1897;1
249727;1898;2
249728;1899;3
249729;1900;4
249730;1901;5
249731;1902;6
249732;1903;1
249733;1904;2
249734;1905;3
249735;1906;4
249736;1907;5
249737;1908;6
249738;1909;1
249739;1910;2
249740;1911;1
249741;1912;2
249742;1913;3
249743;1914;4
249744;1915;5
249745;1916;6
249746;1917;1
249747;1918;2
249748;1919;3
249749;1920;4
249750;1921;5
249751;1922;6
249752;1923;1
249753;1924;2
249754;1925;1
249755;1926;2
249756;1927;3
249757;1928;4
249758;1929;5
249759;1930;6
249760;1931;1
249761;1932;2
249762;1933;3
249763;1934;4
249764;1935;5
249765;1936;6
249766;1937;1
249767;1938;2
249768;1939;1
249769;1940;2
249770;1941;3
249771;1942;4
249772;1943;5
249773;1944;6
249774;1945;1
249775;1946;2
249776;1947;3
249777;1948;4
249778;1949;5
249779;1950;6
249780;1951;1
249781;1952;2
249782;1953;1
249783;1954;2
249784;1955;3
249785;1956;4
249786;1957;5
249787;1958;6
249788;1959;1
249789;1960;2
249790;1961;3
249791;1962;4
249792;1963;5
249793;1964;6
249794;1965;1
249795;1966;2
249796;1967;1
249797;1968;2
249798;1969;3
249799;1970;4
249800;1971;5
249801;1972;6
249802;1973;1
249803;1974;2
249804;1975;3
249805;1976;4
249806;1977;5
249807;1978;6
249808;1979;1
249809;1980;2
249810;1981;1
249811;1982;2
249812;1983;3
249813;1984;4
249814;1985;5
249815;1986;6
249816;1987;1
249817;1988;2
249818;1989;3
249819;1990;4
249820;1991;5
249821;1992;6
249822;1993;1
249823;1994;2
249824;1995;1
249825;1996;2
249826;1997;3
249827;1998;4
249828;1999;5
249829;2000;6
249830;2001;1
249831;2002;2
249832;2003;3
249833;2004;4
249834;2005;5
249835;2006;6
249836;2007;1
249837;2008;2
249838;2009;1
249839;2010;2
249840;2011;3
249841;2012;4
249842;2013;5
249843;2014;6
249844;2015;1
249845;2016;2
249846;2017;3
249847;2018;4
249848;2019;5
249849;2020;6
249850;2021;1
249851;2022;2
249852;2023;1
249853;2024;2
249854;2025;3
249855;2026;4
249856;2027;5
249857;2028;6
249858;2029;1
249859;2030;2
249860;2031;3
249861;2032;4
249862;2033;5
249863;2034;6
249864;2035;1
249865;2036;2
249866;2037;1
249867;2038;2
249868;2039;3
249869;2040;4
249870;2041;5
249871;2042;6
249872;2043;1
249873;2044;2
249874;2045;3
249875;2046;4
249876;2047;5
249877;2048;6
249878;2049;1
249879;2050;2
249880;2051;1
249881;2052;2
249882;2053;3
249883;2054;4
249884;2055;5
249885;2056;6
249886;2057;1
249887;2058;2
249888;2059;3
249889;2060;4
249890;2061;5
249891;2062;6
249892;2063;1
249893;2064;2
249894;2065;1
249895;2066;2
249896;2067;3
249897;2068;4
249898;2069;5
249899;2070;6
249900;2071;1
249901;2072;2
249902;2073;3
249903;2074;4
249904;2075;5
249905;2076;6
249906;2077;1
249907;2078;2
249908;2079;1
249909;2080;2
249910;2081;3
249911;2082;4
249912;2083;5
249913;2084;6
249914;2085;1
249915;2086;2
249916;2087;3
249917;2088;4
249918;2089;5
249919;2090;6
249920;2091;1
249921;2092;2
249922;2093;1
249923;2094;2
249924;2095;3
249925;2096;4
249926;2097;5
249927;2098;6
249928;2099;1
249929;2100;2
249930;2101;3
249931;2102;4
249932;2103;5
249933;2104;6
249934;2105;1
249935;2106;2
249936;2107;1
249937;2108;2
249938;2109;3
249939;2110;4
249940;2111;5
249941;2112;6
249942;2113;1
249943;2114;2
249944;2115;3
249945;2116;4
249946;2117;5
249947;2118;6
249948;2119;1
249949;2120;2
249950;2121;1
249951;2122;2
249952;2123;3
249953;2124;4
249954;2125;5
249955;2126;6
249956;2127;1
249957;2128;2
249958;2129;3
249959;2130;4
249960;2131;5
249961;2132;6
249962;2133;1
249963;2134;2
249964;2135;1
249965;2136;2
249966;2137;3
249967;2138;4
249968;2139;5
249969;2140;6
249970;2141;1
249971;2142;2
249972;2143;3
249973;2144;4
249974;2145;5
249975;2146;6
249976;2147;1
249977;2148;2
249978;2149;1
249979;2150;2
249980;2151;3
249981;2152;4
249982;2153;5
249983;2154;6
249984;2155;1
249985;2156;2
249986;2157;3
249987;2158;4
249988;2159;5
249989;2160;6
249990;2161;1
249991;2162;2
249992;2163;1
249993;2164;2
249994;2165;3
249995;2166;4
249996;2167;5
249997;2168;6
249998;2169;1
249999;2170;2
250000;2171;3
250001;2172;4
250002;2173;5
250003;2174;6
250004;2175;1
250005;2176;2
250006;2177;1
250007;2178;2
250008;2179;3
250009;2180;4
250010;2181;5
250011;2182;6
250012;2183;1
250013;2184;2
250014;2185;3
250015;2186;4
250016;2187;5
250017;2188;6
250018;2189;1
250019;2190;2
250020;2191;1
250021;2192;2
250022;2193;3
250023;2194;4
250024;2195;5
250025;2196;6
250026;2197;1
250027;2198;2
250028;2199;3
250029;2200;4
250030;2201;5
250031;2202;6
250032;2203;1
250033;2204;2
250034;2205;1
250035;2206;2
250036;2207;3
250037;2208;4
250038;2209;5
250039;2210;6
250040;2211;1
250041;2212;2
250042;2213;3
250043;2214;4
250044;2215;5
250045;2216;6
250046;2217;1
250047;2218;2
250048;2219;1
250049;2220;2
250050;2221;3
250051;2222;4
250052;2223;5
250053;2224;6
250054;2225;1
250055;2226;2
250056;2227;3
250057;2228;4
250058;2229;5
250059;2230;6
250060;2231;1
250061;2232;2
250062;2233;1
250063;2234;2
250064;2235;3
250065;2236;4
250066;2237;5
250067;2238;6
250068;2239;1
250069;2240;2
250070;2241;3
250071;2242;4
250072;2243;5
250073;2244;6
250074;2245;1
250075;2246;2
250076;2247;1
250077;2248;2
250078;2249;3
250079;2250;4
250080;2251;5
250081;2252;6
250082;2253;1
250083;2254;2
250084;2255;3
250085;2256;4
250086;2257;5
250087;2258;6
250088;2259;1
250089;2260;2
250090;2261;1
250091;2262;2
250092;2263;3
250093;2264;4
250094;2265;5
250095;2266;6
250096;2267;1
250097;2268;2
250098;2269;3
250099;2270;4
250100;2271;5
250101;2272;6
250102;2273;1
250103;2274;2
250104;2275;1
250105;2276;2
250106;2277;3
250107;2278;4
250108;2279;5
250109;2280;6
250110;2281;1
250111;2282;2
250112;2283;3
250113;2284;4
250114;2285;5
250115;2286;6
250116;2287;1
250117;2288;2
250118;2289;1
250119;2290;2
250120;2291;3
250121;2292;4
250122;2293;5
250123;2294;6
250124;2295;1
250125;2296;2
250126;2297;3
250127;2298;4
250128;2299;5
250129;2300;6
250130;2301;1
250131;2302;2
250132;2303;1
250133;2304;2
250134;2305;3
250135;2306;4
250136;2307;5
250137;2308;6
250138;2309;1
250139;2310;2
250140;2311;3
250141;2312;4
250142;2313;5
250143;2314;6
250144;2315;1
250145;2316;2
250146;2317;1
250147;2318;2
250148;2319;3
250149;2320;4
250150;2321;5
250151;2322;6
250152;2323;1
250153;2324;2
250154;2325;3
250155;2326;4
250156;2327;5
250157;2328;6
250158;2329;1
250159;2330;2
250160;2331;1
250161;2332;2
250162;2333;3
250163;2334;4
250164;2335;5
250165;2336;6
250166;2337;1
250167;2338;2
250168;2339;3
250169;2340;4
250170;2341;5
250171;2342;6
250172;2343;1
250173;2344;2
250174;2345;1
250175;2346;2
250176;2347;3
250177;2348;4
250178;2349;5
250179;2350;6
250180;2351;1
250181;2352;2
250182;2353;3
250183;2354;4
250184;2355;5
250185;2356;6
250186;2357;1
250187;2358;2
250188;2359;1
250189;2360;2
250190;2361;3
250191;2362;4
250192;2363;5
250193;2364;6
250194;2365;1
250195;2366;2
250196;2367;3
250197;2368;4
250198;2369;5
250199;2370;6
250200;2371;1
250201;2372;2
250202;2373;1
250203;2374;2
250204;2375;3
250205;2376;4
250206;2377;5
250207;2378;6
250208;2379;1
250209;2380;2
250210;2381;3
250211;2382;4
250212;2383;5
250213;2384;6
250214;2385;1
250215;2386;2
250216;2387;1
250217;2388;2
250218;2389;3
250219;2390;4
250220;2391;5
250221;2392;6
250222;2393;1
250223;2394;2
250224;2395;3
250225;2396;4
250226;2397;5
250227;2398;6
250228;2399;1
250229;2400;2
250230;2401;1
250231;2402;2
250232;2403;3
250233;2404;4
250234;2405;5
250235;2406;6
250236;2407;1
250237;2408;2
250238;2409;3
250239;2410;4
250240;2411;5
250241;2412;6
250242;2413;1
250243;2414;2
250244;2415;1
250245;2416;2
250246;2417;3
250247;2418;4
250248;2419;5
250249;2420;6
250250;2421;1
250251;2422;2
250252;2423;3
250253;2424;4
250254;2425;5
250255;2426;6
250256;2427;1
250257;2428;2
250258;2429;1
250259;2430;2
250260;2431;3
250261;2432;4
250262;2433;5
250263;2434;6
250264;2435;1
250265;2436;2
250266;2437;3
250267;2438;4
250268;2439;5
250269;2440;6
250270;2441;1
250271;2442;2
250272;2443;1
250273;2444;2
250274;2445;3
250275;2446;4
250276;2447;5
250277;2448;6
250278;2449;1
250279;2450;2
250280;2451;3
250281;2452;4
250282;2453;5
250283;2454;6
250284;2455;1
250285;2456;2
250286;2457;1
250287;2458;2
250288;2459;3
250289;2460;4
250290;2461;5
250291;2462;6
250292;2463;1
250293;2464;2
250294;2465;3
250295;2466;4
250296;2467;5
250297;2468;6
250298;2469;1
250299;2470;2
250300;2471;1
250301;2472;2
250302;2473;3
250303;2474;4
250304;2475;5
250305;2476;6
250306;2477;1
250307;2478;2
250308;2479;3
250309;2480;4
250310;2481;5
250311;2482;6
250312;2483;1
250313;2484;2
250314;2485;1
250315;2486;2
250316;2487;3
250317;2488;4
250318;2489;5
250319;2490;6
250320;2491;1
250321;2492;2
250322;2493;3
250323;2494;4
250324;2495;5
250325;2496;6
250326;2497;1
250327;2498;2
250328;2499;1
250329;2500;2
250330;2501;3
250331;2502;4
250332;2503;5
250333;2504;6
250334;2505;1
250335;2506;2
250336;2507;3
250337;2508;4
250338;2509;5
250339;2510;6
250340;2511;1
250341;2512;2
250342;2513;1
250343;2514;2
250344;2515;3
250345;2516;4
250346;2517;5
250347;2518;6
250348;2519;1
250349;2520;2
250350;2521;3
250351;2522;4
250352;2523;5
250353;2524;6
250354;2525;1
250355;2526;2
250356;2527;1
250357;2528;2
250358;2529;3
250359;2530;4
250360;2531;5
250361;2532;6
250362;2533;1
250363;2534;2
250364;2535;3
250365;2536;4
250366;2537;5
250367;2538;6
250368;2539;1
250369;2540;2
250370;2541;1
250371;2542;2
250372;2543;3
250373;2544;4
250374;2545;5
250375;2546;6
250376;2547;1
250377;2548;2
250378;2549;3
250379;2550;4
250380;2551;5
250381;2552;6
250382;2553;1
250383;2554;2
250384;2555;1
250385;2556;2
250386;2557;3
250387;2558;4
250388;2559;5
250389;2560;6
250390;2561;1
250391;2562;2
250392;2563;3
250393;2564;4
250394;2565;5
250395;2566;6
250396;2567;1
250397;2568;2
250398;2569;1
250399;2570;2
250400;2571;3
250401;2572;4
250402;2573;5
250403;2574;6
250404;2575;1
250405;2576;2
250406;2577;3
250407;2578;4
250408;2579;5
250409;2580;6
250410;2581;1
250411;2582;2
250412;2583;1
250413;2584;2
250414;2585;3
250415;2586;4
250416;2587;5
250417;2588;6
250418;2589;1
250419;2590;2
250420;2591;3
250421;2592;4
250422;2593;5
250423;2594;6
250424;2595;1
250425;2596;2
250426;2597;1
250427;2598;2
250428;2599;3
250429;2600;4
250430;2601;5
250431;2602;6
250432;2603;1
250433;2604;2
250434;2605;3
250435;2606;4
250436;2607;5
250437;2608;6
250438;2609;1
250439;2610;2
250440;2611;1
250441;2612;2
250442;2613;3
250443;2614;4
250444;2615;5
250445;2616;6
250446;2617;1
250447;2618;2
250448;2619;3
250449;2620;4
250450;2621;5
250451;2622;6
250452;2623;1
250453;2624;2
250454;2625;1
250455;2626;2
250456;2627;3
250457;2628;4
250458;2629;5
250459;2630;6
250460;2631;1
250461;2632;2
250462;2633;3
250463;2634;4
250464;2635;5
250465;2636;6
250466;2637;1
250467;2638;2
250468;2639;1
250469;2640;2
250470;2641;3
250471;2642;4
250472;2643;5
250473;2644;6
250474;2645;1
250475;2646;2
250476;2647;3
250477;2648;4
250478;2649;5
250479;2650;6
250480;2651;1
250481;2652;2
250482;2653;1
250483;2654;2
250484;2655;3
250485;2656;4
250486;2657;5
250487;2658;6
250488;2659;1
250489;2660;2
250490;2661;3
250491;2662;4
250492;2663;5
250493;2664;6
250494;2665;1
250495;2666;2
250496;2667;1
250497;2668;2
250498;2669;3
250499;2670;4
250500;2671;5
250501;2672;6
250502;2673;1
250503;2674;2
250504;2675;3
250505;2676;4
250506;2677;5
250507;2678;6
250508;2679;1
250509;2680;2
250510;2681;1
250511;2682;2
250512;2683;3
250513;2684;4
250514;2685;5
250515;2686;6
250516;2687;1
250517;2688;2
250518;2689;3
250519;2690;4
250520;2691;5
250521;2692;6
250522;2693;1
250523;2694;2
250524;2695;1
250525;2696;2
250526;2697;3
250527;2698;4
250528;2699;5
250529;2700;6
250530;2701;1
250531;2702;2
250532;2703;3
250533;2704;4
250534;2705;5
250535;2706;6
250536;2707;1
250537;2708;2
250538;2709;1
250539;2710;2
250540;2711;3
250541;2712;4
250542;2713;5
250543;2714;6
250544;2715;1
250545;2716;2
250546;2717;3
250547;2718;4
250548;2719;5
250549;2720;6
250550;2721;1
250551;2722;2
250552;2723;1
250553;2724;2
250554;2725;3
250555;2726;4
250556;2727;5
250557;2728;6
250558;2729;1
250559;2730;2
250560;2731;3
250561;2732;4
250562;2733;5
250563;2734;6
250564;2735;1
250565;2736;2
250566;2737;1
250567;2738;2
250568;2739;3
250569;2740;4
250570;2741;5
250571;2742;6
250572;2743;1
250573;2744;2
250574;2745;3
250575;2746;4
250576;2747;5
250577;2748;6
250578;2749;1
250579;2750;2
250580;2751;1
250581;2752;2
250582;2753;3
250583;2754;4
250584;2755;5
250585;2756;6
250586;2757;1
250587;2758;2
250588;2759;3
250589;2760;4
250590;2761;5
250591;2762;6
250592;2763;1
250593;2764;2
250594;2765;1
250595;2766;2
250596;2767;3
250597;2768;4
250598;2769;5
250599;2770;6
250600;2771;1
250601;2772;2
250602;2773;3
250603;2774;4
250604;2775;5
250605;2776;6
250606;2777;1
250607;2778;2
250608;2779;1
250609;2780;2
250610;2781;3
250611;2782;4
250612;2783;5
250613;2784;6
250614;2785;1
250615;2786;2
250616;2787;3
250617;2788;4
250618;2789;5
250619;2790;6
250620;2791;1
250621;2792;2
250622;2793;1
250623;2794;2
250624;2795;3
250625;2796;4
250626;2797;5
250627;2798;6
250628;2799;1
250629;2800;2
250630;2801;3
250631;2802;4
250632;2803;5
250633;2804;6
250634;2805;1
250635;2806;2
250636;2807;1
250637;2808;2
250638;2809;3
250639;2810;4
250640;2811;5
250641;2812;6
250642;2813;1
250643;2814;2
250644;2815;3
250645;2816;4
250646;2817;5
250647;2818;6
250648;2819;1
250649;2820;2
250650;2821;1
250651;2822;2
250652;2823;3
250653;2824;4
250654;2825;5
250655;2826;6
250656;2827;1
250657;2828;2
250658;2829;3
250659;2830;4
250660;2831;5
250661;2832;6
250662;2833;1
250663;2834;2
250664;2835;1
250665;2836;2
250666;2837;3
250667;2838;4
250668;2839;5
250669;2840;6
250670;2841;1
250671;2842;2
250672;2843;3
250673;2844;4
250674;2845;5
250675;2846;6
250676;2847;1
250677;2848;2
250678;2849;1
250679;2850;2
250680;2851;3
250681;2852;4
250682;2853;5
250683;2854;6
250684;2855;1
250685;2856;2
250686;2857;3
250687;2858;4
250688;2859;5
250689;2860;6
250690;2861;1
250691;2862;2
250692;2863;1
250693;2864;2
250694;2865;3
250695;2866;4
250696;2867;5
250697;2868;6
250698;2869;1
250699;2870;2
250700;2871;3
250701;2872;4
250702;2873;5
250703;2874;6
250704;2875;1
250705;2876;2
250706;2877;1
250707;2878;2
250708;2879;3
250709;2880;4
250710;2881;5
250711;2882;6
250712;2883;1
250713;2884;2
250714;2885;3
250715;2886;4
250716;2887;5
250717;2888;6
250718;2889;1
250719;2890;2
250720;2891;1
250721;2892;2
250722;2893;3
250723;2894;4
250724;2895;5
250725;2896;6
250726;2897;1
250727;2898;2
250728;2899;3
250729;2900;4
250730;2901;5
250731;2902;6
250732;2903;1
250733;2904;2
250734;2905;1
250735;2906;2
250736;2907;3
250737;2908;4
250738;2909;5
250739;2910;6
250740;2911;1
250741;2912;2
250742;2913;3
250743;2914;4
250744;2915;5
250745;2916;6
250746;2917;1
250747;2918;2
250748;2919;1
250749;2920;2
250750;2921;3
250751;2922;4
250752;2923;5
250753;2924;6
250754;2925;1
250755;2926;2
250756;2927;3
250757;2928;4
250758;2929;5
250759;2930;6
250760;2931;1
250761;2932;2
250762;2933;1
250763;2934;2
250764;2935;3
250765;2936;4
250766;2937;5
250767;2938;6
250768;2939;1
250769;2940;2
250770;2941;3
250771;2942;4
250772;2943;5
250773;2944;6
250774;2945;1
250775;2946;2
250776;2947;1
250777;2948;2
250778;2949;3
250779;2950;4
250780;2951;5
250781;2952;6
250782;2953;1
250783;2954;2
250784;2955;3
250785;2956;4
250786;2957;5
250787;2958;6
250788;2959;1
250789;2960;2
250790;2961;1
250791;2962;2
250792;2963;3
250793;2964;4
250794;2965;5
250795;2966;6
250796;2967;1
250797;2968;2
250798;2969;3
250799;2970;4
250800;2971;5
250801;2972;6
250802;2973;1
250803;2974;2
250804;2975;1
250805;2976;2
250806;2977;3
250807;2978;4
250808;2979;5
250809;2980;6
250810;2981;1
250811;2982;2
250812;2983;3
250813;2984;4
250814;2985;5
250815;2986;6
250816;2987;1
250817;2988;2
250818;2989;1
250819;2990;2
250820;2991;3
250821;2992;4
250822;2993;5
250823;2994;6
250824;2995;1
250825;2996;2
250826;2997;3
250827;2998;4
250828;2999;5
250829;3000;6
250830;3001;1
250831;3002;2
250832;3003;1
250833;3004;2
250834;3005;3
250835;3006;4
250836;3007;5
250837;3008;6
250838;3009;1
250839;3010;2
250840;3011;3
250841;3012;4
250842;3013;5
250843;3014;6
250844;3015;1
250845;3016;2
250846;3017;1
250847;3018;2
250848;3019;3
250849;3020;4
250850;3021;5
250851;3022;6
250852;3023;1
250853;3024;2
250854;3025;3
250855;3026;4
250856;3027;5
250857;3028;6
250858;3029;1
250859;3030;2
250860;3031;1
250861;3032;2
250862;3033;3
250863;3034;4
250864;3035;5
250865;3036;6
250866;3037;1
250867;3038;2
250868;3039;3
250869;3040;4
250870;3041;5
250871;3042;6
250872;3043;1
250873;3044;2
250874;3045;1
250875;3046;2
250876;3047;3
250877;3048;4
250878;3049;5
250879;3050;6
250880;3051;1
250881;3052;2
250882;3053;3
250883;3054;4
250884;3055;5
250885;3056;6
250886;3057;1
250887;3058;2
250888;3059;1
250889;3060;2
250890;3061;3
250891;3062;4
250892;3063;5
250893;3064;6
250894;3065;1
250895;3066;2
250896;3067;3
250897;3068;4
250898;3069;5
250899;3070;6
250900;3071;1
250901;3072;2
250902;3073;1
250903;3074;2
250904;3075;3
250905;3076;4
250906;3077;5
250907;3078;6
250908;3079;1
250909;3080;2
250910;3081;3
250911;3082;4
250912;3083;5
250913;3084;6
250914;3085;1
250915;3086;2
250916;3087;1
250917;3088;2
250918;3089;3
250919;3090;4
250920;3091;5
250921;3092;6
250922;3093;1
250923;3094;2
250924;3095;3
250925;3096;4
250926;3097;5
250927;3098;6
250928;3099;1
250929;3100;2
250930;3101;1
250931;3102;2
250932;3103;3
250933;3104;4
250934;3105;5
250935;3106;6
250936;3107;1
250937;3108;2
250938;3109;3
250939;3110;4
250940;3111;5
250941;3112;6
250942;3113;1
250943;3114;2
250944;3115;1
250945;3116;2
250946;3117;3
250947;3118;4
250948;3119;5
250949;3120;6
250950;3121;1
250951;3122;2
250952;3123;3
250953;3124;4
250954;3125;5
250955;3126;6
250956;3127;1
250957;3128;2
250958;3129;1
250959;3130;2
250960;3131;3
250961;3132;4
250962;3133;5
250963;3134;6
250964;3135;1
250965;3136;2
250966;3137;3
250967;3138;4
250968;3139;5
250969;3140;6
250970;3141;1
250971;3142;2
250972;3143;1
250973;3144;2
250974;3145;3
250975;3146;4
250976;3147;5
250977;3148;6
250978;3149;1
250979;3150;2
250980;3151;3
250981;3152;4
250982;3153;5
250983;3154;6
250984;3155;1
250985;3156;2
250986;3157;1
250987;3158;2
250988;3159;3
250989;3160;4
250990;3161;5
250991;3162;6
250992;3163;1
250993;3164;2
250994;3165;3
250995;3166;4
250996;3167;5
250997;3168;6
250998;3169;1
250999;3170;2
251000;3171;1
251001;3172;2
251002;3173;3
251003;3174;4
251004;3175;5
251005;3176;6
251006;3177;1
251007;3178;2
251008;3179;3
251009;3180;4
251010;3181;5
251011;3182;6
251012;3183;1
251013;3184;2
251014;3185;1
251015;3186;2
251016;3187;3
251017;3188;4
251018;3189;5
251019;3190;6
251020;3191;1
251021;3192;2
251022;3193;3
251023;3194;4
251024;3195;5
251025;3196;6
251026;3197;1
251027;3198;2
251028;3199;1
251029;3200;2
251030;3201;3
251031;3202;4
251032;3203;5
251033;3204;6
251034;3205;1
251035;3206;2
251036;3207;3
251037;3208;4
251038;3209;5
251039;3210;6
251040;3211;1
251041;3212;2
251042;3213;1
251043;3214;2
251044;3215;3
251045;3216;4
251046;3217;5
251047;3218;6
251048;3219;1
251049;3220;2
251050;3221;3
251051;3222;4
251052;3223;5
251053;3224;6
251054;3225;1
251055;3226;2
251056;3227;1
251057;3228;2
251058;3229;3
251059;3230;4
251060;3231;5
251061;3232;6
251062;3233;1
251063;3234;2
251064;3235;3
251065;3236;4
251066;3237;5
251067;3238;6
251068;3239;1
251069;3240;2
251070;3241;1
251071;3242;2
251072;3243;3
251073;3244;4
251074;3245;5
251075;3246;6
251076;3247;1
251077;3248;2
251078;3249;3
251079;3250;4
251080;3251;5
251081;3252;6
251082;3253;1
251083;3254;2
251084;3255;1
251085;3256;2
251086;3257;3
251087;3258;4
251088;3259;5
251089;3260;6
251090;3261;1
251091;3262;2
251092;3263;3
251093;3264;4
251094;3265;5
251095;3266;6
251096;3267;1
251097;3268;2
251098;3269;1
251099;3270;2
251100;3271;3
251101;3272;4
251102;3273;5
251103;3274;6
251104;3275;1
251105;3276;2
251106;3277;3
251107;3278;4
251108;3279;5
251109;3280;6
251110;3281;1
251111;3282;2
251112;3283;1
251113;3284;2
251114;3285;3
251115;3286;4
251116;3287;5
251117;3288;6
251118;3289;1
251119;3290;2
251120;3291;3
251121;3292;4
251122;3293;5
251123;3294;6
251124;3295;1
251125;3296;2
251126;3297;1
251127;3298;2
251128;3299;3
251129;3300;4
251130;3301;5
251131;3302;6
251132;3303;1
251133;3304;2
251134;3305;3
251135;3306;4
251136;3307;5
251137;3308;6
251138;3309;1
251139;3310;2
251140;3311;1
251141;3312;2
251142;3313;3
251143;3314;4
251144;3315;5
251145;3316;6
251146;3317;1
251147;3318;2
251148;3319;3
251149;3320;4
251150;3321;5
251151;3322;6
251152;3323;1
251153;3324;2
251154;3325;1
251155;3326;2
251156;3327;3
251157;3328;4
251158;3329;5
251159;3330;6
251160;3331;1
251161;3332;2
251162;3333;3
251163;3334;4
251164;3335;5
251165;3336;6
251166;3337;1
251167;3338;2
251168;3339;1
251169;3340;2
251170;3341;3
251171;3342;4
251172;3343;5
251173;3344;6
251174;3345;1
251175;3346;2
251176;3347;3
251177;3348;4
251178;3349;5
251179;3350;6
251180;3351;1
251181;3352;2
251182;3353;1
251183;3354;2
251184;3355;3
251185;3356;4
251186;3357;5
251187;3358;6
251188;3359;1
251189;3360;2
251190;3361;3
251191;3362;4
251192;3363;5
251193;3364;6
251194;3365;1
251195;3366;2
251196;3367;1
251197;3368;2
251198;3369;3
251199;3370;4
251200;3371;5
251201;3372;6
251202;3373;1
251203;3374;2
251204;3375;3
251205;3376;4
251206;3377;5
251207;3378;6
251208;3379;1
251209;3380;2
251210;3381;1
251211;3382;2
251212;3383;3
251213;3384;4
251214;3385;5
251215;3386;6
251216;3387;1
251217;3388;2
251218;3389;3
251219;3390;4
251220;3391;5
251221;3392;6
251222;3393;1
251223;3394;2
251224;3395;1
251225;3396;2
251226;3397;3
251227;3398;4
251228;3399;5
251229;3400;6
251230;3401;1
251231;3402;2
251232;3403;3
251233;3404;4
251234;3405;5
251235;3406;6
251236;3407;1
251237;3408;2
251238;3409;1
251239;3410;2
251240;3411;3
251241;3412;4
251242;3413;5
251243;3414;6
251244;3415;1
251245;3416;2
251246;3417;3
251247;3418;4
251248;3419;5
251249;3420;6
251250;3421;1
251251;3422;2
251252;3423;1
251253;3424;2
251254;3425;3
251255;3426;4
251256;3427;5
251257;3428;6
251258;3429;1
251259;3430;2
251260;3431;3
251261;3432;4
251262;3433;5
251263;3434;6
251264;3435;1
251265;3436;2
251266;3437;1
251267;3438;2
251268;3439;3
251269;3440;4
251270;3441;5
251271;3442;6
251272;3443;1
251273;3444;2
251274;3445;3
251275;3446;4
251276;3447;5
251277;3448;6
251278;3449;1
251279;3450;2
251280;3451;1
251281;3452;2
251282;3453;3
251283;3454;4
251284;3455;5
251285;3456;6
251286;3457;1
251287;3458;2
251288;3459;3
251289;3460;4
251290;3461;5
251291;3462;6
251292;3463;1
251293;3464;2
251294;3465;1
251295;3466;2
251296;3467;3
251297;3468;4
251298;3469;5
251299;3470;6
251300;3471;1
251301;3472;2
251302;3473;3
251303;3474;4
251304;3475;5
251305;3476;6
251306;3477;1
251307;3478;2
251308;3479;1
251309;3480;2
251310;3481;3
251311;3482;4
251312;3483;5
251313;3484;6
251314;3485;1
251315;3486;2
251316;3487;3
251317;3488;4
251318;3489;5
251319;3490;6
251320;3491;1
251321;3492;2
251322;3493;1
251323;3494;2
251324;3495;3
251325;3496;4
251326;3497;5
251327;3498;6
251328;3499;1
251329;3500;2
251330;3501;3
251331;3502;4
251332;3503;5
251333;3504;6
251334;3505;1
251335;3506;2
251336;3507;1
251337;3508;2
251338;3509;3
251339;3510;4
251340;3511;5
251341;3512;6
251342;3513;1
251343;3514;2
251344;3515;3
251345;3516;4
251346;3517;5
251347;3518;6
251348;3519;1
251349;3520;2
251350;3521;1
251351;3522;2
251352;3523;3
251353;3524;4
251354;3525;5
251355;3526;6
251356;3527;1
251357;3528;2
251358;3529;3
251359;3530;4
251360;3531;5
251361;3532;6
251362;3533;1
251363;3534;2
251364;3535;1
251365;3536;2
251366;3537;3
251367;3538;4
251368;3539;5
251369;3540;6
251370;3541;1
251371;3542;2
251372;3543;3
251373;3544;4
251374;3545;5
251375;3546;6
251376;3547;1
251377;3548;2
251378;3549;1
251379;3550;2
251380;3551;3
251381;3552;4
251382;3553;5
251383;3554;6
251384;3555;1
251385;3556;2
251386;3557;3
251387;3558;4
251388;3559;5
251389;3560;6
251390;3561;1
251391;3562;2
251392;3563;1
251393;3564;2
251394;3565;3
251395;3566;4
251396;3567;5
251397;3568;6
251398;3569;1
251399;3570;2
251400;3571;3
251401;3572;4
251402;3573;5
251403;3574;6
251404;3575;1
251405;3576;2
251406;3577;1
251407;3578;2
251408;3579;3
251409;3580;4
251410;3581;5
251411;3582;6
251412;3583;1
251413;3584;2
251414;3585;3
251415;3586;4
251416;3587;5
251417;3588;6
251418;3589;1
251419;3590;2
251420;3591;1
251421;3592;2
251422;3593;3
251423;3594;4
251424;3595;5
251425;3596;6
251426;3597;1
251427;3598;2
251428;3599;3
251429;3600;4
251430;3601;5
251431;3602;6
251432;3603;1
251433;3604;2
251434;3605;1
251435;3606;2
251436;3607;3
251437;3608;4
251438;3609;5
251439;3610;6
251440;3611;1
251441;3612;2
251442;3613;3
251443;3614;4
251444;3615;5
251445;3616;6
251446;3617;1
