"item_id";"warehouse_place_id";"quantity_of_item";"days_until_end_storage"
"2236";"2236";"837";"266"
"2237";"2237";"881";"660"
"2238";"2238";"804";"839"
"2239";"2239";"54";"557"
"2240";"2240";"508";"721"
"2241";"2241";"156";"261"
"2242";"2242";"985";"63"
"2243";"2243";"747";"108"
"2244";"2244";"667";"906"
"2245";"2245";"244";"398"
"2246";"2246";"601";"718"
"2247";"2247";"900";"154"
"2248";"2248";"82";"707"
"2249";"2249";"762";"227"
"2250";"2250";"421";"969"
"2251";"2251";"854";"301"
"2252";"2252";"542";"965"
"2253";"2253";"977";"751"
"2254";"2254";"843";"389"
"2255";"2255";"539";"914"
"2256";"2256";"451";"91"
"2257";"2257";"247";"315"
"2258";"2258";"108";"867"
"2259";"2259";"365";"896"
"2260";"2260";"972";"986"
"2261";"2261";"908";"19"
"2262";"2262";"29";"291"
"2263";"2263";"286";"234"
"2264";"2264";"665";"330"
"2265";"2265";"281";"183"
"2266";"2266";"388";"61"
"2267";"2267";"742";"431"
"2268";"2268";"470";"4"
"2269";"2269";"58";"360"
"2270";"2270";"566";"373"
"2271";"2271";"786";"101"
"2272";"2272";"19";"920"
"2273";"2273";"412";"681"
"2274";"2274";"149";"71"
"2275";"2275";"636";"123"
"2276";"2276";"182";"565"
"2277";"2277";"716";"809"
"2278";"2278";"888";"667"
"2279";"2279";"318";"245"
"2280";"2280";"328";"810"
"2281";"2281";"236";"452"
"2282";"2282";"385";"238"
"2283";"2283";"557";"646"
"2284";"2284";"312";"898"
"2285";"2285";"209";"120"
"2286";"2286";"621";"434"
"2287";"2287";"88";"254"
"2288";"2288";"48";"83"
"2289";"2289";"357";"992"
"2290";"2290";"433";"738"
"2291";"2291";"957";"712"
"2292";"2292";"423";"906"
"2293";"2293";"767";"970"
"2294";"2294";"948";"299"
"2295";"2295";"991";"842"
"2296";"2296";"17";"899"
"2297";"2297";"674";"795"
"2298";"2298";"438";"134"
"2299";"2299";"321";"306"
"2300";"2300";"220";"663"
"2301";"2301";"930";"932"
"2302";"2302";"704";"707"
"2303";"2303";"551";"502"
"2304";"2304";"935";"951"
"2305";"2305";"641";"621"
"2306";"2306";"934";"203"
"2307";"2307";"170";"183"
"2308";"2308";"570";"396"
"2309";"2309";"466";"134"
"2310";"2310";"643";"681"
"2311";"2311";"259";"497"
"2312";"2312";"25";"944"
"2313";"2313";"541";"301"
"2314";"2314";"225";"706"
"2315";"2315";"600";"660"
"2316";"2316";"297";"291"
"2317";"2317";"317";"75"
"2318";"2318";"642";"687"
"2319";"2319";"449";"355"
"2320";"2320";"567";"680"
"2321";"2321";"289";"161"
"2322";"2322";"21";"954"
"2323";"2323";"96";"834"
"2324";"2324";"157";"573"
"2325";"2325";"267";"940"
"2326";"2326";"917";"76"
"2327";"2327";"740";"626"
"2328";"2328";"524";"492"
"2329";"2329";"354";"15"
"2330";"2330";"453";"975"
"2331";"2331";"983";"841"
"2332";"2332";"798";"45"
"2333";"2333";"299";"385"
"2334";"2334";"609";"984"
"2335";"2335";"399";"472"
"2336";"2336";"922";"157"
"2337";"2337";"277";"423"
"2338";"2338";"444";"153"
"2339";"2339";"227";"138"
"2340";"2340";"746";"299"
"2341";"2341";"954";"9"
"2342";"2342";"996";"472"
"2343";"2343";"350";"762"
"2344";"2344";"497";"408"
"2345";"2345";"767";"997"
"2346";"2346";"272";"97"
"2347";"2347";"852";"348"
"2348";"2348";"154";"295"
"2349";"2349";"304";"897"
"2350";"2350";"283";"627"
"2351";"2351";"358";"811"
"2352";"2352";"214";"143"
"2353";"2353";"589";"415"
"2354";"2354";"773";"977"
"2355";"2355";"978";"944"
"2356";"2356";"60";"396"
"2357";"2357";"945";"640"
"2358";"2358";"306";"398"
"2359";"2359";"603";"498"
"2360";"2360";"918";"295"
"2361";"2361";"800";"365"
"2362";"2362";"814";"244"
"2363";"2363";"473";"439"
"2364";"2364";"519";"790"
"2365";"2365";"215";"575"
"2366";"2366";"281";"543"
"2367";"2367";"621";"253"
"2368";"2368";"176";"640"
"2369";"2369";"584";"86"
"2370";"2370";"696";"987"
"2371";"2371";"968";"146"
"2372";"2372";"983";"928"
"2373";"2373";"201";"647"
"2374";"2374";"382";"674"
"2375";"2375";"424";"773"
"2376";"2376";"339";"459"
"2377";"2377";"638";"506"
"2378";"2378";"886";"966"
"2379";"2379";"468";"21"
"2380";"2380";"204";"243"
"2381";"2381";"692";"673"
"2382";"2382";"477";"633"
"2383";"2383";"321";"959"
"2384";"2384";"425";"331"
"2385";"2385";"94";"443"
"2386";"2386";"253";"830"
"2387";"2387";"272";"269"
"2388";"2388";"90";"997"
"2389";"2389";"302";"793"
"2390";"2390";"362";"941"
"2391";"2391";"416";"96"
"2392";"2392";"592";"712"
"2393";"2393";"29";"418"
"2394";"2394";"396";"922"
"2395";"2395";"467";"996"
"2396";"2396";"597";"856"
"2397";"2397";"322";"67"
"2398";"2398";"104";"888"
"2399";"2399";"627";"735"
"2400";"2400";"976";"799"
"2401";"2401";"337";"560"
"2402";"2402";"535";"784"
"2403";"2403";"574";"428"
"2404";"2404";"717";"409"
"2405";"2405";"748";"359"
"2406";"2406";"498";"511"
"2407";"2407";"333";"601"
"2408";"2408";"95";"515"
"2409";"2409";"863";"468"
"2410";"2410";"227";"754"
"2411";"2411";"579";"80"
"2412";"2412";"339";"96"
"2413";"2413";"675";"849"
"2414";"2414";"460";"711"
"2415";"2415";"124";"66"
"2416";"2416";"182";"250"
"2417";"2417";"894";"852"
"2418";"2418";"698";"282"
"2419";"2419";"962";"952"
"2420";"2420";"146";"573"
"2421";"2421";"790";"791"
"2422";"2422";"387";"856"
"2423";"2423";"349";"100"
"2424";"2424";"830";"235"
"2425";"2425";"457";"397"
"2426";"2426";"529";"749"
"2427";"2427";"786";"555"
"2428";"2428";"460";"289"
"2429";"2429";"78";"273"
"2430";"2430";"865";"179"
"2431";"2431";"338";"315"
"2432";"2432";"990";"740"
"2433";"2433";"671";"373"
"2434";"2434";"696";"629"
"2435";"2435";"954";"512"
"2436";"2436";"341";"550"
"2437";"2437";"92";"360"
"2438";"2438";"450";"360"
"2439";"2439";"463";"986"
"2440";"2440";"811";"34"
"2441";"2441";"603";"372"
"2442";"2442";"300";"498"
"2443";"2443";"481";"546"
"2444";"2444";"362";"598"
"2445";"2445";"661";"839"
"2446";"2446";"949";"392"
"2447";"2447";"90";"830"
"2448";"2448";"933";"69"
"2449";"2449";"979";"107"
"2450";"2450";"548";"285"
"2451";"2451";"37";"592"
"2452";"2452";"103";"40"
"2453";"2453";"622";"157"
"2454";"2454";"7";"763"
"2455";"2455";"596";"538"
"2456";"2456";"637";"541"
"2457";"2457";"760";"152"
"2458";"2458";"145";"343"
"2459";"2459";"255";"989"
"2460";"2460";"935";"127"
"2461";"2461";"201";"844"
"2462";"2462";"692";"701"
"2463";"2463";"160";"182"
"2464";"2464";"955";"398"
"2465";"2465";"816";"795"
"2466";"2466";"838";"357"
"2467";"2467";"613";"981"
"2468";"2468";"707";"740"
"2469";"2469";"680";"954"
"2470";"2470";"242";"144"
"2471";"2471";"202";"819"
"2472";"2472";"969";"646"
"2473";"2473";"431";"183"
"2474";"2474";"143";"28"
"2475";"2475";"292";"317"
"2476";"2476";"500";"238"
"2477";"2477";"101";"158"
"2478";"2478";"592";"335"
"2479";"2479";"856";"906"
"2480";"2480";"274";"946"
"2481";"2481";"130";"397"
"2482";"2482";"520";"815"
"2483";"2483";"317";"401"
"2484";"2484";"486";"924"
"2485";"2485";"773";"891"
"2486";"2486";"208";"736"
"2487";"2487";"95";"675"
"2488";"2488";"285";"789"
"2489";"2489";"998";"23"
"2490";"2490";"921";"265"
"2491";"2491";"47";"790"
"2492";"2492";"833";"115"
"2493";"2493";"211";"324"
"2494";"2494";"596";"230"
"2495";"2495";"141";"723"
"2496";"2496";"348";"440"
"2497";"2497";"626";"634"
"2498";"2498";"239";"205"
"2499";"2499";"93";"928"
"2500";"2500";"436";"333"
"2501";"2501";"649";"873"
"2502";"2502";"513";"703"
"2503";"2503";"365";"215"
"2504";"2504";"12";"492"
"2505";"2505";"575";"836"
"2506";"2506";"553";"215"
"2507";"2507";"358";"89"
"2508";"2508";"641";"39"
"2509";"2509";"813";"950"
"2510";"2510";"337";"645"
"2511";"2511";"876";"404"
"2512";"2512";"593";"825"
"2513";"2513";"278";"535"
"2514";"2514";"59";"717"
"2515";"2515";"200";"918"
"2516";"2516";"62";"477"
"2517";"2517";"731";"357"
"2518";"2518";"435";"485"
"2519";"2519";"265";"226"
"2520";"2520";"15";"270"
"2521";"2521";"321";"140"
"2522";"2522";"377";"563"
"2523";"2523";"81";"578"
"2524";"2524";"270";"636"
"2525";"2525";"877";"226"
"2526";"2526";"93";"298"
"2527";"2527";"9";"1"
"2528";"2528";"47";"924"
"2529";"2529";"208";"269"
"2530";"2530";"9";"176"
"2531";"2531";"716";"801"
"2532";"2532";"684";"251"
"2533";"2533";"683";"589"
"2534";"2534";"355";"421"
"2535";"2535";"174";"858"
"2536";"2536";"171";"784"
"2537";"2537";"181";"978"
"2538";"2538";"108";"791"
"2539";"2539";"926";"922"
"2540";"2540";"10";"982"
"2541";"2541";"867";"849"
"2542";"2542";"215";"771"
"2543";"2543";"812";"502"
"2544";"2544";"176";"63"
"2545";"2545";"649";"132"
"2546";"2546";"346";"844"
"2547";"2547";"827";"406"
"2548";"2548";"815";"559"
"2549";"2549";"503";"31"
"2550";"2550";"413";"771"
"2551";"2551";"109";"64"
"2552";"2552";"922";"533"
"2553";"2553";"406";"691"
"2554";"2554";"800";"223"
"2555";"2555";"434";"963"
"2556";"2556";"598";"124"
"2557";"2557";"694";"735"
"2558";"2558";"677";"330"
"2559";"2559";"164";"548"
"2560";"2560";"542";"855"
"2561";"2561";"206";"915"
"2562";"2562";"42";"257"
"2563";"2563";"4";"444"
"2564";"2564";"581";"725"
"2565";"2565";"854";"587"
"2566";"2566";"630";"774"
"2567";"2567";"287";"693"
"2568";"2568";"984";"956"
"2569";"2569";"733";"931"
"2570";"2570";"555";"345"
"2571";"2571";"221";"330"
"2572";"2572";"258";"194"
"2573";"2573";"158";"576"
"2574";"2574";"122";"563"
"2575";"2575";"209";"277"
"2576";"2576";"420";"150"
"2577";"2577";"327";"213"
"2578";"2578";"60";"653"
"2579";"2579";"582";"406"
"2580";"2580";"40";"360"
"2581";"2581";"387";"667"
"2582";"2582";"460";"329"
"2583";"2583";"543";"405"
"2584";"2584";"65";"286"
"2585";"2585";"761";"720"
"2586";"2586";"993";"975"
"2587";"2587";"467";"951"
"2588";"2588";"594";"103"
"2589";"2589";"917";"405"
"2590";"2590";"412";"682"
"2591";"2591";"466";"342"
"2592";"2592";"706";"689"
"2593";"2593";"61";"402"
"2594";"2594";"383";"343"
"2595";"2595";"915";"902"
"2596";"2596";"98";"935"
"2597";"2597";"716";"569"
"2598";"2598";"951";"35"
"2599";"2599";"838";"746"
"2600";"2600";"919";"806"
"2601";"2601";"534";"56"
"2602";"2602";"891";"397"
"2603";"2603";"29";"306"
"2604";"2604";"462";"834"
"2605";"2605";"704";"955"
"2606";"2606";"229";"313"
"2607";"2607";"652";"747"
"2608";"2608";"438";"222"
"2609";"2609";"288";"725"
"2610";"2610";"916";"730"
"2611";"2611";"223";"648"
"2612";"2612";"280";"356"
"2613";"2613";"868";"576"
"2614";"2614";"265";"57"
"2615";"2615";"680";"143"
"2616";"2616";"674";"989"
"2617";"2617";"742";"426"
"2618";"2618";"618";"19"
"2619";"2619";"181";"626"
"2620";"2620";"160";"647"
"2621";"2621";"915";"484"
"2622";"2622";"979";"401"
"2623";"2623";"175";"793"
"2624";"2624";"430";"95"
"2625";"2625";"875";"213"
"2626";"2626";"223";"175"
"2627";"2627";"119";"773"
"2628";"2628";"836";"791"
"2629";"2629";"585";"923"
"2630";"2630";"974";"588"
"2631";"2631";"985";"720"
"2632";"2632";"870";"259"
"2633";"2633";"428";"218"
"2634";"2634";"207";"278"
"2635";"2635";"544";"917"
"2636";"2636";"542";"392"
"2637";"2637";"780";"385"
"2638";"2638";"764";"585"
"2639";"2639";"227";"628"
"2640";"2640";"487";"484"
"2641";"2641";"642";"323"
"2642";"2642";"71";"697"
"2643";"2643";"458";"2"
"2644";"2644";"801";"274"
"2645";"2645";"994";"20"
"2646";"2646";"78";"483"
"2647";"2647";"102";"277"
"2648";"2648";"95";"977"
"2649";"2649";"983";"109"
"2650";"2650";"756";"79"
"2651";"2651";"230";"668"
"2652";"2652";"36";"839"
"2653";"2653";"617";"489"
"2654";"2654";"258";"988"
"2655";"2655";"19";"312"
"2656";"2656";"761";"711"
"2657";"2657";"888";"63"
"2658";"2658";"377";"85"
"2659";"2659";"27";"717"
"2660";"2660";"812";"86"
"2661";"2661";"460";"799"
"2662";"2662";"935";"859"
"2663";"2663";"304";"118"
"2664";"2664";"299";"515"
"2665";"2665";"894";"456"
"2666";"2666";"792";"161"
"2667";"2667";"908";"716"
"2668";"2668";"419";"836"
"2669";"2669";"142";"90"
"2670";"2670";"3";"55"
"2671";"2671";"942";"607"
"2672";"2672";"375";"39"
"2673";"2673";"621";"326"
"2674";"2674";"394";"982"
"2675";"2675";"452";"445"
"2676";"2676";"145";"603"
"2677";"2677";"896";"382"
"2678";"2678";"827";"601"
"2679";"2679";"125";"556"
"2680";"2680";"371";"654"
"2681";"2681";"285";"864"
"2682";"2682";"203";"419"
"2683";"2683";"523";"876"
"2684";"2684";"758";"116"
"2685";"2685";"518";"195"
"2686";"2686";"335";"733"
"2687";"2687";"330";"440"
"2688";"2688";"20";"180"
"2689";"2689";"425";"935"
"2690";"2690";"385";"909"
"2691";"2691";"726";"926"
"2692";"2692";"292";"972"
"2693";"2693";"119";"866"
"2694";"2694";"73";"751"
"2695";"2695";"74";"401"
"2696";"2696";"575";"123"
"2697";"2697";"923";"448"
"2698";"2698";"721";"954"
"2699";"2699";"815";"936"
"2700";"2700";"595";"533"
"2701";"2701";"281";"500"
"2702";"2702";"246";"581"
"2703";"2703";"18";"639"
"2704";"2704";"497";"305"
"2705";"2705";"704";"0"
"2706";"2706";"863";"278"
"2707";"2707";"891";"797"
"2708";"2708";"371";"750"
"2709";"2709";"768";"151"
"2710";"2710";"322";"951"
"2711";"2711";"947";"367"
"2712";"2712";"190";"277"
"2713";"2713";"156";"397"
"2714";"2714";"887";"287"
"2715";"2715";"854";"758"
"2716";"2716";"256";"346"
"2717";"2717";"791";"477"
"2718";"2718";"848";"142"
"2719";"2719";"986";"573"
"2720";"2720";"462";"459"
"2721";"2721";"834";"369"
"2722";"2722";"773";"203"
"2723";"2723";"487";"482"
"2724";"2724";"799";"435"
"2725";"2725";"510";"221"
"2726";"2726";"92";"400"
"2727";"2727";"767";"700"
"2728";"2728";"552";"330"
"2729";"2729";"26";"214"
"2730";"2730";"602";"99"
"2731";"2731";"278";"775"
"2732";"2732";"990";"125"
"2733";"2733";"949";"161"
"2734";"2734";"364";"289"
"2735";"2735";"670";"483"
"2736";"2736";"518";"440"
"2737";"2737";"383";"768"
"2738";"2738";"340";"140"
"2739";"2739";"353";"802"
"2740";"2740";"837";"271"
"2741";"2741";"225";"781"
"2742";"2742";"458";"897"
"2743";"2743";"644";"303"
"2744";"2744";"476";"35"
"2745";"2745";"392";"11"
"2746";"2746";"921";"746"
"2747";"2747";"584";"107"
"2748";"2748";"887";"911"
"2749";"2749";"482";"540"
"2750";"2750";"473";"671"
"2751";"2751";"213";"768"
"2752";"2752";"566";"843"
"2753";"2753";"778";"555"
"2754";"2754";"131";"437"
"2755";"2755";"678";"818"
"2756";"2756";"286";"648"
"2757";"2757";"143";"441"
"2758";"2758";"587";"491"
"2759";"2759";"49";"282"
"2760";"2760";"535";"387"
"2761";"2761";"262";"740"
"2762";"2762";"121";"381"
"2763";"2763";"654";"480"
"2764";"2764";"823";"971"
"2765";"2765";"616";"710"
"2766";"2766";"520";"265"
"2767";"2767";"590";"251"
"2768";"2768";"645";"92"
"2769";"2769";"438";"419"
"2770";"2770";"953";"677"
"2771";"2771";"819";"315"
"2772";"2772";"592";"920"
"2773";"2773";"256";"826"
"2774";"2774";"187";"385"
"2775";"2775";"99";"853"
"2776";"2776";"507";"47"
"2777";"2777";"985";"234"
"2778";"2778";"709";"64"
"2779";"2779";"44";"723"
"2780";"2780";"587";"187"
"2781";"2781";"805";"136"
"2782";"2782";"911";"786"
"2783";"2783";"567";"265"
"2784";"2784";"74";"996"
"2785";"2785";"669";"274"
"2786";"2786";"168";"377"
"2787";"2787";"303";"413"
"2788";"2788";"912";"661"
"2789";"2789";"824";"933"
"2790";"2790";"247";"209"
"2791";"2791";"112";"978"
"2792";"2792";"207";"459"
"2793";"2793";"117";"294"
"2794";"2794";"656";"604"
"2795";"2795";"571";"215"
"2796";"2796";"58";"298"
"2797";"2797";"532";"130"
"2798";"2798";"93";"724"
"2799";"2799";"414";"593"
"2800";"2800";"165";"820"
"2801";"2801";"311";"263"
"2802";"2802";"58";"692"
"2803";"2803";"825";"54"
"2804";"2804";"520";"416"
"2805";"2805";"574";"51"
"2806";"2806";"723";"172"
"2807";"2807";"215";"139"
"2808";"2808";"543";"956"
"2809";"2809";"747";"227"
"2810";"2810";"304";"170"
"2811";"2811";"646";"394"
"2812";"2812";"503";"517"
"2813";"2813";"44";"598"
"2814";"2814";"315";"844"
"2815";"2815";"717";"542"
"2816";"2816";"385";"419"
"2817";"2817";"223";"753"
"2818";"2818";"320";"789"
"2819";"2819";"640";"628"
"2820";"2820";"607";"206"
"2821";"2821";"714";"871"
"2822";"2822";"505";"87"
"2823";"2823";"367";"427"
"2824";"2824";"214";"878"
"2825";"2825";"994";"311"
"2826";"2826";"193";"986"
"2827";"2827";"736";"167"
"2828";"2828";"703";"923"
"2829";"2829";"191";"469"
"2830";"2830";"504";"382"
"2831";"2831";"62";"212"
"2832";"2832";"97";"755"
"2833";"2833";"709";"143"
"2834";"2834";"648";"485"
"2835";"2835";"549";"847"
"2836";"2836";"751";"190"
"2837";"2837";"532";"802"
"2838";"2838";"47";"538"
"2839";"2839";"937";"660"
"2840";"2840";"879";"421"
"2841";"2841";"568";"830"
"2842";"2842";"525";"912"
"2843";"2843";"281";"588"
"2844";"2844";"766";"2"
"2845";"2845";"490";"780"
"2846";"2846";"72";"454"
"2847";"2847";"462";"64"
"2848";"2848";"111";"666"
"2849";"2849";"233";"723"
"2850";"2850";"826";"618"
"2851";"2851";"629";"864"
"2852";"2852";"85";"692"
"2853";"2853";"685";"505"
"2854";"2854";"522";"93"
"2855";"2855";"451";"66"
"2856";"2856";"515";"662"
"2857";"2857";"823";"792"
"2858";"2858";"776";"518"
"2859";"2859";"724";"141"
"2860";"2860";"444";"609"
"2861";"2861";"322";"25"
"2862";"2862";"449";"774"
"2863";"2863";"668";"559"
"2864";"2864";"238";"444"
"2865";"2865";"530";"809"
"2866";"2866";"905";"227"
"2867";"2867";"289";"167"
"2868";"2868";"691";"310"
"2869";"2869";"921";"141"
"2870";"2870";"862";"235"
"2871";"2871";"75";"45"
"2872";"2872";"179";"524"
"2873";"2873";"637";"800"
"2874";"2874";"89";"931"
"2875";"2875";"145";"560"
"2876";"2876";"228";"920"
"2877";"2877";"978";"498"
"2878";"2878";"890";"444"
"2879";"2879";"607";"669"
"2880";"2880";"913";"411"
"2881";"2881";"226";"790"
"2882";"2882";"222";"538"
"2883";"2883";"88";"854"
"2884";"2884";"267";"118"
"2885";"2885";"969";"904"
"2886";"2886";"965";"337"
"2887";"2887";"507";"81"
"2888";"2888";"645";"734"
"2889";"2889";"666";"864"
"2890";"2890";"780";"318"
"2891";"2891";"183";"564"
"2892";"2892";"266";"114"
"2893";"2893";"985";"248"
"2894";"2894";"885";"636"
"2895";"2895";"487";"427"
"2896";"2896";"783";"753"
"2897";"2897";"676";"684"
"2898";"2898";"321";"643"
"2899";"2899";"723";"713"
"2900";"2900";"376";"432"
"2901";"2901";"953";"931"
"2902";"2902";"518";"527"
"2903";"2903";"161";"991"
"2904";"2904";"646";"668"
"2905";"2905";"963";"916"
"2906";"2906";"555";"295"
"2907";"2907";"608";"266"
"2908";"2908";"927";"869"
"2909";"2909";"586";"740"
"2910";"2910";"706";"613"
"2911";"2911";"460";"606"
"2912";"2912";"898";"109"
"2913";"2913";"287";"819"
"2914";"2914";"419";"746"
"2915";"2915";"770";"512"
"2916";"2916";"698";"758"
"2917";"2917";"758";"692"
"2918";"2918";"611";"82"
"2919";"2919";"589";"156"
"2920";"2920";"424";"724"
"2921";"2921";"547";"873"
"2922";"2922";"121";"731"
"2923";"2923";"689";"153"
"2924";"2924";"925";"810"
"2925";"2925";"173";"49"
"2926";"2926";"250";"791"
"2927";"2927";"74";"881"
"2928";"2928";"358";"777"
"2929";"2929";"193";"439"
"2930";"2930";"416";"854"
"2931";"2931";"980";"457"
"2932";"2932";"675";"338"
"2933";"2933";"50";"978"
"2934";"2934";"261";"747"
"2935";"2935";"85";"750"
"2936";"2936";"365";"363"
"2937";"2937";"27";"982"
"2938";"2938";"60";"466"
"2939";"2939";"164";"771"
"2940";"2940";"218";"533"
"2941";"2941";"30";"46"
"2942";"2942";"381";"167"
"2943";"2943";"239";"55"
"2944";"2944";"118";"92"
"2945";"2945";"907";"999"
"2946";"2946";"673";"225"
"2947";"2947";"588";"320"
"2948";"2948";"306";"35"
"2949";"2949";"152";"442"
"2950";"2950";"92";"407"
"2951";"2951";"794";"841"
"2952";"2952";"307";"975"
"2953";"2953";"82";"532"
"2954";"2954";"995";"970"
"2955";"2955";"255";"15"
"2956";"2956";"20";"398"
"2957";"2957";"900";"529"
"2958";"2958";"553";"681"
"2959";"2959";"710";"638"
"2960";"2960";"676";"487"
"2961";"2961";"919";"218"
"2962";"2962";"286";"264"
"2963";"2963";"196";"553"
"2964";"2964";"434";"399"
"2965";"2965";"792";"12"
"2966";"2966";"258";"27"
"2967";"2967";"994";"869"
"2968";"2968";"178";"651"
"2969";"2969";"743";"597"
"2970";"2970";"714";"844"
"2971";"2971";"653";"992"
"2972";"2972";"549";"222"
"2973";"2973";"377";"536"
"2974";"2974";"881";"674"
"2975";"2975";"796";"918"
"2976";"2976";"755";"634"
"2977";"2977";"819";"239"
"2978";"2978";"504";"906"
"2979";"2979";"211";"273"
"2980";"2980";"218";"713"
"2981";"2981";"292";"491"
"2982";"2982";"636";"628"
"2983";"2983";"440";"268"
"2984";"2984";"793";"636"
"2985";"2985";"34";"80"
"2986";"2986";"894";"641"
"2987";"2987";"771";"890"
"2988";"2988";"992";"915"
"2989";"2989";"349";"268"
"2990";"2990";"742";"330"
"2991";"2991";"909";"931"
"2992";"2992";"926";"312"
"2993";"2993";"211";"95"
"2994";"2994";"904";"366"
"2995";"2995";"420";"573"
"2996";"2996";"279";"771"
"2997";"2997";"522";"591"
"2998";"2998";"775";"643"
"2999";"2999";"87";"161"
"3000";"3000";"586";"75"
"3001";"3001";"671";"130"
"3002";"3002";"848";"474"
"3003";"3003";"238";"604"
"3004";"3004";"672";"447"
"3005";"3005";"260";"836"
"3006";"3006";"156";"499"
"3007";"3007";"717";"521"
"3008";"3008";"734";"243"
"3009";"3009";"611";"890"
"3010";"3010";"90";"604"
"3011";"3011";"531";"821"
"3012";"3012";"859";"809"
"3013";"3013";"357";"42"
"3014";"3014";"266";"869"
"3015";"3015";"689";"982"
"3016";"3016";"260";"388"
"3017";"3017";"574";"972"
"3018";"3018";"412";"345"
"3019";"3019";"266";"356"
"3020";"3020";"512";"769"
"3021";"3021";"939";"736"
"3022";"3022";"960";"20"
"3023";"3023";"157";"762"
"3024";"3024";"628";"501"
"3025";"3025";"303";"589"
"3026";"3026";"171";"565"
"3027";"3027";"441";"280"
"3028";"3028";"480";"255"
"3029";"3029";"66";"677"
"3030";"3030";"611";"920"
"3031";"3031";"42";"247"
"3032";"3032";"549";"711"
"3033";"3033";"604";"560"
"3034";"3034";"227";"712"
"3035";"3035";"192";"736"
"3036";"3036";"29";"855"
"3037";"3037";"759";"164"
"3038";"3038";"639";"581"
"3039";"3039";"786";"306"
"3040";"3040";"667";"47"
"3041";"3041";"546";"948"
"3042";"3042";"997";"72"
"3043";"3043";"316";"262"
"3044";"3044";"890";"135"
"3045";"3045";"818";"114"
"3046";"3046";"313";"410"
"3047";"3047";"377";"898"
"3048";"3048";"380";"681"
"3049";"3049";"809";"692"
"3050";"3050";"161";"813"
"3051";"3051";"28";"74"
"3052";"3052";"425";"412"
"3053";"3053";"462";"579"
"3054";"3054";"928";"29"
"3055";"3055";"597";"82"
"3056";"3056";"840";"492"
"3057";"3057";"516";"413"
"3058";"3058";"267";"699"
"3059";"3059";"501";"531"
"3060";"3060";"482";"150"
"3061";"3061";"24";"941"
"3062";"3062";"356";"836"
"3063";"3063";"950";"339"
"3064";"3064";"974";"328"
"3065";"3065";"21";"915"
"3066";"3066";"967";"445"
"3067";"3067";"305";"881"
"3068";"3068";"108";"454"
"3069";"3069";"491";"628"
"3070";"3070";"935";"607"
"3071";"3071";"766";"686"
"3072";"3072";"754";"506"
"3073";"3073";"950";"282"
"3074";"3074";"571";"936"
"3075";"3075";"508";"759"
"3076";"3076";"990";"36"
"3077";"3077";"536";"685"
"3078";"3078";"294";"166"
"3079";"3079";"99";"768"
"3080";"3080";"884";"366"
"3081";"3081";"301";"79"
"3082";"3082";"444";"594"
"3083";"3083";"458";"659"
"3084";"3084";"308";"43"
"3085";"3085";"476";"511"
"3086";"3086";"234";"387"
"3087";"3087";"594";"468"
"3088";"3088";"938";"133"
"3089";"3089";"795";"402"
"3090";"3090";"436";"968"
"3091";"3091";"768";"553"
"3092";"3092";"959";"565"
"3093";"3093";"383";"246"
"3094";"3094";"509";"694"
"3095";"3095";"47";"452"
"3096";"3096";"139";"733"
"3097";"3097";"838";"191"
"3098";"3098";"959";"614"
"3099";"3099";"627";"437"
"3100";"3100";"130";"499"
"3101";"3101";"127";"787"
"3102";"3102";"914";"619"
"3103";"3103";"162";"817"
"3104";"3104";"57";"204"
"3105";"3105";"435";"205"
"3106";"3106";"544";"257"
"3107";"3107";"937";"340"
"3108";"3108";"274";"640"
"3109";"3109";"448";"816"
"3110";"3110";"669";"541"
"3111";"3111";"354";"343"
"3112";"3112";"849";"400"
"3113";"3113";"567";"73"
"3114";"3114";"362";"117"
"3115";"3115";"616";"585"
"3116";"3116";"56";"997"
"3117";"3117";"533";"977"
"3118";"3118";"182";"748"
"3119";"3119";"786";"559"
"3120";"3120";"444";"801"
"3121";"3121";"874";"26"
"3122";"3122";"524";"444"
"3123";"3123";"702";"622"
"3124";"3124";"479";"97"
"3125";"3125";"311";"433"
"3126";"3126";"54";"789"
"3127";"3127";"617";"698"
"3128";"3128";"562";"804"
"3129";"3129";"335";"684"
"3130";"3130";"956";"177"
"3131";"3131";"149";"606"
"3132";"3132";"478";"342"
"3133";"3133";"879";"386"
"3134";"3134";"220";"219"
"3135";"3135";"897";"962"
"3136";"3136";"411";"710"
"3137";"3137";"182";"539"
"3138";"3138";"389";"212"
"3139";"3139";"881";"109"
"3140";"3140";"456";"24"
"3141";"3141";"496";"402"
"3142";"3142";"479";"751"
"3143";"3143";"153";"328"
"3144";"3144";"423";"0"
"3145";"3145";"449";"923"
"3146";"3146";"323";"83"
"3147";"3147";"174";"77"
"3148";"3148";"83";"546"
"3149";"3149";"454";"549"
"3150";"3150";"323";"508"
"3151";"3151";"438";"842"
"3152";"3152";"406";"321"
"3153";"3153";"269";"42"
"3154";"3154";"885";"201"
"3155";"3155";"606";"519"
"3156";"3156";"266";"66"
"3157";"3157";"458";"821"
"3158";"3158";"174";"934"
"3159";"3159";"503";"709"
"3160";"3160";"893";"38"
"3161";"3161";"948";"417"
"3162";"3162";"669";"810"
"3163";"3163";"266";"736"
"3164";"3164";"658";"313"
"3165";"3165";"352";"908"
"3166";"3166";"62";"617"
