"storage_item_ID";"employee_id";"date";"element_quantity";"total";"type_ID"
"2181";"2181";"2024_06_04";"922";"67706";"0"
"2182";"2182";"2024_06_04";"961";"92736";"2"
"2183";"2183";"2024_06_04";"355";"27527";"2"
"2184";"2184";"2024_06_04";"493";"40973";"1"
"2185";"2185";"2024_06_04";"817";"34148";"2"
"2186";"2186";"2024_06_04";"807";"45371";"0"
"2187";"2187";"2024_06_04";"742";"27745";"1"
"2188";"2188";"2024_06_04";"163";"40172";"1"
"2189";"2189";"2024_06_04";"644";"68894";"2"
"2190";"2190";"2024_06_04";"399";"18179";"2"
"2191";"2191";"2024_06_04";"196";"62844";"1"
"2192";"2192";"2024_06_04";"396";"7210";"0"
"2193";"2193";"2024_06_04";"431";"9279";"0"
"2194";"2194";"2024_06_04";"385";"56059";"2"
"2195";"2195";"2024_06_04";"927";"13195";"2"
"2196";"2196";"2024_06_04";"122";"57539";"1"
"2197";"2197";"2024_06_04";"117";"57000";"2"
"2198";"2198";"2024_06_04";"541";"86180";"0"
"2199";"2199";"2024_06_04";"149";"70534";"2"
"2200";"2200";"2024_06_04";"662";"34491";"1"
"2201";"2201";"2024_06_04";"77";"70721";"2"
"2202";"2202";"2024_06_04";"92";"12038";"0"
"2203";"2203";"2024_06_04";"747";"74707";"2"
"2204";"2204";"2024_06_04";"736";"82696";"0"
"2205";"2205";"2024_06_04";"28";"30529";"1"
"2206";"2206";"2024_06_04";"218";"43365";"1"
"2207";"2207";"2024_06_04";"338";"92559";"0"
"2208";"2208";"2024_06_04";"423";"25314";"2"
"2209";"2209";"2024_06_04";"265";"48175";"2"
"2210";"2210";"2024_06_04";"163";"55214";"0"
"2211";"2211";"2024_06_04";"807";"93394";"2"
"2212";"2212";"2024_06_04";"578";"35501";"0"
"2213";"2213";"2024_06_04";"981";"30169";"2"
"2214";"2214";"2024_06_04";"368";"62467";"1"
"2215";"2215";"2024_06_04";"738";"96820";"0"
"2216";"2216";"2024_06_04";"466";"84143";"1"
"2217";"2217";"2024_06_04";"867";"48155";"0"
"2218";"2218";"2024_06_04";"904";"24255";"0"
"2219";"2219";"2024_06_04";"865";"85055";"2"
"2220";"2220";"2024_06_04";"660";"20125";"1"
"2221";"2221";"2024_06_04";"746";"63977";"1"
"2222";"2222";"2024_06_04";"102";"13355";"0"
"2223";"2223";"2024_06_04";"716";"65039";"1"
"2224";"2224";"2024_06_04";"966";"93400";"2"
"2225";"2225";"2024_06_04";"271";"19893";"1"
"2226";"2226";"2024_06_04";"922";"51697";"0"
"2227";"2227";"2024_06_04";"176";"73669";"0"
"2228";"2228";"2024_06_04";"166";"87351";"2"
"2229";"2229";"2024_06_04";"569";"71994";"1"
"2230";"2230";"2024_06_04";"392";"97807";"1"
"2231";"2231";"2024_06_04";"411";"56479";"1"
"2232";"2232";"2024_06_04";"588";"98309";"2"
"2233";"2233";"2024_06_04";"110";"96602";"2"
"2234";"2234";"2024_06_04";"939";"49681";"1"
"2235";"2235";"2024_06_04";"811";"52727";"2"
"2236";"2236";"2024_06_04";"524";"46342";"1"
"2237";"2237";"2024_06_04";"552";"74348";"1"
"2238";"2238";"2024_06_04";"929";"43022";"2"
"2239";"2239";"2024_06_04";"955";"71966";"1"
"2240";"2240";"2024_06_04";"61";"56456";"1"
"2241";"2241";"2024_06_04";"195";"53645";"0"
"2242";"2242";"2024_06_04";"831";"19738";"0"
"2243";"2243";"2024_06_04";"835";"42109";"0"
"2244";"2244";"2024_06_04";"629";"5654";"1"
"2245";"2245";"2024_06_04";"577";"53525";"2"
"2246";"2246";"2024_06_04";"576";"6548";"0"
"2247";"2247";"2024_06_04";"279";"6879";"0"
"2248";"2248";"2024_06_04";"908";"38611";"0"
"2249";"2249";"2024_06_04";"870";"59390";"2"
"2250";"2250";"2024_06_04";"329";"55542";"1"
"2251";"2251";"2024_06_04";"624";"81098";"2"
"2252";"2252";"2024_06_04";"464";"94124";"1"
"2253";"2253";"2024_06_04";"996";"62612";"0"
"2254";"2254";"2024_06_04";"593";"95284";"0"
"2255";"2255";"2024_06_04";"241";"20342";"0"
"2256";"2256";"2024_06_04";"212";"81644";"1"
"2257";"2257";"2024_06_04";"643";"32473";"2"
"2258";"2258";"2024_06_04";"318";"54545";"2"
"2259";"2259";"2024_06_04";"3";"50568";"1"
"2260";"2260";"2024_06_04";"923";"95065";"1"
"2261";"2261";"2024_06_04";"58";"40260";"1"
"2262";"2262";"2024_06_04";"841";"68836";"2"
"2263";"2263";"2024_06_04";"748";"44267";"1"
"2264";"2264";"2024_06_04";"259";"29994";"1"
"2265";"2265";"2024_06_04";"369";"44715";"0"
"2266";"2266";"2024_06_04";"116";"11187";"2"
"2267";"2267";"2024_06_04";"392";"96975";"0"
"2268";"2268";"2024_06_04";"806";"51135";"2"
"2269";"2269";"2024_06_04";"151";"31219";"2"
"2270";"2270";"2024_06_04";"495";"92297";"2"
"2271";"2271";"2024_06_04";"517";"79107";"1"
"2272";"2272";"2024_06_04";"331";"11636";"1"
"2273";"2273";"2024_06_04";"44";"53107";"2"
"2274";"2274";"2024_06_04";"868";"15530";"0"
"2275";"2275";"2024_06_04";"640";"80132";"2"
"2276";"2276";"2024_06_04";"778";"90110";"2"
"2277";"2277";"2024_06_04";"872";"57701";"0"
"2278";"2278";"2024_06_04";"79";"39365";"1"
"2279";"2279";"2024_06_04";"98";"42074";"2"
"2280";"2280";"2024_06_04";"304";"34056";"2"
"2281";"2281";"2024_06_04";"241";"90072";"0"
"2282";"2282";"2024_06_04";"580";"73828";"2"
"2283";"2283";"2024_06_04";"772";"44316";"0"
"2284";"2284";"2024_06_04";"615";"77793";"1"
"2285";"2285";"2024_06_04";"73";"70183";"2"
"2286";"2286";"2024_06_04";"222";"63602";"2"
"2287";"2287";"2024_06_04";"952";"76833";"0"
"2288";"2288";"2024_06_04";"418";"72463";"2"
"2289";"2289";"2024_06_04";"699";"20693";"0"
"2290";"2290";"2024_06_04";"507";"68406";"0"
"2291";"2291";"2024_06_04";"566";"27079";"2"
"2292";"2292";"2024_06_04";"613";"26052";"2"
"2293";"2293";"2024_06_04";"171";"33025";"0"
"2294";"2294";"2024_06_04";"115";"50693";"0"
"2295";"2295";"2024_06_04";"739";"79095";"0"
"2296";"2296";"2024_06_04";"855";"17478";"1"
"2297";"2297";"2024_06_04";"807";"94566";"0"
"2298";"2298";"2024_06_04";"375";"66197";"2"
"2299";"2299";"2024_06_04";"311";"19475";"0"
"2300";"2300";"2024_06_04";"396";"78080";"1"
"2301";"2301";"2024_06_04";"485";"78224";"2"
"2302";"2302";"2024_06_04";"247";"32311";"2"
"2303";"2303";"2024_06_04";"550";"74372";"2"
"2304";"2304";"2024_06_04";"374";"8879";"1"
"2305";"2305";"2024_06_04";"398";"35896";"2"
"2306";"2306";"2024_06_04";"323";"90130";"0"
"2307";"2307";"2024_06_04";"154";"35020";"0"
"2308";"2308";"2024_06_04";"748";"37530";"1"
"2309";"2309";"2024_06_04";"20";"97198";"2"
"2310";"2310";"2024_06_04";"384";"50623";"2"
"2311";"2311";"2024_06_04";"953";"84296";"0"
"2312";"2312";"2024_06_04";"183";"20813";"2"
"2313";"2313";"2024_06_04";"436";"83923";"1"
"2314";"2314";"2024_06_04";"378";"33745";"0"
"2315";"2315";"2024_06_04";"657";"90566";"2"
"2316";"2316";"2024_06_04";"616";"22574";"0"
"2317";"2317";"2024_06_04";"495";"87327";"1"
"2318";"2318";"2024_06_04";"615";"25369";"0"
"2319";"2319";"2024_06_04";"379";"20596";"0"
"2320";"2320";"2024_06_04";"901";"17814";"0"
"2321";"2321";"2024_06_04";"162";"30547";"2"
"2322";"2322";"2024_06_04";"859";"30140";"2"
"2323";"2323";"2024_06_04";"604";"65632";"2"
"2324";"2324";"2024_06_04";"424";"72136";"1"
"2325";"2325";"2024_06_04";"336";"23185";"2"
"2326";"2326";"2024_06_04";"912";"80751";"1"
"2327";"2327";"2024_06_04";"787";"19864";"2"
"2328";"2328";"2024_06_04";"619";"53902";"0"
"2329";"2329";"2024_06_04";"966";"92599";"0"
"2330";"2330";"2024_06_04";"686";"80786";"1"
"2331";"2331";"2024_06_04";"712";"28833";"0"
"2332";"2332";"2024_06_04";"618";"9791";"0"
"2333";"2333";"2024_06_04";"561";"18613";"0"
"2334";"2334";"2024_06_04";"260";"47706";"0"
"2335";"2335";"2024_06_04";"320";"72451";"0"
"2336";"2336";"2024_06_04";"947";"19554";"0"
"2337";"2337";"2024_06_04";"381";"12659";"1"
"2338";"2338";"2024_06_04";"489";"68306";"2"
"2339";"2339";"2024_06_04";"342";"75002";"1"
"2340";"2340";"2024_06_04";"830";"55232";"1"
"2341";"2341";"2024_06_04";"279";"10465";"2"
"2342";"2342";"2024_06_04";"764";"17711";"2"
"2343";"2343";"2024_06_04";"78";"67728";"1"
"2344";"2344";"2024_06_04";"505";"44278";"2"
"2345";"2345";"2024_06_04";"587";"47762";"1"
"2346";"2346";"2024_06_04";"472";"72454";"0"
"2347";"2347";"2024_06_04";"783";"46749";"2"
"2348";"2348";"2024_06_04";"784";"47002";"0"
"2349";"2349";"2024_06_04";"98";"8098";"2"
"2350";"2350";"2024_06_04";"780";"73948";"1"
"2351";"2351";"2024_06_04";"815";"48146";"1"
"2352";"2352";"2024_06_04";"300";"20083";"0"
"2353";"2353";"2024_06_04";"962";"10170";"2"
"2354";"2354";"2024_06_04";"578";"5530";"0"
"2355";"2355";"2024_06_04";"51";"11557";"0"
"2356";"2356";"2024_06_04";"579";"40618";"1"
"2357";"2357";"2024_06_04";"108";"2966";"2"
"2358";"2358";"2024_06_04";"144";"516";"1"
"2359";"2359";"2024_06_04";"275";"91786";"0"
"2360";"2360";"2024_06_04";"614";"17544";"2"
"2361";"2361";"2024_06_04";"129";"83332";"0"
"2362";"2362";"2024_06_04";"975";"1243";"1"
"2363";"2363";"2024_06_04";"470";"7714";"1"
"2364";"2364";"2024_06_04";"437";"68014";"2"
"2365";"2365";"2024_06_04";"2";"8331";"0"
"2366";"2366";"2024_06_04";"785";"70707";"0"
"2367";"2367";"2024_06_04";"349";"53506";"2"
"2368";"2368";"2024_06_04";"602";"67365";"2"
"2369";"2369";"2024_06_04";"177";"82685";"0"
"2370";"2370";"2024_06_04";"540";"77398";"1"
"2371";"2371";"2024_06_04";"546";"1716";"1"
"2372";"2372";"2024_06_04";"578";"43776";"0"
"2373";"2373";"2024_06_04";"545";"82492";"1"
"2374";"2374";"2024_06_04";"41";"88198";"2"
"2375";"2375";"2024_06_04";"308";"65622";"0"
"2376";"2376";"2024_06_04";"671";"17910";"1"
"2377";"2377";"2024_06_04";"703";"2130";"1"
"2378";"2378";"2024_06_04";"637";"30516";"2"
"2379";"2379";"2024_06_04";"23";"10359";"2"
"2380";"2380";"2024_06_04";"209";"62911";"1"
"2381";"2381";"2024_06_04";"685";"65665";"0"
"2382";"2382";"2024_06_04";"219";"3688";"0"
"2383";"2383";"2024_06_04";"96";"55020";"1"
"2384";"2384";"2024_06_04";"112";"2619";"1"
"2385";"2385";"2024_06_04";"825";"67254";"0"
"2386";"2386";"2024_06_04";"213";"90586";"0"
"2387";"2387";"2024_06_04";"252";"11685";"0"
"2388";"2388";"2024_06_04";"703";"19543";"2"
"2389";"2389";"2024_06_04";"541";"52180";"2"
"2390";"2390";"2024_06_04";"398";"73844";"2"
"2391";"2391";"2024_06_04";"629";"48753";"1"
"2392";"2392";"2024_06_04";"292";"10325";"1"
"2393";"2393";"2024_06_04";"482";"6025";"1"
"2394";"2394";"2024_06_04";"609";"79660";"1"
"2395";"2395";"2024_06_04";"970";"67432";"0"
"2396";"2396";"2024_06_04";"20";"40841";"0"
"2397";"2397";"2024_06_04";"86";"67660";"0"
"2398";"2398";"2024_06_04";"418";"99223";"0"
"2399";"2399";"2024_06_04";"357";"18036";"2"
"2400";"2400";"2024_06_04";"26";"85787";"0"
"2401";"2401";"2024_06_04";"894";"76677";"1"
"2402";"2402";"2024_06_04";"436";"21523";"1"
"2403";"2403";"2024_06_04";"111";"98574";"0"
"2404";"2404";"2024_06_04";"17";"52482";"2"
"2405";"2405";"2024_06_04";"105";"2001";"1"
"2406";"2406";"2024_06_04";"721";"65296";"1"
"2407";"2407";"2024_06_04";"165";"87429";"0"
"2408";"2408";"2024_06_04";"765";"60203";"0"
"2409";"2409";"2024_06_04";"735";"84221";"2"
"2410";"2410";"2024_06_04";"473";"61784";"1"
"2411";"2411";"2024_06_04";"572";"35348";"0"
"2412";"2412";"2024_06_04";"420";"54354";"2"
"2413";"2413";"2024_06_04";"838";"82468";"0"
"2414";"2414";"2024_06_04";"971";"37206";"2"
"2415";"2415";"2024_06_04";"211";"51150";"1"
"2416";"2416";"2024_06_04";"350";"46136";"1"
"2417";"2417";"2024_06_04";"363";"87735";"0"
"2418";"2418";"2024_06_04";"697";"32434";"2"
"2419";"2419";"2024_06_04";"242";"95340";"2"
"2420";"2420";"2024_06_04";"625";"96604";"0"
"2421";"2421";"2024_06_04";"103";"32518";"2"
"2422";"2422";"2024_06_04";"441";"26402";"0"
"2423";"2423";"2024_06_04";"151";"59685";"1"
"2424";"2424";"2024_06_04";"811";"19941";"0"
"2425";"2425";"2024_06_04";"73";"34579";"2"
"2426";"2426";"2024_06_04";"90";"23150";"2"
"2427";"2427";"2024_06_04";"148";"59185";"0"
"2428";"2428";"2024_06_04";"115";"27932";"2"
"2429";"2429";"2024_06_04";"375";"81381";"1"
"2430";"2430";"2024_06_04";"666";"22896";"0"
"2431";"2431";"2024_06_04";"888";"73615";"2"
"2432";"2432";"2024_06_04";"358";"47557";"1"
"2433";"2433";"2024_06_04";"551";"32336";"0"
"2434";"2434";"2024_06_04";"330";"4478";"2"
"2435";"2435";"2024_06_04";"480";"48201";"0"
"2436";"2436";"2024_06_04";"979";"670";"1"
"2437";"2437";"2024_06_04";"20";"47737";"0"
"2438";"2438";"2024_06_04";"276";"30319";"1"
"2439";"2439";"2024_06_04";"794";"98596";"1"
"2440";"2440";"2024_06_04";"875";"46245";"1"
"2441";"2441";"2024_06_04";"782";"15921";"0"
"2442";"2442";"2024_06_04";"346";"54036";"0"
"2443";"2443";"2024_06_04";"196";"10338";"1"
"2444";"2444";"2024_06_04";"705";"57185";"1"
"2445";"2445";"2024_06_04";"831";"41513";"1"
"2446";"2446";"2024_06_04";"370";"5033";"0"
"2447";"2447";"2024_06_04";"212";"2948";"1"
"2448";"2448";"2024_06_04";"966";"15686";"1"
"2449";"2449";"2024_06_04";"532";"11664";"1"
"2450";"2450";"2024_06_04";"745";"90979";"1"
"2451";"2451";"2024_06_04";"426";"54912";"1"
"2452";"2452";"2024_06_04";"628";"81960";"2"
"2453";"2453";"2024_06_04";"372";"9160";"1"
"2454";"2454";"2024_06_04";"692";"75798";"2"
"2455";"2455";"2024_06_04";"201";"75031";"1"
"2456";"2456";"2024_06_04";"78";"32393";"2"
"2457";"2457";"2024_06_04";"180";"17694";"2"
"2458";"2458";"2024_06_04";"164";"47909";"2"
"2459";"2459";"2024_06_04";"775";"85357";"2"
"2460";"2460";"2024_06_04";"531";"81910";"2"
"2461";"2461";"2024_06_04";"470";"66967";"0"
"2462";"2462";"2024_06_04";"719";"11591";"2"
"2463";"2463";"2024_06_04";"820";"10474";"0"
"2464";"2464";"2024_06_04";"547";"72086";"0"
"2465";"2465";"2024_06_04";"197";"8677";"0"
"2466";"2466";"2024_06_04";"738";"9170";"1"
"2467";"2467";"2024_06_04";"207";"60158";"2"
"2468";"2468";"2024_06_04";"148";"84699";"2"
"2469";"2469";"2024_06_04";"7";"59882";"0"
"2470";"2470";"2024_06_04";"359";"43530";"2"
"2471";"2471";"2024_06_04";"780";"71919";"2"
"2472";"2472";"2024_06_04";"55";"50728";"0"
"2473";"2473";"2024_06_04";"27";"13034";"1"
"2474";"2474";"2024_06_04";"652";"27607";"0"
"2475";"2475";"2024_06_04";"510";"76637";"1"
"2476";"2476";"2024_06_04";"171";"56013";"1"
"2477";"2477";"2024_06_04";"886";"44525";"1"
"2478";"2478";"2024_06_04";"543";"77800";"1"
"2479";"2479";"2024_06_04";"560";"27550";"0"
"2480";"2480";"2024_06_04";"300";"60642";"1"
"2481";"2481";"2024_06_04";"364";"83196";"0"
"2482";"2482";"2024_06_04";"679";"59788";"2"
"2483";"2483";"2024_06_04";"871";"38290";"2"
"2484";"2484";"2024_06_04";"474";"56728";"0"
"2485";"2485";"2024_06_04";"734";"53854";"2"
"2486";"2486";"2024_06_04";"776";"80761";"2"
"2487";"2487";"2024_06_04";"488";"98512";"1"
"2488";"2488";"2024_06_04";"222";"32313";"0"
"2489";"2489";"2024_06_04";"577";"66584";"1"
"2490";"2490";"2024_06_04";"70";"83275";"0"
"2491";"2491";"2024_06_04";"672";"82788";"0"
"2492";"2492";"2024_06_04";"414";"38721";"2"
"2493";"2493";"2024_06_04";"222";"82347";"1"
"2494";"2494";"2024_06_04";"958";"9363";"1"
"2495";"2495";"2024_06_04";"131";"31793";"1"
"2496";"2496";"2024_06_04";"99";"28601";"2"
"2497";"2497";"2024_06_04";"687";"82032";"0"
"2498";"2498";"2024_06_04";"143";"17705";"0"
"2499";"2499";"2024_06_04";"917";"5044";"1"
"2500";"2500";"2024_06_04";"913";"94236";"2"
"2501";"2501";"2024_06_04";"216";"61747";"1"
"2502";"2502";"2024_06_04";"53";"18694";"2"
"2503";"2503";"2024_06_04";"757";"91150";"2"
"2504";"2504";"2024_06_04";"228";"11275";"2"
"2505";"2505";"2024_06_04";"837";"52982";"2"
"2506";"2506";"2024_06_04";"145";"9556";"2"
"2507";"2507";"2024_06_04";"30";"21673";"2"
"2508";"2508";"2024_06_04";"779";"39702";"2"
"2509";"2509";"2024_06_04";"682";"36737";"2"
"2510";"2510";"2024_06_04";"165";"50455";"2"
"2511";"2511";"2024_06_04";"562";"55012";"2"
"2512";"2512";"2024_06_04";"425";"5581";"2"
"2513";"2513";"2024_06_04";"643";"79071";"0"
"2514";"2514";"2024_06_04";"82";"61947";"2"
"2515";"2515";"2024_06_04";"896";"53602";"1"
"2516";"2516";"2024_06_04";"324";"53676";"0"
"2517";"2517";"2024_06_04";"380";"90064";"2"
"2518";"2518";"2024_06_04";"821";"11719";"0"
"2519";"2519";"2024_06_04";"560";"1495";"1"
"2520";"2520";"2024_06_04";"899";"54";"0"
"2521";"2521";"2024_06_04";"330";"20265";"2"
"2522";"2522";"2024_06_04";"508";"61303";"2"
"2523";"2523";"2024_06_04";"439";"93017";"1"
"2524";"2524";"2024_06_04";"288";"7007";"0"
"2525";"2525";"2024_06_04";"966";"45460";"2"
"2526";"2526";"2024_06_04";"617";"21068";"1"
"2527";"2527";"2024_06_04";"364";"6548";"0"
"2528";"2528";"2024_06_04";"953";"31689";"1"
"2529";"2529";"2024_06_04";"552";"19030";"2"
"2530";"2530";"2024_06_04";"870";"48579";"2"
"2531";"2531";"2024_06_04";"500";"24599";"2"
"2532";"2532";"2024_06_04";"996";"93855";"2"
"2533";"2533";"2024_06_04";"64";"94523";"2"
"2534";"2534";"2024_06_04";"737";"58141";"0"
"2535";"2535";"2024_06_04";"640";"34738";"0"
"2536";"2536";"2024_06_04";"548";"45951";"1"
"2537";"2537";"2024_06_04";"597";"43952";"1"
"2538";"2538";"2024_06_04";"637";"5218";"2"
"2539";"2539";"2024_06_04";"494";"40501";"2"
"2540";"2540";"2024_06_04";"19";"37852";"0"
"2541";"2541";"2024_06_04";"619";"93488";"0"
"2542";"2542";"2024_06_04";"768";"8563";"2"
"2543";"2543";"2024_06_04";"993";"50792";"1"
"2544";"2544";"2024_06_04";"847";"1760";"1"
"2545";"2545";"2024_06_04";"900";"26213";"1"
"2546";"2546";"2024_06_04";"389";"91796";"1"
"2547";"2547";"2024_06_04";"623";"31483";"2"
"2548";"2548";"2024_06_04";"914";"98644";"1"
"2549";"2549";"2024_06_04";"961";"62718";"1"
"2550";"2550";"2024_06_04";"979";"60135";"2"
"2551";"2551";"2024_06_04";"663";"29280";"1"
"2552";"2552";"2024_06_04";"777";"40936";"0"
"2553";"2553";"2024_06_04";"246";"43184";"0"
"2554";"2554";"2024_06_04";"234";"54767";"0"
"2555";"2555";"2024_06_04";"629";"36104";"0"
"2556";"2556";"2024_06_04";"601";"9579";"1"
"2557";"2557";"2024_06_04";"944";"37229";"1"
"2558";"2558";"2024_06_04";"966";"95929";"0"
"2559";"2559";"2024_06_04";"497";"8640";"2"
"2560";"2560";"2024_06_04";"220";"11097";"0"
"2561";"2561";"2024_06_04";"434";"48426";"1"
"2562";"2562";"2024_06_04";"821";"54143";"1"
"2563";"2563";"2024_06_04";"852";"27958";"2"
"2564";"2564";"2024_06_04";"11";"37323";"0"
"2565";"2565";"2024_06_04";"492";"4869";"1"
"2566";"2566";"2024_06_04";"733";"69709";"1"
"2567";"2567";"2024_06_04";"72";"93964";"1"
"2568";"2568";"2024_06_04";"114";"24641";"0"
"2569";"2569";"2024_06_04";"494";"87680";"1"
"2570";"2570";"2024_06_04";"96";"87274";"0"
"2571";"2571";"2024_06_04";"816";"27849";"0"
"2572";"2572";"2024_06_04";"282";"28024";"1"
"2573";"2573";"2024_06_04";"346";"27920";"0"
"2574";"2574";"2024_06_04";"922";"81536";"0"
"2575";"2575";"2024_06_04";"978";"94865";"1"
"2576";"2576";"2024_06_04";"167";"57686";"2"
"2577";"2577";"2024_06_04";"768";"6360";"0"
"2578";"2578";"2024_06_04";"98";"4605";"2"
"2579";"2579";"2024_06_04";"914";"2422";"0"
"2580";"2580";"2024_06_04";"669";"13460";"0"
"2581";"2581";"2024_06_04";"580";"58239";"1"
"2582";"2582";"2024_06_04";"443";"72422";"0"
"2583";"2583";"2024_06_04";"570";"99109";"2"
"2584";"2584";"2024_06_04";"95";"77952";"2"
"2585";"2585";"2024_06_04";"650";"77422";"1"
"2586";"2586";"2024_06_04";"802";"54381";"2"
"2587";"2587";"2024_06_04";"960";"57103";"0"
"2588";"2588";"2024_06_04";"644";"37431";"2"
"2589";"2589";"2024_06_04";"515";"16975";"2"
"2590";"2590";"2024_06_04";"419";"88769";"2"
"2591";"2591";"2024_06_04";"280";"26444";"0"
"2592";"2592";"2024_06_04";"141";"83770";"2"
"2593";"2593";"2024_06_04";"775";"53315";"0"
"2594";"2594";"2024_06_04";"737";"14694";"0"
"2595";"2595";"2024_06_04";"464";"50157";"0"
"2596";"2596";"2024_06_04";"536";"34563";"1"
"2597";"2597";"2024_06_04";"585";"14964";"2"
"2598";"2598";"2024_06_04";"976";"56518";"2"
"2599";"2599";"2024_06_04";"305";"80316";"1"
"2600";"2600";"2024_06_04";"804";"74690";"2"
"2601";"2601";"2024_06_04";"931";"81054";"1"
"2602";"2602";"2024_06_04";"563";"96403";"2"
"2603";"2603";"2024_06_04";"12";"35466";"2"
"2604";"2604";"2024_06_04";"844";"60246";"2"
"2605";"2605";"2024_06_04";"562";"97769";"0"
"2606";"2606";"2024_06_04";"195";"70816";"0"
"2607";"2607";"2024_06_04";"252";"31144";"1"
"2608";"2608";"2024_06_04";"217";"74105";"1"
"2609";"2609";"2024_06_04";"155";"51099";"2"
"2610";"2610";"2024_06_04";"553";"22000";"0"
"2611";"2611";"2024_06_04";"435";"37131";"0"
"2612";"2612";"2024_06_04";"435";"54136";"2"
"2613";"2613";"2024_06_04";"472";"22599";"0"
"2614";"2614";"2024_06_04";"619";"1587";"0"
"2615";"2615";"2024_06_04";"162";"58507";"2"
"2616";"2616";"2024_06_04";"557";"93133";"1"
"2617";"2617";"2024_06_04";"505";"24670";"0"
"2618";"2618";"2024_06_04";"294";"88540";"0"
"2619";"2619";"2024_06_04";"60";"97764";"1"
"2620";"2620";"2024_06_04";"960";"34725";"1"
"2621";"2621";"2024_06_04";"626";"13697";"2"
"2622";"2622";"2024_06_04";"510";"60143";"2"
"2623";"2623";"2024_06_04";"282";"65410";"1"
"2624";"2624";"2024_06_04";"716";"35485";"1"
"2625";"2625";"2024_06_04";"140";"74855";"2"
"2626";"2626";"2024_06_04";"579";"82812";"2"
"2627";"2627";"2024_06_04";"216";"50781";"2"
"2628";"2628";"2024_06_04";"205";"11465";"1"
"2629";"2629";"2024_06_04";"505";"7339";"1"
"2630";"2630";"2024_06_04";"132";"21222";"2"
"2631";"2631";"2024_06_04";"161";"42188";"2"
"2632";"2632";"2024_06_04";"82";"22893";"1"
"2633";"2633";"2024_06_04";"751";"52883";"1"
"2634";"2634";"2024_06_04";"667";"50492";"0"
"2635";"2635";"2024_06_04";"903";"52969";"0"
"2636";"2636";"2024_06_04";"116";"13020";"2"
"2637";"2637";"2024_06_04";"970";"65692";"2"
"2638";"2638";"2024_06_04";"815";"6673";"1"
"2639";"2639";"2024_06_04";"825";"5371";"2"
"2640";"2640";"2024_06_04";"996";"2517";"0"
"2641";"2641";"2024_06_04";"124";"16067";"1"
"2642";"2642";"2024_06_04";"95";"52779";"2"
"2643";"2643";"2024_06_04";"33";"6448";"0"
"2644";"2644";"2024_06_04";"525";"41920";"1"
"2645";"2645";"2024_06_04";"240";"79450";"0"
"2646";"2646";"2024_06_04";"391";"68189";"2"
"2647";"2647";"2024_06_04";"975";"81421";"2"
"2648";"2648";"2024_06_04";"214";"38222";"1"
"2649";"2649";"2024_06_04";"886";"81567";"1"
"2650";"2650";"2024_06_04";"123";"57675";"0"
"2651";"2651";"2024_06_04";"781";"92429";"2"
"2652";"2652";"2024_06_04";"179";"64982";"0"
"2653";"2653";"2024_06_04";"635";"23866";"2"
"2654";"2654";"2024_06_04";"631";"68099";"2"
"2655";"2655";"2024_06_04";"757";"3695";"1"
"2656";"2656";"2024_06_04";"112";"209";"2"
"2657";"2657";"2024_06_04";"52";"3874";"0"
"2658";"2658";"2024_06_04";"487";"85068";"1"
"2659";"2659";"2024_06_04";"856";"57362";"2"
"2660";"2660";"2024_06_04";"940";"25551";"2"
"2661";"2661";"2024_06_04";"156";"9515";"0"
"2662";"2662";"2024_06_04";"498";"40030";"2"
"2663";"2663";"2024_06_04";"795";"9526";"1"
"2664";"2664";"2024_06_04";"793";"64411";"1"
"2665";"2665";"2024_06_04";"441";"15236";"1"
"2666";"2666";"2024_06_04";"654";"61274";"1"
"2667";"2667";"2024_06_04";"875";"4607";"0"
"2668";"2668";"2024_06_04";"939";"42946";"1"
"2669";"2669";"2024_06_04";"564";"19075";"0"
"2670";"2670";"2024_06_04";"172";"89026";"0"
"2671";"2671";"2024_06_04";"57";"4575";"1"
"2672";"2672";"2024_06_04";"963";"92691";"2"
"2673";"2673";"2024_06_04";"866";"7777";"1"
"2674";"2674";"2024_06_04";"463";"82959";"1"
"2675";"2675";"2024_06_04";"198";"76706";"0"
"2676";"2676";"2024_06_04";"959";"69299";"1"
"2677";"2677";"2024_06_04";"237";"69954";"2"
"2678";"2678";"2024_06_04";"932";"99853";"2"
"2679";"2679";"2024_06_04";"968";"38558";"1"
"2680";"2680";"2024_06_04";"79";"62581";"1"
"2681";"2681";"2024_06_04";"500";"45477";"0"
"2682";"2682";"2024_06_04";"508";"50794";"2"
"2683";"2683";"2024_06_04";"39";"92286";"2"
"2684";"2684";"2024_06_04";"848";"71221";"0"
"2685";"2685";"2024_06_04";"228";"54649";"1"
"2686";"2686";"2024_06_04";"964";"49448";"2"
"2687";"2687";"2024_06_04";"714";"79451";"0"
"2688";"2688";"2024_06_04";"309";"37417";"0"
"2689";"2689";"2024_06_04";"784";"488";"0"
"2690";"2690";"2024_06_04";"927";"24982";"1"
"2691";"2691";"2024_06_04";"174";"56026";"1"
"2692";"2692";"2024_06_04";"122";"6946";"2"
"2693";"2693";"2024_06_04";"908";"34314";"1"
"2694";"2694";"2024_06_04";"433";"52235";"2"
"2695";"2695";"2024_06_04";"567";"62369";"2"
"2696";"2696";"2024_06_04";"505";"18418";"1"
"2697";"2697";"2024_06_04";"895";"54804";"1"
